books;boy_toy;both_toy;hightec;boy_toy;makup_beauty;music_rap;hightec;boy_toy;hightec
0;0;0;4,34323553011903;1,37432644393962;0;0;4,76562755357736;1,14527777263209;0
0;0;0;1,90289013735153;0,90851546330774;0;0;0;0;0
0;0;2,36177665198305;0;4,88378585497094;0;0;0;4,46341784273433;4,35323646168841
1,10716806915922;0;0;0;0;0;1,69247991391107;4,78094730609141;0;0
0;0;0,968494464628629;0;0;0;0;0;3,33124029814789;2,14565336385074
2,49444199376481;0,5;0;0;0;0;1,64185142267582;4,22440562174861;1,5;3,1320595741272
0;0;0;0;0;0,5;0;0,844049194056564;0;0
2,77105592972182;0;0;0;0;0;0;4,42267600094093;0;4,30306611084522
0;0;1,3370097683915;0;0;0;0;0;1,75306796457296;0
0;0;0;2,72203826904297;0,5;0;1,79899520650459;3,68576238150045;0;0
0;0;0;4,1869112174897;0;0;0;0;0;5
0;0;0;0;0;0;0;0;0;0
1,98741754376675;0;0;2,10866404702359;0,5;0;0;3,3066411639129;0,5;0
0;0;0;0;0;0;0;4,87394321517737;3,32077963665164;0
4,93454553742639;0;0;2,07183908953883;0;0;1,98051329189004;0;0,5;0
0;3,47998046850785;0;0;4,11628007888794;0;1,32640413349793;3,0599552030023;3,48409602394518;0
0;4,95472635838889;0;0;0;0;0;0;0;4,79586250884266
3,9241255232711;4,71147207250421;3,94861619451484;0;4,06271440119609;0;0;0;0;2,22079180191308
0;0;0;0;0,5;0;1,82389478330682;4,30932631311441;0,5;3,56192579239697
3,32405277310128;0;2,71170566962646;0;0,5;0;0;4,10288956160792;0;0
0;0,774417070101209;0;0;0,664912965225481;0;0;4,37790311331763;0,701548620919487;2,2719971040599
0;0;2,63244317873961;0;0;0;0;0;0;0,623218754363814
0;0;0;0;0,5;4,22702107589087;0;0;0;0
0;0;0;0;0;0,5;0;0;0,5;3,05144309997559
0;0;0;0;1,88021952746446;0;0;0;0;0
0;0;0;3,59941734215218;3,76192661130891;0;1,82935358063753;0;0;0
0;0;0;0;0;0;0;3,68947073569962;0,5;4,36191347211688
0;1,69800007981155;0,5;0;1,73782067640583;0,5;0;0;0;0
0;0;0;3,10583457961019;0;0;0;0;0;0
0;0;0;0;1,3148285150528;0;0;0,972691898687134;0;0
0;4,85362339019775;0;0,643597797091863;0;0;0;0;0;0
0;0;2,21819828996351;0;0,5;0;2,57993092927147;3,3943352039877;0,5;0
0;1,12338545737946;0;2,35186004638672;0;0;0,820925101787283;0;2,3722244030201;0
0;0,5;0;0,176872357726097;0;0;0;0;0;2,42562218495906
4,31718933643642;0,585484161779976;0;0;1,16397226516342;0;0;0;0,728271194839976;2,37165990046768
4,20598521232884;0;0;0;0;0;0;2,12458150280853;0;2,86071281827088
4,218174051595;0;0;0;1,2808804361992;0;0;0;1,86616550938513;0
3,03138606670843;0;0;4,69491941560755;0,5;0;0;0;0;0
2,63317183993439;0;2,31141660749513;0;4,02940541693447;0;0;3,15271889146078;0;4,74399012734368
0;0;1,30425276761141;3,39001876832453;0;4,71307283254018;0;2,72293040190029;0;2,7199694592133
0;0;0;0,867862372364785;1,68167671988796;0;0;1,03005604750014;1,01660362096345;0
0;0;0;0;0;0;0;2,06832328861036;0;3,66403593852373
4,28651205975866;0,5;0,972683727741241;0;0;0;0;0;0;0
0;4,51648842055187;0;3,80174027280963;0;2,73898533952375;0;3,68507771877808;0;2,26303423301458
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0,5;0;4,00979471439952;1,93081130223852;0
0;2,34047698974609;1,91219206941882;0;0;0,5;0;0;0;0
4,54972023169963;0;0;3,10533647011283;0,775309923465974;0;0;0;0;0
0;3,14105997101453;1,9568424471453;0;0;0;1,65467486933557;0;0;0
0;0;0;0;0;1,73593143128601;0;4,24950293602864;0;0
0;4,16806208443272;0;2,07193480481949;0;1,86271093267142;2,80757141113281;0;0;0
0;0;0,5;4,99806609097778;1,42616986596313;0;2,56231559559811;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0,5;0;0;0;4,23899804765312;0;2,31858078963988;0;3,90768424510382
0;0;0,837154865264893;4,1558825909886;0;0,5;0;0;0;4,68720162179656
0;0;0;0;0;1,5;0;0;0;0
0;0;0;3,59159029651973;0;0;0,764250002225977;0;0;0
0;0;3,7076125516126;0;0;0;1,5312378390372;0;1,52058736189296;0
0;0;3,24411336786305;2,90072324401733;2,99029220593641;0;0;0;0;0
0;0;0;0;0;4,13385548076306;0;0;0;0
0,606195330619812;0;0;0;1,23690841055331;0;1,38526349788777;0;2,52130818367004;0
0;0;0;0;0;0,5;1,22248606231179;0;0;0
0;0;0;0;4,66741089088256;0;0;4,15848577868123;0;0
0;0;0;0;0;0,5;2,12379872106193;0;0;0
0;0;0;3,41400655890536;0;4,06579325630599;0;3,56167985944156;0,5;0
0;0;0;2,23426631057368;0;0;3,31939054435091;2,58695819675315;0;0
0;0;1,09911995688412;0;0;0;0,50299539463734;0;0;0
0;0;0;0;0;0;0;0;0;0
0;4,85892596089231;2,31718076966572;0;0;0;0;2,07859921552176;4,26830776979602;0
4,61529027838972;0;1,68361800638196;0;0,5;0;1,5330263583609;0;0;3,13150806498318
0;0,683783353391934;0;0;0;3,33471035957336;0,67861309842142;0;2,07487463951111;0
3,83746643356861;0;0;0;0;0;0;0;0;0
0;0;0;3,52959526308328;0;0;0;0;0;0
2,07833555204716;0;1,9399950552918;3,23767683526393;0;0;1,0540034026159;0;0;0
4,5080828981046;0;0;0;0;0;0;0;0,5;0
0,121406860649586;0;0;0;0;4,20314502716064;1,52867463628234;0;0;2,53264374217607
0;0,5;0;0;0;0;2,08757257884721;3,85276861295699;0;0
3,51343775564499;0;0,5;3,97189340599435;0,601455360232599;4,34222862885437;3,55136425306618;4,74339253396885;0;0
0;0,5;2,80716890064402;0;0;0,5;0;0;0,5;3,34397944824024
2,3313869695791;0;0;0;0;0;0;3,3297595206321;0;3,45633147212506
1,81010319982195;3,41889238357544;0;0;0;0;0;0;0;0,711725348006806
0;4,33549358944199;0;0;4,17098645780747;3,16870201386917;0;0;0;0
4,83389628112032;0;0;0;0;0;1,71758028153217;2,71504706363894;0,5;2,57799312312994
1,01511150878626;0;2,97580480527869;0;0;0,5;0;0;0;1,91682314872742
0;0,518590423287167;0;3,79907859805928;0;0;2,07195396817846;5;0;3,67358933560252
0;0;1,27534282207489;1,41311452114634;3,89321331442018;1,5;0;0;3,15512445762526;0
0;0;1,69803494969291;0;1,989088716446;0,5;1,26136065240081;1,69935949668258;0;0
0;0,5;1,50448036287189;3,2140345886415;0,5;4,49183513433292;0;0;0;0
1,02519536018372;0;0;2,53416012997467;0;0;0;0;0;0
0;0;0;0;0;0,5;0;0;0,5;3,92323564687894
4,77717771882991;0;1,58544241524555;0;0;0;0;0;1,79716493855098;0
0;0;0;0;0,699383235163699;4,23604726988638;0;0;0;0
0;2,82636130523233;0;1,72778509218608;0;3,04102340016562;0;2,67417340128411;0;0
1,64033390983955;0;2,28851103782654;0;0;0;0;0;0;0
2,4002039341257;1,29696757779315;0;0;0;0;0;0;1,87567972944848;0
0;0,5;0;0;0;0;0;0;0;2,70330982501773
3,56501507759094;0;0;2,43155776077488;0;4,35445260273034;0;0;0;3,09414699538338
2,57998153687454;0;0;0;0;1,87672972300869;0;0;4,64608037082762;4,66365883483722
0;0;0;0;0;0,5;0;4,84985198725474;0;4,233987072126
0;3,84323067257331;0;4,84707127876909;0;0;0;0;0;3,91473575724044
0;0,5;0;0;0;0,5;0;0;0;0
0;0;0;0;0;0;0;0;0;4,7704772743259
0;0;0;0;1,91809395044953;2,81759615187421;0;0;2,33432769775391;0
3,29547429084778;0;0;0;0;0;0;1,60540866344488;0;0
1,96799494650587;3,55461174089211;2,15301304038289;0;1,27150905132294;0;0;0,814904817293819;0;0
0;0,898256876924195;0;0;0,978350501963101;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;3,03063268844533;0;0;0;0;0;0
0;0;3,83505981221565;1,2508952553621;0;0,5;0;0;4,98581886383976;0
0;0,459827303886414;2,86050615779148;0;1,52373398003342;4,72420983748706;1,94700803931198;0;0;0
0;0,5;0;4,99887490179337;0,5;0,5;0;0;0;0
0;0;1,31489486634494;0;0;4,7306945467045;2,83744295213252;3,02015293250799;0,5;0
0;0;0;0;3,78076057801059;0;0;0;0;0
2,26357757684941;0;0;3,71716737747192;0;0,5;0;4,98814964293882;0;0
0;0;0;2,65232772224225;0;0;0;0;0;0
0;3,08888394063752;0;0;3,35902093414172;0;1,13464340666991;0;3,80013369573286;0
1,26680585940685;0;0;0;0,5;4,38518874225448;0;0;0;2,70078706308305
0;0;0;0;0;0;0;2,34528103067786;4,23754843894278;0
0;0;0;0;0,5;0;2,0762386857887;3,81070261952034;0;3,79800922088232
0;0,5;1,65540719032288;2,72806687686968;0;0;0;2,49510872200835;0;3,65296308121316
0;3,0898508606897;0;3,53265752481886;0;0;0;0;0;3,11411046981812
2,4635066986084;0;1,51369628706653;0;0;0;0;0;0;0
2,68881656075307;0;0;0;0;0;0;3,87178491562222;0;3,38099814317236
0;1,19629996837876;0;0;0;0;0;0;1,0427443983698;1,70963621139526
4,10271001751661;0,941446667044166;0,5;0;0,504839467818308;0;3,80733035588978;0;0;0
1,64138719143411;0;2,21455947925083;4,66704567226909;0;0;1,47785206254472;0;0;4,23402864264046
3,23242187464257;0;2,63689555513528;0;0,5;0,5;0;3,68577827358887;0,5;4,93367153123658
2,26536734367971;0;0;0;1,57360976216086;3,79275437947025;0;0;1,92615670008872;0
1,18118047714233;0;0;0;4,28473106831532;0,5;0;0;1,44414913654327;0
2,39840851090774;1,73997448512352;0;0;0;0;1,76660799980164;4,93086745074525;1,12348491331725;0
0;0;3,89641924290751;0;0;0;1,89910092735621;1,98442132001949;4,18253440744362;0,858701138691372
0;0;0;4,71420958718015;3,17156570878418;0,5;1,56043159801533;0;3,64202021138837;4,38336060446844
0;0,5;0;0;1,5;0;0;0;0;0
3,61083623329682;0;0,5;0;0;0;0;2,4166551741849;0,86427898116609;0
3,19210417996724;4,71232407107592;0;0;4,21784547121164;3,41864346825455;0;3,82645657743628;0;3,23495251137528
0;0;0;0;0;0;2,91777995364637;0;0;0
0;0;0;0;0;0;0;2,95392830923848;0;0
0;0;0;4,11697835247823;0;0;0;0;0;0
0;3,30006551756527;2,41134264851517;3,57511270166147;0;0;0;4,88139516575327;3,00831505330667;0
0;1,28303155246332;0;0;0;0;0;0;0;0
0;0,5;0;2,4189307049005;0;0;1,38905493560669;0;0;0
0;0;0;3,26937360887852;0,5;0;2,45493189778874;4,33482321786453;0;3,18890410018568
0;0;0;0;0;0;1,45952860240803;0;3,65053745692155;2,76817605074876
0;0;0;0;0;2,23808541020289;0;0;0;0
0;2,10352992387653;0;1,30689764022827;0;0;1,74096858466089;0;0,659210540661221;1,17169112650291
0;0;0;0;0;0;1,62407875061035;1,22069138554888;2,07191654717173;0,726492360339729
0;0;0;0;0;0;2,12785705976554;4,27951288223267;0;2,32831859588623
4,1951419912256;0;0;0;0;0;0;0;0;2,03388386896527
0;0;0;2,64480174828544;0;0;0;0;0;2,93488175931148
0;0;0;0;4,66879285344332;0;0;0;4,60397310629672;4,47361761772708
0;1,05700998639549;2,16690776877427;0;0;3,54528641700745;0;0;0;0,53909371608826
0;0,887470448337249;1,74064947163716;0;0;0,5;0,710948631964134;0;0;0
0;3,85438096749335;1,37996797560713;0;3,66047207017451;0,5;0;3,34454319455872;0;3,09927994576249
0;0;0;0;0;0;0;0;0,5;4,30559581020176
0;0,876457423612688;0,5;3,71783765531976;0;0;0;2,00405582133869;0;2,598864592425
1,26477172610572;3,22884678944426;2,34310399058419;0;2,53745293617249;0;0;0;0;3,5436686149536
2,66929364204407;0;2,35752115694691;1,63294093573137;2,33175640545402;0;1,57282674083152;0;0;0
0;2,67881568110493;3,07729929107116;0;0;0;0;0;0;0
0;0;0;0;0;0;0;2,36624687182077;0;0
0;0;0;0;0;0;0;0;0;3,08297781556983
0;0;0;3,10127735375486;0;0;0;0;0;0
0;0,902235630621312;0,5;0;0,709833250478764;2,78523874282837;0;2,92757081985474;0,614957733598984;3,34689957711236
0;0;0;3,4361005390231;0;0;0;0;0,5;0
0;0;0,511694372637055;3,88346820086402;0;0;0;0;0;2,26914548886434
0;0;0;0;0,5;0;0;0;0,5;0
2,63059223379502;4,88496158732332;3,89535765158728;0;0;0;0;0;4,46320953567662;0
1,19188680881257;0;0,544858336448669;2,18826814284002;0;4,05642103778963;4,99541934020604;0;0;0
0;3,21621134002517;0;4,60798888262733;0;0;1,9145666532752;0;0;0
2,94586986300809;4,70708950874726;0;0,895851544056019;4,76044294226935;0;0;0;0;0
0;0;0,659159941672888;0;1,83524772587011;0,5;0;3,76432518463783;0;0
4,62198772636335;0;2,63036561012268;0,58334160553447;0;0;0,505277693271637;0;0,847857912465864;1,32785100365423
2,03941643146771;0,5;0;4,568729539201;1,5;0,5;0;4,10157492715007;0;0
2,61467276355935;0;0;4,63433791354035;0;1,48965598246532;0;2,69275581775827;0;3,38996616443152
0;1,25946567918149;0;0;1,47431189309541;0;0;0;0;4,21270564115267
0;0,5;0;0;0;0;0;0;0,5;0
0;0;1,97274224039761;0;0;0,5;0;0;0;1,02850925922394
0;0;0;3,50890710414802;0;0;0;2,87498354911804;0;4,76407606050562
0;0;0,5;3,73817681276155;0;4,09691569493009;0;0;0,881552848211281;2,15986893473187
0;0;2,56365133056587;0;0;0;1,18263737842563;0;3,66215340404872;0
3,84049144146987;0,5;0;2,74665762146314;0;0;4,39766788827147;3,10623795590654;0;2,15416074830767
0;0;0;0;0;0;0;0;0;0
0;0;0;0,776220370911164;0;0;0;0;0;0,78015048279434
2,53034674400946;0,5;0;4,47019354229336;0;0;0;4,48889530519438;0;0
0;0;0;0;0,58148584239254;0;0;0;0;0
4,76945643488758;0;0;0;1,49808589275837;0;0;0;0;0
2,72275876194367;0;0;4,88922707405371;0;0;0;0;4,4073081959073;0
3,97925674262422;0;0;0;3,85596258419378;0;1,14208915789709;0;0;3,600434935
3,95509184103231;0;1,34699537481507;2,51163231884671;0;0;0;0;0;3,09414148567903
0;1,80856907940869;0;0;0;0;1,38363553741185;1,29359978357963;0;0
2,61956374189796;0,5;0;3,69325876733906;0;0;0;0;0;0
0;4,02263178537722;2,74641425383576;0;0;0;0;0;0;0
0;0;0;0;0;0;1,32336313385673;4,52053627163197;2,95475649833679;0
0;0;0;0;0;0,5;0;2,33016138585758;0;2,96180386979217
0;0;0;3,77083486587314;0;0,5;0;2,41521215737574;1,55079375163223;0
0;0;1,4297106817503;0;0;0,5;0;3,62505707918902;0;0
0;3,66758272455427;3,38460023020608;0;0;0,5;1,61295743035756;0;0;0
2,06644617582972;0;3,31756078513226;4,29762841542141;0;0;0;4,25848736253497;4,92658781256833;0
0;0;2,27795579995865;0;0;0;0;0;0;0
0;0;3,1464941376571;1,88110931398399;3,79111548270616;0;0;1,92576833368548;4,26193522348159;0
0;0;0;0;0;0;4,19157627001012;3,90933515592913;0;0
2,75432858930637;0;0;0;0;0;0;0;0,5;0
3,73768664884273;0;1,95714291555674;0;0;0;0;4,13712498132937;0;0
0;0;0;0;0;0;1,25867978448918;0;0;0
0;0;1,98823746805463;0;3,94221273620716;0;0;0;0;0
0;4,64340400446365;0;0;0;3,31033260622543;0;3,2664031555254;4,31921744314917;4,05051502774028
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1,12598823016788;0;0
0;3,06847201663464;0;1,36623847198963;3,39586726128863;0,5;1,70572309461689;0;0;0,914238485700562
0;0;0;0;0;0;2,76509772323309;3,91769206007835;0;3,95400782998372
4,16732021382419;0;0;0;0;0;0,77647742409095;3,27722109541168;1,81095993556593;0
2,81237272257561;0;0,973077153541649;2,88602318749112;0;4,67385572459263;4,42138908962784;0;0;0
0;0;0;0;3,90311838681955;0;0;0;0;0
0;0;0;2,14138131455583;0;0;0;0;0;0
3,49718273500781;0;2,68316689863948;0;0;0;0;0;0;0
3,34143526309237;0;0;0;3,91066282331509;0;0;0;0;0
4,73195816005206;0;0;0;0;4,94993613797703;0;2,07741434503226;0;2,42288837508433
0;0,711899860860733;1,5;0;0;0;0;0;0;0
0;0;1,54690126075731;0;3,08486895174015;0,5;0;0;0;0
0;0;1,72139179367637;3,04428886624253;0;0;0;4,29163614348119;0;0
0;0;0;0;0;0;0;0;3,02127970662959;0
0;0;0;0;0;4,61694196454107;0;0;0,5;0
0;0;0;0;0;0;0;3,44158707207143;3,42297542906505;0
4,83088420230471;0,551557063381913;0;0;0;4,8645470584112;0;2,94863175318978;0;0
0;0;0;0;0;0;0;0;0;3,08607221678182
0;0;0;0;0;5;0;0;0;3,80916590327824
0;0;2,53203491146305;0;0,5;0;0;0;0;0
0;0;0;0;0;0,5;0;0;1,73707748797586;4,11268807300957
0;0;2,25961915182863;0;3,61919117747768;0;0;4,60749874525121;3,29685599882941;3,25468475383459
0;1,63191235001754;0;0;0;0;0;1,94797287366724;0;1,64182097774084
0;3,2292835815946;1,52999421606306;0;0;0,5;0;4,97069139218456;3,70246771802309;0
0;0;1,65961936030519;0;0,5;4,88116518449092;0;3,8734339046634;0;0
0;0;0;3,71268262141975;0;4,21724338699935;3,43925876470248;3,35022781013987;0;0
0;0;0;0;0;0;1,64862614853709;0;0;1,01918865089267
0;0;0;3,95407500628106;0,5;0;0;3,42399672811106;0;3,26973602374538
0;0;0;2,7572700526832;2,08022417457785;2,19743376374125;0;0;2,87061047734255;1,30165592641647
0;0;0;0;0;0,5;0,903570530891219;0;1,79316519004906;0
0;0;0;0;0;0;0;4,67393504673333;0;0
0;0,5;0;2,58360215024259;0;4,17591667175293;0;0;0;3,50374707742769
0;0;0;0;0;0;0;0;0,689912830335047;0
1,49316197656708;0;0;0;0;0;1,46683613139523;0;0;0
0;0;0;0;0;0;1,36349835589691;0;0;0
0;0;0;0;3,90006089019592;0;0;0;0;0
4,17000669667963;0;2,36027765274048;0;0;0;0;0;0;0
0;1,5;1,5692946524682;4,458206971855;0,5;0,5;1,88147179637173;3,78036401084641;0;0
0;1,98687234916113;0;0;0;0;0;0;0;0
3,96915534276942;0;0;2,46625318865583;0;0;0;0;0;0
4,65625429153442;0;0;0;0;0;0;0;0;0
0;0;0;2,91630654359064;0,5;4,76145936584168;0;0;0,5;0
0;0;0;0;0;4,97721801650581;3,72481623791382;0;0;0
0;0;0;0;0;0;0;3,66132364080349;0;2,14491438865662
0;4,71627491419961;0;1,44280576705933;4,96314349955094;3,51304648840476;0;0;4,2610317008854;0
4,74364291771485;0;0;0;0,984196168363186;0;0;0;0;4,57342900083094
0;0;0;0;0,683759160425402;0;2,99804502772076;2,9699922972219;0,977589570208262;0
0;0,5;0;0;0;0;0;0;0,5;0
4,87464112829167;1,85895883704487;0;0;0;0;0;0;0;0
3,68665357664537;0;0;0;4,20120678944569;0;0;2,02615896846455;0;4,87469861510894
3,87977925216769;0;0;0;0,5;0,5;2,93551706426568;0;0,5;3,40695858001709
0;0;2,07452744435264;4,08459512381097;0;0;1,63841451268569;0;0;0
3,52374700760643;0,752100941376808;0,5;0;0,666812391098036;0;3,53291058540344;1,70101952552795;0;0
0;0;0;4,18979242033781;0;4,64935402788657;2,62129678699248;3,73234059835427;0;0
4,09127093669552;3,72197997487242;0;0;0;0;0;2,07773918429284;1,13246229041017;0
0;4,58270194455176;0;0;0;1,81875896453857;0;3,60550332069397;0;3,3304465815101
0;3,16798577209375;0;0;0;0;0;1,34779592270395;1,10917143272663;0
0;0;0,742362688408402;0;0;0;0;4,27438742447383;0;0
0;0;0;4,64084059076423;0,5;0,5;0;0;0;0
0;0;0;4,48130148345665;0;0;0;0;1,54638023886195;0
0;0;0;0;0;0;0;0;0;3,40469697462614
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;4,31016719169457;0;0;0,5;3,21249425002024
0;0,5;0;2,06940583887948;0,5;4,73524148330802;0;0;0;0
2,99047875404358;0;0;0;0;0;0,982894966836504;0;0;0
0;0;0;2,22624734147743;0;0;0;3,31647491702646;0;0
3,95666861113006;0;0,958623674911737;0;0;0;2,85033730317389;0;0;2,95164097237943
2,64090046362993;0;1,18416458144047;0;0;0;0;3,58593474774898;0,5;0
0;0;0;0;0;0;0;4,18577749151074;0;0
3,76243877410889;0,653925144185277;0,5;4,64028774324818;0,576720130898394;0;0;0;0,642477176684177;0
3,07937976395682;3,61853157059221;1,63183403323956;0;0;0;1,33257235136469;0;0;0
4,59409526670077;0;0;0;0;0;0;0;0;1,22465405483947
5;0;1,8805193865581;0;1,69456255072475;0;0;0;0;0
2,08013370683423;0,5;0;0;0,5;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0,5;4,56692020248944;0;0,5;0;4,62979175272854;0;0
3,13110792689543;0,5;0;3,70584014556643;0;0,5;0;0;0;0
4,28517532348633;0;0;2,74091362335762;0;0;0;3,35674052096752;0;2,26022977254364
0;0;0;0;4,80609917026297;0;2,11383723798852;0;0;0
0;2,74871373176575;0;0;0;0;1,51415793947603;0;0;3,28635994451417
4,31887759609096;0;0,5;0;0;0;2,20263763340313;0;0;0
0;0;0;4,82252828489175;4,79191735516857;0;0;2,40489506721497;4,08974057998962;0
0;0;2,86607156291887;1,77993049741719;0;0;0,708942429027028;0;0;1,47522498968766
0;1,53577725847055;2,34016398449436;0;0;0;0;0;0,506387176460767;0,535245480265117
0;0;0;0;0;0,5;0;0;0;0
0;0;2,63121677149609;0;0;0,5;0;3,98021940094429;0;4,78954820604508
0;0;0;0;0;0;2,04163158547209;0;0;0
3,76881779393592;0;2,07129528237101;0;0;0;0;0;3,88244920823837;3,25162984721904
3,22705019508817;0;0;3,62605776666946;0;0;0;4,59265300146893;0;0
0;1,99958368064816;0;1,05552399230913;1,60226166090102;0,5;1,41651468277747;0;0,803177941033234;3,10031785727493
0;0;0;4,38945373352126;0;4,14548257419164;0;0;0;0
0;0;0;0;0,5;0;2,10241839527265;0;0,5;0
0;0;0;0;0,904136767100606;2,15882253646851;0;0;0;0
3,69110170551161;0;2,16732690491123;3,73890865814821;0;0,5;2,62856302113671;0;0;0
4,61931114719217;0;0;1,94600615438354;0;0;0;1,82456303402994;0;0
0;4,4185557446529;2,09074655179435;0;0;3,91737161619466;0;0;0;2,29551044073678
4,6788718223939;0,564355674462559;0;0;0;4,11981691472224;3,15133581643521;0;0;3,16648364067078
0;0,5;1,46307279866332;3,7892657247322;0;4,48113451780804;4,36043094068786;0;0;0
0;0;0;0;1,5;0;2,35253392222921;3,53259278439572;0,5;2,37369639909533
0;0;0;0;0,5;0;2,79622854376036;0;0;3,82986588302528
1,95103984742939;4,44329233534787;0;1,56437225666101;0;0,5;0;0;0;0
1,30283081531525;0;0;4,88907634461721;1,19210557788243;0,5;2,71132827583297;0;1,81574648936081;0
0;0;2,48000909224153;3,67207656273249;0;3,35868983127116;1,55270105626094;0;4,33546111981173;3,55242777967473
3,59227138459323;0;0;0;0;0;2,26708215394387;4,88987575931934;0;0
0;0;0;0;0;0;0;0;1,53662295687786;0
0;3,88597729424293;0,887737691402435;0;0;0;0;0;0;0
4,84401302544587;0;0;1,81493821778099;0;0,5;0;0;0,990124213737493;0
4,28115322966182;0;0;0;0;0;0;0;0;0
0;4,88796927634998;2,6710775562893;0;0;0;0;0;0;0
0;4,78628154414998;0;0;0;1,74589690787061;0;4,90377713316296;4,42901387923817;0
0;0;0;4,51430092077437;0;0;0;0;0;0
3,54469369610059;0;0;5;0;0;0;0;0;0
