boy_toy;boy_toy;music_classic;boy_toy;sport_stuff;music_rap;sport_stuff;books;books;hightec;hightec;books;music_pop;movies;music_pop;hightec;makup_beauty;music_rap;makup_beauty;gardening;movies;makup_beauty;gardening;movies;boy_toy;hightec;sport_stuff;music_rap;music_pop;makup_beauty;sport_stuff;music_rock;music_rap;sport_stuff;books;hightec;hightec;books;sport_stuff;books;books;music_pop;music_pop;sport_stuff;hightec;sport_stuff;hightec;movies;hightec;hightec
0,5;0,5;1,10167561243366;0;3,5;3;3,5;3;3;3,95841407775879;3;3;2,92017387688168;2,58187687424099;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;3;3,73743228136442;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;3;1,75;3;3
2,25;2,25;4,15973934771481;2,25;1,34399182668142;1,25;1,25;4,5;4,5;1,75;0;4,5;0,5;2;0,5;1,75;3,5;1,25;3,5;1,75;2;3,31732633398721;2,78186300712724;2;2,25;1,75;1,25;1,64518304362203;0,5;3,23746712982537;1,25;4,5;1,48275456902699;1,25;4,5;1,75;1,75;4,5;1,25;4,89890425880389;4,5;0,5;0,5;1,25;1,75;1,25;1,75;1,642018973195;1,75;1,75
4,5;4,5;1,75;4,5;1,5;2;1,5;3,60138144791191;3;3,82801531107538;3,5;3;1,25;1,2736094870016;1,29934039539627;3,5;2,5;2;2,5;2,25;1,75;2,5;2,25;1,75;4,5;4,26465702162341;1,5;1,51046095160323;1,25;3,12338033557096;1,5;2;2;1,5;3;3,5;3,5;3;1,5;3;3;1,25;1,25;1,5;3,5;1,78055718950022;3,39959149360638;1,75;3,5;3,5
2,25;3,3614401432506;4,5;3,87592853879366;1,25;1,25;0,454186052083969;4,5;4,5;1,75;1,75;4,5;0,5;2;0,5;1,75;3,5;1,25;3,5;1,75;2;3,5;1,75;2;2,25;1,75;0;1,25;0,5;3,5;0;4,5;1,25;1,25;4,5;0,784886972645711;1,75;4,5;1,25;4,5;4,5;0,5;0,5;1,25;1,75;1,25;1,75;2;0,174982577562332;1,75
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;4;4,17586088980355;2;2,5;0,5;4;4,5;2;4;3;4;4;3;4;3;3;2,5;2,5;4;4;4;4;2,25;4;4
4,5;4,5;1,75;4,5;1,5;2;1,5;3;3;2,65816798510876;3,5;3;1,25;1,75;1,25;3,5;2,5;2;2,5;2,25;1,75;2,5;1,18405979577641;1,75;4,5;3,93127560984868;0;2;1,25;2,5;1,5;2;2;1,5;3;3,5;3,5;3;1,5;2,82743106820967;3;1,25;1,25;1,5;3,5;1,5;3,5;1,75;2,80053782463074;3,5
4,5;4,5;1,75;4,5;1,5;2;1,5;3;3;3,5;3,5;3;1,25;1,90007940302607;1,25;2,80015325546265;2,5;2;2,5;2,25;1,75;2,5;2,25;1,75;4,5;3,5;1,80875891438162;2;1,25;2,5;1,28900459235953;2;2;1,5;3;3,5;3,5;3;1,5;3;3;1,25;1,25;1,5;3,5;1,5;3,06396555065362;1,75;3,5;3,5
4,04635486753953;4,5;2,80993952360467;4,03706309107927;1,5;2;1,5;3;3;3,5;3,5;3;0,938136604818579;1,80999589632731;1,25;3,5;2,5;2;2,5;2,25;1,75;2,5;2,25;1,75;4,5;3,5;1,5;2;1,2074419982766;2,5;1,5;2;2;1,5;3;3,5;3,5;3;1,5;2,59451217045752;3,85187430859165;1,25;1,25;1,5;3,5;1,5;3,5;1,36108530213176;3,5;2,13728054805532
0,5;0,5;0,704476493971644;0,5;4;2;4;3;3;3,53701458151313;3,82122689710056;3;2,5;2,25;2,5;4,78764862091637;0,5;2;0,5;0,75;2,25;1,5;0,75;2,25;0,5;4;4;2,8927476573236;2,5;0,5;4;4,5;2,07541385063688;4;3;4;3,91438143836073;2,10820880257907;4;3;2,36566331254582;2,5;2,5;3,54962611198425;4;4;4;2,25;4;4
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;3,88192616653718;0,5;4;4;2;3,58837022380362;0,5;4;4,5;2;4;3;4;4;3,90156172770148;4;3;3;2,5;2,5;4;4;4;4;2,25;1,91218149662018;4
0,5;0,5;0,75;0,5;4,08333919899694;2;4;3;3;4;4,32620340088671;3;2,5;2,28472995758057;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;4;2,90461642523511;4;4;3;4;3;3,98521952982304;3,89802655526345;2,5;4;4;4;4;2,37105774879456;4;4
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3;3;3;2,5;1,49796107550988;3,36011730011558;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;1,97621212898577;4,66078447674438;3,5;3,5;3;3,11900625243737;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3,81640959243123;3,5;3;1,75;3;2,12149255262757
0,5;0,5;1,25;0,5;3,12592128996082;3;3,5;3;3;3;3;3;2,61248158878297;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,9358071232847;3;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,46936602213856;3;1,75;3;3
4;4;0,5;4;3;1,62707925733508;3;2,85534140460908;1,42939844654379;1,25;1,25;2;1,25;1,5;1,25;1,25;0,5;1,25;0,5;0,5;1,46644110114614;0,5;0,5;1,5;4;1,25;3;1,25;1,25;0,5;3;1,25;1,25;3;2;1,25;1,25;2;3;2;1,34220547431251;1,25;1,25;3;1,25;3;1,25;1,29998385128564;1,92741763591766;1,25
3,47960644423943;3,5;2,42711516256775;3,5;2;1,5;2;2,5;2,5;4;4;2,5;2,5;3,5;2,5;4;0,5;1,5;0,5;3,5;3,5;0,5;3,5;3,5;3,5;4;2,47342637994952;1,5;2,5;0,5;2,48576825088159;3;1,5;2;2,5;3,01579158381363;4;2,5;2,191156945746;2,5;2,5;2,5;2,5;2;4;2;3,18742540673699;3,5;4;4
0,5;0,5;0,75;0,5;4;2;4;3,16137349007715;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;4;4;2,6081075668335;2,5;0,5;4;4,5;2,19864402580943;4;3;4;4;3;4;3,38759291795436;3;2,5;2,5;4;4;4;4;2,25;4;4,61972413660014
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,585337223757681;2,25;0,5;0,75;2,25;0,5;4;4,57891988920929;2;2,5;1,5;4;4,5;2;4;3;4;4;3;4;3;3;2,5;2,5;4;3,2259566783905;4;4;2,25;4;4
0,5;0,5;1,25571268785545;0,5;3,5;1,17867318735396;3,48894699499428;3;3;3;3,34824228286743;3;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,2264919240151;3;3;2,5;2,5;3,5;3;3,5;3;1,75;3;3
2,25;2,25;4,5;2,25;1,25;1,25;1,25;4,5;4,5;1,75;1,75;4,5;0,5;2;0,5;1,75;3,5;1,25;3,5;1,75;2;3,5;1,75;2;1,29193674367477;1,75;0,60827097115492;1,25;0,5;3,5;1,25;4,5;1,25;1,25;4,5;1,75;1,75;4,5;0,852443310363425;4,5;4,5;0,5;0,5;1,25;1,75;1,25;0,718547933138231;2,01411682507681;1,75;1,88571055670535
