hightec;sport_stuff;music_rap;hightec;sport_stuff;movies;boy_toy;both_toy;gardening;hightec
0;0;0;3,67615553488776;1,31198027558251;0,964742599504414;4,41116852285861;3,2550976729277;0;4,53501226032852
0;0;2,59828823553319;4,06584568650734;3,64565813292081;2,47795452386046;0;0,5;0,987288143479865;0
1,79173056282649;0;1,73866253799697;1,69200572077744;1,92672530954086;2,70516757932732;0,592630368933375;1,56769275665283;0;1,5932230942851
3,42269147812514;0;0;4,71041942048372;1,48307853726813;2,0153325775244;0;0;0;2,21828447851273
2,38483214378357;2,47514200210571;0,572068095207214;1,43074713900254;3,6660144329071;1,07013189702767;0;3,56922262328175;0;1,90451384657273
4,97044779312352;4,76868465904551;2,36644620325717;4,37094065564263;3,86930611583838;3,2380722277975;0;0,5;1,95656487786051;0
0;1,60062158135726;2,59867987856207;4,03271433107216;0;0;4,47736862743151;3,73267167142251;3,51970813121633;2,19019301058268
3,95987136054778;4,14768749808319;1,18452215194702;3,55212347700825;3,91420610012217;0,991759020365662;0,5;1,43867087364197;0;3,858615035591
1,37406238977521;2,63880851801429;0,655591541973684;1,28895260919302;0;0;4,98015961981386;2,65204059828633;0,5;0,964986802993802
2,08715108134186;2,1629536151886;3,77341391461595;0;0;0,855114089490433;0,5;1,68894768771201;0,5;0
4,22791924710754;3,86618465877426;2,8334439740672;0;3,0216866498914;4,72205588860533;1,37934146420068;0;0,823899897897569;4,64799205383658
4,13226249121701;4,10319422609322;0;0;0;1,43755374636387;0,5;0;0,670080987815783;0
2,58609366416931;4,68056533657041;1,87731883250052;3,08973526306904;0;0;0,5;1,25837135117425;0,84815243857361;0
3,88442540168762;0;0;3,89354139933993;3,32428085306859;1,41471749866135;0,5;0,699167577176899;0,5;3,10392188704755
0;0;0;5;0;2,69107809904547;0,5;0;0,656435458062419;0
4,53777060729348;2,7977783204046;1,58927180924885;3,78555877077652;2,05840332110338;4,02902737074952;3,79477774854506;0;4,96577715173633;3,78989932443476
0;0;0;4,25493158644761;4,86142177035167;4,78046884656906;1,50933643873284;0;0;0
3,51208104589585;4,66167216452848;3,29896270451088;0;3,07278872098438;2,89757904172762;0;0;0,600475160917488;2,29885816574097
0,97652342635045;0;1,71803246076127;0;0;2,06014221141121;0,825660349719999;0;4,72616413688574;1,2569345784173
0;0;0;0;3,57768771870885;2,63155262853557;0,5;0,728977681011417;0,5;2,62466859817505
4,85684604563603;3,08024380825471;1,55377455174633;0;3,4243123104909;3,018009869623;0,5;0,592787616929406;0,660028376458226;0
0;2,86780773935272;0;3,46749362930073;0;0;0;1,09667488657715;0;0
0;1,73994433879852;0,599718928337097;3,21332108192766;1,06210162540064;1,83482026464065;1,19009428689726;1,2157214690073;4,67679787086174;1,20383330024957
4,17609006686885;0;1,53702254990908;4,69922460508497;0;4,35665200341337;0;1,26685542998223;4,00088067445945;4,31496942290802
3,52887621919107;3,93180875616698;2,67403521746119;3,90727383126843;0;1,29146373271942;0,5;2,22899244550103;0;0
0;0;2,69233076166936;3,40631837183904;1,27258444031355;1,45926981114748;4,89485408547095;3,63314269466006;0;4,12499449873576
1,09726968249179;3,54350201578043;1,72004352869468;1,16884028911591;3,0461531873076;0;0,972417240716711;3,78342402250665;0,5;0
0,886411837714916;1,29857080047884;0;0,562850738206343;0,796222058728441;2,87134534952759;1,52723163786681;1,35307879483005;0,705541292766827;0
0;4,78009668820542;1,00266174599652;4,60923335124237;4,98139212000249;3,10396838188171;0;0;0,8200364112854;0
1,82519891989659;2,96308969192351;0;1,19634519596414;0;0;3,63046376809034;2,19895419580813;0,5;1,64266049449456
0;0;2,05826706488536;0;1,85712778568268;0;0,5;0;0,5;2,99570636218214
1,88196943275722;3,64996667469384;0;1,96571095216354;3,53902817309789;1,0099660889292;0;2,62796544592267;0,5;0,657560781416279
4,00189268216579;0;0;4,19065345087585;4,74966591119285;0;0;0,5;0,974526755499899;4,15589036660077
2,97528749563512;3,1401093481761;0;2,57722696968225;3,74576314107783;1,06447079315058;0,5;1,72173572947352;0;0
4,64748909866786;2,91590547561646;0;4,25080028886478;2,10108828544617;1,11201085644402;0;0;0;0
3,91070674867868;0;1,51730381442108;0;0;1,62106498103638;0;2,8707123984912;0,87285621504898;4,20077634565568
4,84947565656597;4,27926048323478;2,66340685713264;3,13058649288983;3,29716528500298;3,30841648010929;0,5;1,41525345268438;0,613287642650906;4,00939414324676
0;4,52624567296647;1,59106690743522;0;4,5722393989563;0,947864802297142;0;0;0;4,96074519863387
4,836016906349;3,5612653505808;2,41817251472649;4,06225242468633;3,65663555108785;0;1,01974279201578;0,5;1,93936345164634;4,67665054540925
0;0;1,50783198723003;4,85421180725098;0;0;0,5;1,56261764492961;0;4,88291501998901
4,7078185108061;2,81802859614511;0;0;1,49957895860988;2,75823640905238;1,8704936504364;0;2,0145260407657;0
2,97439382596612;4,51983141690485;0;3,10503850509647;3,54609748280891;2,03618326412336;0,857457533645191;0,5;0;4,2401333275438
3,55485185261576;1,93583121659971;1,86138109344122;2,0839444878902;1,58917797477412;1,34088975137141;0;3,7863438286755;2,98168849175875;0
0;3,40967812408213;1,80895935967982;0;3,52657978494027;0,584688186645508;0;0;0,5;2,8875383655017
1,35508453513267;0,231848865747452;0;1,41331641604813;2,26078375720456;1,46310196000296;1,07278556426651;0;0;1,01875867462659
4,33864890660096;3,43011504711123;0;5;3,28358336737546;3,41141011864478;1,23634020389819;0;1,72628048957618;4,42881936320514
3,14589849214344;0;1,00168510153968;4,5990957601923;1,10141758625462;1,93864620893199;4,04716621015555;4,18674421310425;0,883246193818397;0
5;4,98845220636039;2,07776363709837;0;0;4,58079697637856;1,43117757813594;0,5;0;0
0;0;1,94463084775239;2,82121899366436;1,0486440325848;1,44585840890457;2,25322105700766;2,49528163554858;0;0
0,374807327985764;2,26331985195322;0;0,997607123571265;3,01221336937147;1,37811045878479;1,16464782001667;3,22552174666222;0,5;0,628140232119775
0;0,785642219374721;1,06982351214151;2,88477825647443;0;0;0;0;0;1,51587395114632
1,75697864627325;0;0,829950980297267;1,45203954724224;0;1,11619312368156;1,16425797350903;0;0,5;0,561938556172856
4,65516455921119;3,59091925369153;1,39556771069559;0;4,25469837582423;1,23451881377703;0,5;0,68582163270834;0;4,12032822199181
2,79751958618756;0,796693384647369;1,08857756088887;1,68731691627173;1,55407273769379;0;1,55891988941418;1,97824321616359;0;2,89014000184375
3,11854113550789;4,79582893652647;1,17786777679709;4,39064160892304;4,63495495525885;2,22893651282831;0;0,734807153574567;0,872337324951001;0
4,64282102121172;0;0;3,36542223597198;4,32661281401599;2,22159164455793;0,5;0;0;4,29598624692112
0;1,80476375567017;1,12030799296699;3,54643849239053;0;2,06166347538198;1,94108112921989;0;4,85747134632313;1,44461026785179
4,04009136699144;1,5454195819541;2,85826808393852;3,56627417940939;1,34533475495192;0,638612336078012;4,01281599235386;3,60271387435622;0,871623196113679;3,38868324430132
3,27746812732772;4,46701641262836;1,64998283174354;0;4,41386944866454;0;0,5;0;0,812846240966044;4,30642739930489
2,20254437076046;3,20992927309588;4,64206342568717;0;3,37246578204095;2,75986411551007;0,5;1,95056655185789;0;0
3,15864693497245;0;1,51602989692056;3,10028565214029;1,79923779740894;3,07938408851624;0;1,99320331727769;0;2,10273690340237
0;0;1,6804974105584;0,657186074721248;1,4957033644876;2,80506992340088;0;1,78134441412117;4,23391077445536;0,879947970798215
2,42834324176812;1,48365478612653;1,29620027602473;0;1,10951347281668;0;2,08820026511708;1,58414206308506;0;2,04082345962524
4,56524238901457;1,93901496796823;1,72211657870659;4,58663756381098;1,29894822756711;2,81871843338013;3,30856978116025;2,5602785402724;4,39640506375414;3,81114813257528
4,33236122131348;3,56252891969053;2,15920139437504;3,14438110689837;3,15182502574838;1,06559932231903;0,5;0;0,987664622714587;0
2,30735430461697;1,20287492228806;0;3,11729190597185;1,48502653161298;0,799216369306304;3,63852095603943;2,91185098649554;3,94806415818076;4,57878587934132
