music_pop;gardening;music_pop;gardening;sport_stuff;music_pop;makup_beauty;both_toy;hightec;music_pop
2,5;0,5;3,9367444198284;0,5;3,5;2,5;4,5;1,25;3;1,8737411889591
0,5;4,5;0,5;4,5;1,4567057823095;0,5;0,5;1,60642391634473;2,25;0,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,89744285838559;3,09339733845247;3,06848063975036
2,25273357157257;0,714325826482068;3;1,41383872945506;4;3;0,5;0,5;4,5;3
2,5;0,75;2,5;0,75;3,50854728115189;3,34043806946857;0,5;1,75;4;2,5
3,10880318894461;0,5;2,5;1,5;3,5;2,5;4,39522153669746;1,25;2,40460332222497;2,5
2,5;3,5;2,5;3,5;2;1,11659043893059;0,5;2;4;3,97175441541325
3;0,707376306041785;3,9345307852768;1,25;4;2,73237967432122;0,5;0,5;4,84582073653388;3,7262907492585
1,19185946983837;3,5;2,75026768154943;2,93856883139283;2,84529173366972;1,11464005946863;0,5;1,12572268123074;5;2,5
0,5;0,543663794660784;0,5;2,97537594520272;1,07576424818289;0,5;3,5;3,10553135681224;2,45442486528979;0,5
1,02850515303598;2,25;1,25;2,25;1,5;1,25;1,70567236268226;3;2,87297895265416;1,25
1,25;2,25;0,664264900686343;2,25;1,5;1,25;2,5;3;3,5;1,61303815437157
2,51529364358415;0,75;2;0,75;3,89997589536941;2;4,43602114796453;0,5;3,10027170181274;2
2,5;0,75;2,5;0,980360348466952;4;1,6887933750119;0,5;1,75;3,63642334222627;2,5
0,5;0,848706387611435;0;0,889134510368637;0,950593993976057;0,5;3,5;2,57757539980932;1,75;1,5
2,5;1,85546267032623;3,77777265327879;0,75;4;2,5;0,5;1,75;4,57423009424202;2,5
0,5;0,5;0,5;0,5;3,46796311133912;0,5;3,5;2,01392846834563;1,25;0,5
1,25;2,25;1,25;3,93388517453982;1,5;1,70310014006826;2,69359506512694;3;3,5;1,04735613290563
1,40079461406022;2,25;1,25;1,09909474109257;1,5;1,25;2,5;3,08657859316402;3,5;1,25
2,88073393929784;0,5;2,5;0,5;3,5;2,5;4,5;1,25;2,01671135519478;2,5
3,28355485819446;1,25;3;1,7149101857631;3,47228022127984;2,20087384162511;0,5;0,5;4,5;3
2,5;0,75;2,5;0,75;4;1,25182737561494;0,5;1,75;4;2,5
2,5;3,5;2,5;4,06396584914251;2;2,18096778829627;0,5;2;4,64894239681258;2,5
0,726262687577988;0,5;1,25;0,5;2,31092707454736;1,25;0,5;2,79580503552957;1,3345880039663;1,25
2,5;0,75;2,72143245102904;0,75;4,43755684394276;2,94181640490043;0,5;1,75;4,48930006264211;2,5
0,5;1,75;0,5;1,75;1,5275486763695;0,5;3,5;2,25;1,75;0,5
1,25;0,5;1,25;0,5;3,70054486659381;1,25;0,5;2,58215894390929;1,71761295698472;0,726717044704928
2,5;0,5;3,55928358228844;0,5;3,38242200500445;2,5;4,5;1,25;3;3,66820699380162
1,55159484108519;0,5;2,5;0,5;3,5;2,5;4,52023485885944;1,25;2,18189708617604;1,38273533870593
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;3;1,74481216666513
2,5;0;3,77771865007361;0,5;3,5;2,5;4,27002290602309;1,25;3,83046060699525;2,5
1,3242541546115;3,41294074473574;1,33260610226197;2,25;1,5;1,25;2,5;3;3,5;1,25
0,5;1,75;0,5;1,75;1,74489159404528;0,5;2,99912125617225;3,71174822431605;1,75;0,5
3,64615067497182;3,5;3,27580356284781;4,04732940022244;1,58659412366645;2,5;0,5;2;4,88794127473977;3,42500333647477
2,84807796163861;1,25;3,41514705839341;1,25;4,96038088014367;2,92963769609557;0,5;0,5;4,5;2,27445418214167
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;2,96686853420309;3,03455090664073
2,5;0,5;3,21026361650334;0,5;3,5;3,72297527814422;4,43118062216378;1,25;3;1,51403688383942
0,5;0,5;0,5;0,5;2,36698997876001;0,5;2,67457726908595;3;1,25;0,5
2;0,75;2;0,75;4;2;4,08236409448197;0,5;3,5;2
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,25;2,25;0,5
2,5;0,5;3,99708472797511;0,5;3,5;3,16102806439671;4,5;1,25;2,46047820917353;2,5
2;0,75;2;0,925451461656695;4;2,08819650816181;4,5;0,5;3,5;2
0,5;4,5;0,5;4,5;1,15509120102743;0,5;0,5;1,25;1,06429802699215;0,5
2,03814376659605;0,5;3,16938853263855;0,5;3,29728036480829;2,5;4,76246596023555;1,25;3,49758033989816;2,5
1,25;0,5;1,25;0,5;3,39439600025974;1,25;0,5;3;1,25;1,9215261302523
2,5;2,53047320364531;2,5;3,5;2;2,5;0,5;2;4;2,5
1,25;2,25;1,25;1,87771172629563;1,5;1,25;2,5;2,58742455327298;3,5;1,25
3;1,25;3;1,47288405800838;4,64817135205873;3;0,5;0,5;4,5;3
0,5;1,75;0,5;1,75;1,25;0,5;4,53144999757942;2,25;2,55720999373924;0,5
3,04416874518812;0,5;1,19371827281719;0,5;3,5;2,5;4,5;1,25;3;2,5
2,5;0,5;2,5;0,5;3,5;2,70595826334597;4,65832614370544;1,64766077122076;3,25385202339564;2,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;0,917608577254046;2,86084505862596;3,5915059762036
1,4801945465059;2,25;1,25;2,63245825592077;1,59140585064488;1,25;2,5;3,98170521016312;3,5;1,25
0,592776784949366;0,687763571739197;1,03492888856443;2,25;1,09409639802486;1,25;0;3,43874656010361;3,5;1,2081798858513
0,717757068210168;0,5;1,25;0,5;3;1,25;0,5;2,33663071148872;0,79111906876374;1,25
0,632544941796244;2,25;1,25;2,25;1,53514371697565;0,844928948834971;2,6289064770699;3,96810668053483;3,5;1,25
0,5;1,75;0,5;2,10773697616893;1,25;0,5;2,79493977539006;0;1,75;0,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,62554690224377;3,42013192176819;2,5
2;0,75;2;0,691507572863022;4;2;4,5;0,5;3,5;2,65065011645232
2,3591338923942;0,5;2,5;0,5;3,82725427710789;2,5;4,5;1,25;3;3,92333308976299
1,24993117863775;2,25;1,25;1,92364107418044;1,90373272490861;1,25;2,5;3;3,5;1,25
2,66328539078277;0,5;2,5;0,5;3,42183625857431;1,24597081134374;4,5;1,25;3,24765277898295;3,8592715351187
2,5;0,844460815817332;2,5;0,75;3,85324485546595;2,5;0,5;1,55003974915018;4;1,50715865916906
2,5;0,75;2,5;0,75;4,68172395587048;3,87405877554513;0,5;0,920970701575731;4,16695561407458;2,5
3,98564149252402;0,5;1,59028843165854;0,5;3,5;2,5;4,12855367089089;1,25;2,72831461891919;2,5
0,5;4,5;0,5;4,31031225170489;1,5;0,5;0,5;1,25;3,76010823681024;0,5
2,28819833476478;0,835825400350534;2;0,642905341760677;4;2;4,5;0,5;3,5;2
1,37430432037185;0,952350047860458;2,29821166223763;0,542425471377757;4;2,5;0,5;1,75;3,05888201857865;2,5
1,20532911839212;0,5;2,5;0,5;3,25537539518223;2,5;4,26181009191173;1,25;3,49937057937466;0,947649955749512
2,78009820812386;0,75;2;0,75;4;2;4,5;0,5;3,5;2
0,5;1,48224539006233;0,5;1,75;0,517829338329765;0,5;4,97934138308249;2,25;1,75;0,5
2,5;3,5;2,5;1,3710663318634;2;2,5;0,5;2;4,13687717874389;2,5
2,5;0,5;2,5;0,5;3,5;1,18963381889725;4,5;1,25;2,34653013588233;2,5
1,25;2,25;1,40134799708675;2,62651802861435;1,5;1,25;3,02423896967631;3;2,73077016683797;1,25
2,5;0,75;2,5;0,68354144770817;3,79262627977534;4,27445363998413;0,5;1,75;4;2,5
1,25;2,25;1,25;3,18511153859324;1,51490897290172;1,04496034260139;4,96703767776489;3;3,5;1,37715920125002
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;2,33784379639562;3,00604005577324
2,5;3,5;2,5;4,55652176754387;2;2,5;0,5;1,21610316457977;4;2,5
0,5;4,35377079358034;0,5;4,5;1,5;0,5;0,5;1,25;2,25;0,5
1,71763074897119;2,83922084483282;1,30778271393282;2,25;1,5;1,25;2,94435808851587;2,55525683264959;3,5;1,62793000304509
2,58082180497275;0,5;2,5;0,5;3,91668132968092;2,5;4,07612091678945;1,25;3;1,65480049543772
1,25;3,96749971572659;1,25;3,79636460300366;1,5;1,25;3,57134338075823;3;3,5;1,25
2,5;0,75;2,5;0,75;4;2,35500484674936;0,5;1,75;4;2,5
0,5;1,32519476107564;0,5;1,75;1,25;0,5;3,5;2,25;1,75;0,5
2,12671816634327;0,5;2,5;0,5;3,5;2,5;4,5;1,8677963483463;3;2,5
1,99342353036321;0,5;2,5;0,5;3,5;2,5;4,5;0;3;2,5
1,25;1,10741250105547;1,73854401159964;3,44356130363585;1,07206628894064;1,25;2,5;3;2,1663581692457;1,25
0,5;2,06047783748269;0,5;1,75;1,25;0,5;3,5;2,25;1,75;0,5
1,18230453793998;0,734376386615623;1,72063427265763;0,75;4,02325873962755;1,40832932312429;4,5;0,5;2,66603500473594;1,16616489839096
2,5;0,5;2,11746325163053;0,5;3,5;2,5;4,51636392600665;1,25;3;2,5
1,25;0,5;1,09297209144243;0,5;3;1,25;0,5;3,18219372964566;1,97647941367537;1,25
2,5;0,994280099868774;2,18393016801399;0,75;4;2,5;0,5;2,72775663818594;3,6019898423003;1,60700452681957
2,5;0,954068934989194;3,01877343515808;0,75;4;1,43540912095244;0,5;1,75;4;2,5
0,5;1,75;0,5;1,75;1,70525418371207;0,5;3,5;2,25;1,75;0,5
2;0,75;1,75906551757784;0,986598944518063;4,94247857571695;1,69624271928158;4,5;0,5;3,5;2
2,8943554874949;0,5;2,5;0,5;3,07714043747501;2,83585238495648;3,288907289505;1,5464245749388;3;3,34177920051933
2,5;0,75;2,86891236289819;0,75;4,11236182465794;2,5;0,5;1,75;4;2,45103350209586
2,59244360336682;1,25;3;1,35887332999095;3,97642814320346;2,43634378744119;0,5;0,5;4,5;3
1,25;2,25;0,58365482398479;2,25;1,43880278265048;1,25;2,5;3,71783992541853;3,5;1,11898075072979
2;0,75;1,15147718607982;0,554923001935204;4;1,69216253826961;4,5;0,5;3,5;2
1,22645448834005;0,86839734826628;1,25;1,75738175853965;1,05041395269819;1,25;2,34768257539146;2,07456965934232;3,5;1,25
2,5;0,5;3,79745831284554;0,5;3,5;2,5;4,26486226090456;1,25;3,25833368301392;2,5
3,02716310696079;0,653061048664647;2,5;0,75;4;2,5;0,5;1,75;4;2,5
0,5;1,75;0,5;1,75;1,30448710187547;0,5;3,5;1,48315745079106;1,75;0,5
0,5;1,75;0,5;1,75;0,897140135242203;0,5;3,5;3,96555797102189;0,671482233643291;0,5
2,5;3,5;1,41818890320984;3,5;2;2,5;0,5;2,78209876724617;3,20872112000767;2,5
2,04794980541242;0,75;2,5;0,75;4;2,5;0,5;1,36865730158456;4;2,5
1,19263625144958;0,75;2,00921434769836;0,75;4;2;4,5;0,5;3,5;2
2,5;0,75;2,5;0,75;4;2,5;0,5;1,75;4,54454039761077;2,03276373168117
1,25;2,56193392982796;0,918918915986511;2,25;1,89270843560468;1,25;1,30546384318986;3,69713882063382;2,63990671124305;1,25
3,70592708639145;0,75;2,5;0,560017195325353;4,27036738734244;2,5;0,5;2,71367913401391;4;2,5
0,5;1,84385128800937;0,5;1,75;1,25;0,5;3,50732164201668;2,25;1,58734667301178;0,5
1,14968035004552;0,5;2,5;0,5;3,5;2,5;3,96309781074524;1,25;3,38959615462906;2,5
0,5;0,5;0,5;0,5;3;0,5;3,5;3;1,25;0,5
1,00132333207937;0,75;2,2424039324943;0,75;3,35687044558901;2,5;0,5;1,75;3,68028116164742;2,5
1,6493855049598;2,25;1,25;2,20173328216268;1,5;1,25;1,34592582254947;3,30499127474846;3,97187543938489;1,39607611247156
2,04445439951702;0,663725228590763;2,5;0,74664612195764;4;3,82222400783665;0,5;1,75;4;2,5
1,25;2,25;1,25;2,08890279666004;1,5;0,912684841273671;1,68093054074837;3;3,38566399616453;1,25
0,5;1,75;0,5;0,689935577888943;2,06070780754089;0,5;3,5;2,25;1,75;0,5
2,5;0,75;3,62043468869311;0,75;3,436338032799;2,1840765705258;0,5;1,75;3,71684856746199;1,01529098023441
1,61332688928271;2,25;0,70808418640312;2,25;1,68057020086822;1,25;2,5;3;3,5;1,25
1,25;2,25;1,25;2,25;1,8482042103299;0,988182983821343;2,5;3;3,5;1,25
0;0,918062248229078;2,5;0,75;4;2,5;0,5;1,75;4;2,5
1,96218089012531;0,75;1,48366988146848;0,75;3,20718686106018;2,5;0,5;2,7338478650124;4;2,65314375732706
0,5;4,5;0,5;4,5;0;0,5;0,5;1,25;3,64322052856126;0,5
1,62120981589947;0,75;2,53617825616904;0,782765978846124;3,01866940689211;2,5;0,5;1,75;4;2,5
2;0,75;2;0,527149881016067;4,99258751049293;2,68479919433594;4,5;0,5;4,75032179465067;2,81848897217703
1,25;2,25;1,4883412569707;3,87802657619027;1,65909341241191;1,27634614090265;1,02537155151367;3,77139447898203;2,78700531217596;0,882507248261248
0,5;4,5;0,5;4,57289977910598;1,69507009056167;0,5;0,5;1,25;2,25;0,5
1,25;2,25;1,07470409878283;2,25;1,5;1,25;3,85375331195712;2,12175311060704;3,5;1,87184797454246
2,68017395617448;0,717778706326046;1,61094861738894;0,75;4;2,5;0,5;1,6500905715628;4;1,53194977786948
1,8341936750031;2,25;0,636184841923502;1,74445910926185;1,5;1,25;3,09108723052362;3;3,5;1,25
2,5;0,75;2,5;0,544536497464653;4;1,01158966171164;0,5;1,75;4;1,59553635520653
2,99974733637634;0,5;2,5;0,5;3,62405518331754;2,00926239928662;4,5;1,25;2,50362727441994;2,5
2,5;0,5;2,78497168039203;0,5;3,5;3,6059323687134;4,54893061544231;1,25;3;3,65850428289664
2,5;0,715343344591252;3,00324674323352;0,863717253256457;3,68889937116248;2,5;0,5;2,49521262873673;4;3,76934088616136
2,5;0,703409590853103;2,29381002452868;0,75;4,78602922790965;2,5;0,5;0,686780615563868;4,7311422963306;3,91611079076124
1,1056566038661;0,708688827561535;3,15197386134042;0,75;4;2,5;0,5;1,75;4;2,39069989108979
1,17715260743962;2,25;1,25;3,031804818442;1,5;1,44230637719962;3,57476104031073;2,63382824539851;3,9307650569504;1,25
1,23109194647106;0,75;2;0,75;3,02493822110115;2;4,5;0,5;2,38530398830087;2,66759840756077
2,5;0,5;2,5;0,5;3,5;3,9961054031719;4,02288014675625;1,25;3;3,93969302388825
1,25;2,36453581175978;1,59566688006542;2,25;1,65349681053939;1,25;3,84875050738861;3;3,5;1,56553742432293
3;1,41938588135847;3;1,25;3,3684233745413;3;0,5;0,5;4,5;3
2;0,68706554485814;1,01252342761146;0,51442490588614;4;1,08295290082831;4,5;0,5;4,75940179022001;2,17246976828783
0,754938576023531;0,5;1,25;0,5;3;1,25;0,5;3,77545831062619;1,98704153368577;0,606369587409482
1,42918364234696;1,69564591380565;1,25;2,25;1,5;1,25;2,5;2,3838809851482;2,61290462390189;1,52935280209843
0,5;4,5;0,5;4,03443274974564;1,5;0,5;0,5;1,66194944906139;0,666651167053101;0,5
1,68777451696236;0,5;2,5;0,5;3,5;2,5;4,02368043271065;1,25;3;2,5
2,5;0,75;2,5;0,75;4;2,5;0,5;2,46181467942047;4;2,5
0,5;1,75;0,5;1,75;1,25;0,5;3,5;2,25;1,75;0,5
1,7379747297326;0,5;2,5;0,5;3,30968114329021;2,5;4,5;1,25;3;2,71449337653559
2,5;0,5;2,5;0,5;3,20400862032734;1,7463903463196;4,20686907563678;1,25;3;2,5
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,25;1,03287153622735;0,5
3;1,25;3;0,646946037023769;4,84872109622169;3,5103327210575;0,5;0,5;4,56706964623512;3
2,5;0,75;1,94854671319413;0;3,20203414103111;2,5;0,5;1,75;4,71799654407333;3,94455563553821
1,25;3,05110408763918;1,25;2,25;1,25166017015076;1,76631885802668;2,5;3,06768758365311;3,5;0,529291570186615
3,99056669743292;0,5;2,21831402844671;0,5;3,5;1,04321981409715;4,5;1,25;2,88475229352934;2,5
2,5;3,5;2,5;3,5;1,18043712814359;1,24816250801086;0,5;2;4;2,99904505442783
2,5;0,75;2,5;0,75;4;2,66981438206034;0,5;2,41866871990201;4;2,90001848847606
1,15338875663159;2,25;1,25;2,25;1,58917295587676;1,25;2,5;3;3,5;1,89631196642123
2,5;0,615725237231574;1,69263628483407;0,75;4,31097978042019;2,15451787139965;0,5;1,07688961763721;3,30398749667406;2,5
2,5;0,5;2,5;0,5;3,5;3,50977853103996;3,40889644622803;1,25;3;2,5
2,80982923545401;0,5;3,78505396506984;0,5;3,5;2,5;4,70011879722593;1,05163765095716;2,06416688117393;2,07518765194117
0,5;1,75;0,5;1,75;1,53906321525574;0,5;3,5;3,83081481365059;1,75;0,5
3;1,93871772728801;3;1,12504815409195;4;3;0,5;0,5;4,38880903664455;3
3;0,895575030658196;3,45928518635188;0,632383641848519;4;3;0,5;0,5;4,5;3,21629860215648
1,25;2,00867004041032;1,02349152254103;2,25;1,5328577615008;1,25;2,5;2,6034315967017;3,5;1,25
2;0,75;1,44419396037431;0,668138352068205;4;2;4,0931919790307;0,5;3,5;1,59071104628533
0,5;1,75;0,5;1,75;1,25;0,5;2,22371719788002;2,25;1,75;0,5
0,5;0,5;0,5;0,5;3,25018531142277;0,5;3,5;2,87917691230736;1,15949867370515;0,5
1,01908082562456;0,5;2,90753639066011;0,5;3,90666023870309;2,5;4,5;1,25;3,14311385154724;2,5
1,99354063858909;2,95692364450401;0,920589861655883;2,25;1,01958163362908;1,25;2,52258627373846;2,45589760246496;3,5;0,930018008654014
0,5;0,5;0,5;0,5;2,25934528385259;0,5;3,5;3,97450879587536;1,92334010471745;0,5
2;0,75;2;0,75;4;2;4,5;0,5;3,5;1,43864691257477
0,694022484912548;2,25;1,25;1,97704871510018;1,5;1,25;1,75931204332007;3;3,55990937424819;1,39967438108273
1,25;0,5;1,25;0,5;1,72845423221588;1,25;0,5;3;1,38790064858641;1,04365379179067
3;1,7252289379133;3;1,25;4;2,84692186342875;0,5;0,5;4,28856652290028;2,31596022765895
0,5;4,5;0,5;4,5;1,31229694109051;0,5;0,5;1,25;2,25;0,5
1,25;2,25;1,595847151054;2,04268162559843;1,5;0;2,5;2,37778257689336;3,5;1,99520867853202
0,5;4,5;0,5;4,19295186791241;1,3232255882226;0,5;0,5;1,51012312784331;2,25;0,5
2,5;0,5;3,86226624663093;0,5;3,5;3,12553581461568;4,5;1,25;3;2,7238961522113
2,87184406531595;0,636679928347785;2;0;4;2;4,5;0,5;3,5;1,85252778644326
2;0,75;2;0,75;4;2;4,17654154830451;0,5;3,5;2
2,5;0,5;2,14896752599113;0,5;3,5;2,5;4,16859938491536;1,25;3;2,5
2,5;0,831293335804387;2,5;0,75;4,36138314724033;1,30046831830427;0,5;1,75;4;2,5
2,64621968923426;3,61305807792258;3,01237321785296;3,5;2,83858165975594;1,18541639865628;0,5;1,91418055021864;4;2,5
2,5;3,5;2,5;3,5;2,88798477122932;2,5;0,5;2;3,24980129126916;3,24405129870588
2,5;3,5;1,52356488654556;3,5;2;2,38715019001958;0,5;2;4,77698597208456;2,5
2,5;0,75;2,5;0,75;4;2,81590632200982;0,5;1,75;3,29002561433708;1,38373065618041
2,5;3,5;2,5;2,77806105174965;2;2,98997360560576;0,5;2;4;1,28531062150621
0,741277157208546;2,25;1,25;2,25;1,5;1,15879774264004;2,07668494343603;3,6882882917711;3,5;1,4598013195022
2,5;0,75;2,5;0,75;4,26242214220689;2,20105051817421;0,5;1,75;4;3,90117634176331
3;0,985973227064113;3,35693566005534;1,25;4;3;0,5;0,5;4,5;3
2,5;4,06236740623711;1,42815990067467;3,5;2;2,5;0,5;2;4;2,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,39963571047393;3;2,5
2,5;0,5;4,32212543487549;0,5;3,5;1,11171832918735;4,06788490529539;1,25;3;2,5
