makup_beauty;makup_beauty;hightec;gardening;movies;hightec;movies;movies;music_rock;sport_stuff;hightec;sport_stuff;books;both_toy;gardening;movies;hightec;music_pop;hightec;hightec;gardening;music_rock;sport_stuff;sport_stuff;hightec;makup_beauty;sport_stuff;hightec;boy_toy;sport_stuff;books;movies;hightec;sport_stuff;movies;both_toy;music_rock;hightec;hightec;music_rap;gardening;gardening;movies;music_rock;girl_toy;boy_toy;music_rock;books;hightec;hightec;makup_beauty;gardening;movies;music_rap;music_pop;music_rock;gardening;sport_stuff;music_rock;hightec;makup_beauty;hightec;both_toy;music_classic;hightec;movies;movies;music_pop;sport_stuff;sport_stuff;sport_stuff;boy_toy;sport_stuff;both_toy;hightec;girl_toy;girl_toy;music_pop;makup_beauty;music_rap;music_rock;hightec;gardening;music_pop;boy_toy;movies;girl_toy;boy_toy;music_rock;sport_stuff;books;music_rap;books;girl_toy;makup_beauty;movies;sport_stuff;makup_beauty;makup_beauty;makup_beauty
0,5;0,5;4,44988547984971;4,24547956802206;3,55620008593248;4,15406465530396;3,5;3,5;3,28553478852172;2,22470569610596;4;1,98213441529411;2,5;2;3,7002546787262;3,65274732683448;4;1,92305249111869;4;4;3,5;3,58075465801207;1,13646819821394;2;3,37444462178948;0,5;1,97672375616465;4,24951702787053;3,7724556260614;1,16801888224111;2,5;2,23963604832051;4;2;4,63107016292916;2;3,05436532434745;4;4;1,5;3,5;3,5;2,89888185118273;2,49889362906054;3,35481340501216;3,58806309224482;3,62707658094684;2,5;3,93856619062767;4,70427816068021;0,5;2,12647503573749;3,5;1,45741776398263;1,99119641957395;2,69631126276046;2,84142422761834;2,78726656073111;3;4,26546216163107;0,5;3,44354902787299;2;2,68722128868103;4,51449118997645;3,5;2,11936860397429;1,47950153307966;2;1,75834500789642;1,74373853206635;3,5;1,410433930536;2,72575916709647;3,38488890248578;3,5;3,5;2,5;0,5;2,08244609832764;3;4;3,41869170936695;2,5;3,87624582549382;4,44428886773265;3,02159927507006;3,20628180317873;2,41857100949556;2;2,877601724061;1,5;3,37725758552551;3,5;0;4,08578230584309;2;0,5;0,5;0,5
2,5;1,95276701450348;3,5;1,89128557936814;1,75;3,5;2,37916302791758;1,75;2,80696780225587;1,5;3,5;2,89997005462646;3,94657469072685;2,30709589566435;2,25;1,75;3,5;1,50761413085629;4,56770945692794;3,5;2,25;2,96646135205704;1,28291433178024;1,5;3,5;1,76165412867519;1,5;3,25821373018353;4,19253521654407;1,5;3;1,10990554425395;4,2275385736616;1,57315917898582;1,75;3;2;2,28043323256096;2,55169105555475;2;2,25;2,51898362372023;2,65467773594646;1,97126359817165;4,5;4,40009270394225;2;2,67110799284238;4,43355281065849;4,21769437623103;1,61891188221933;1,76788789651724;0,548268675804138;1,73029202256831;0,980746805667877;1,72199407253507;1,59719965285491;1,46538407516916;2;3,5;2,5;2,44460427968046;3;1,14902784449469;4,09228127034953;2,53158330965395;1,83832502365112;1,25;0,560226917266846;1,41517406395412;1,5;4,5;1,74533315456721;3,99229483306049;3,5;4,11656127922077;4,5;0,950130043062442;2,5;0,190219596028328;2;3,53647414014511;2,2204693689572;0,986573470517329;4,15914224561264;1,75;4,5;4,5;2,27646553389563;1,37746277236262;3;2;3,12526955228544;4,81543316217858;2,38382337073974;1,09465084136215;1,5;2,5;1,62164767953644;3,51022708439744
0,5;0,5;1,71448405795474;4,46587885146303;2,25;2,25;3,0983847489573;2,25;4,32070880258489;1,13054271700352;3,90676620528417;1,64767055197045;4,72133338624674;1,78617396475103;4,95928605597433;2,25;2,25;0,5;2,25;2,25;4,5;4,88012704154482;1,55972638146939;1,5;1,54660005357424;0,5;1,61777840769746;3,94763708114624;1,52174736979499;1,99936471413791;4,5;2,25;2,50489405333292;1,5;2,25;1,71324743061012;4;0,8078045967537;3,24892568692981;0,701756258821933;4,5;4,5;2,25;3,65970435489887;1,5;1,25;4;4,5;3,49592475499768;2,25;0,5;4,46782637502431;1,67995048718525;0,667620472688051;0,5;4;4,0748106609447;1,56211371559748;4;0,62656799639881;0,5;1,35041143225991;1,25;3,00804778607937;2,01104857540273;2,85950052731647;2,25;0,5;1,7973754619236;1,5;1,57615140386678;1,96896709174335;1,33024738558114;1,34005874713886;2,25;1,5;1,7463384688582;0,5;0,5;0,216483548283577;4,28311432399001;2,24497356160775;4,15585850791813;0,5;1,25;3,36948366247559;1,5;1,56126357222035;4;1,5;4,09992383890782;0,538032792759143;4,5;1,43127152623202;0,5;3,18123098936921;1,07917357798627;1,5;0,5;0,5
0,5;0,5;3,15491231607968;4,5;3,90510801081783;3,03605443590137;3,09823640976019;2,38874729461444;4,25667094032125;1,70657065171123;2,25;1,5;4,90734560690231;1,25;4,5;1,03392737569936;2,25;0,5;1,20613853759418;2,25;4,66437765148672;4,6313894622174;1,5;1,54680257176366;3,05398628909792;0,5;1,98072665323537;3,646707363495;0;1,31444418430328;4,32224866297201;3,58365162163212;2,25;1,5;2,25;1,25;4,19385024774533;2,25;1,97994108660144;1,34669769152379;4,5;4,6223436722636;2,25;4;1,5;1,86787207465054;3,06437611024099;4,5;2,82413854628063;2,99013895447838;0,5;4,5;2,25;1,25;0,5;4,23493923304367;4,2876436893305;1,5;4,36661010019789;0,605821044466375;0,5;1,22095388882838;1,25;3,95102757026955;3,9356210231781;0;2,25;0,5;1,3910826241556;1,5;1,5;1,25;2,41489005088806;0,781725692693948;2,25;1,19500862257323;2,19496440887451;0,5;0,5;1,25;4;1,72286222373269;4,54440894655157;0,5;1,25;3,50195557717325;1,5;1,25;4;1,89414953109536;4,5;0,583846985401514;4,72276469260583;1,81942981380011;0,5;2,25;1,82378961277371;0,5;0,5;0,5
0,5;0,5;3,58348499358794;0,580275365654507;3,69889033571765;2,4515528678894;1,60304437955052;2,44870734214783;4,5;4,61232259944655;3,83030878698002;4,38824224472046;3;2,07956409454346;0,966012803123339;2,25;4,81964189085161;2,5;3,65094562743369;4;0;4,02920960030947;3,97116239414139;4,49079267563801;4;0,5;4,09950305293291;4,25507031067045;0,5;3,24818207055711;2,00533246156077;2,25;4;4;3,78556139058692;1,4332844060535;4,5;4;3,27344408085264;2,24636912497057;0,81443274548018;0,854217403267612;0,549583853245519;4,56897480300114;0,5;0,5;4,5;2,60678503783736;4,74123019433638;4,36903103225354;0,5;0,72838152769412;3,76941211278057;2;3,04063617393404;4,48141927992991;0,591454887106761;4,28372485436673;4,01932058763659;3,6715951350851;0,5;4;2,46394458038916;0,98114754468256;4;2,25;3,99586415290833;2,97747448784182;4;4;4,30354209025555;0,5;4;0,581377863883972;3,09892763295161;0,5;0,5;1,62583442759972;0,5;1,63338372233947;4,74306287883924;4;0,995307010596295;1,61309955064817;0,5;1,03793406486511;0,5;0,5;4,95128134822067;3,52695701109569;3;2;3;0,5;0,5;2,25;4;1,5;0,5;0,5
0,5;0,5;1,38977500558355;0,5;1,55996402937917;1,05524237223679;1,5;1,66135818914574;0,956685898339695;3;1,1565787322617;3;2,15059274302357;3;0,5;1,95086168122984;0,919743020515769;2,77026414871216;1,25;0,699504632362865;0,5;1,25;2,68767070057228;1,86483228206635;1,25;1,5;3,50810478884173;1,25;4,14700785798347;3;2;1,5;1,18642179024705;3;1,5;1,31562197208405;1,25;1,25;1,05233459572882;1,25;0,5;0,5;1,44622009733981;0,626667348028471;0,770045031453504;4;1,74838602135348;1,55991502691056;0,777314431861655;1,1102336647968;0,5;0,5;1,926010837744;1,25;1,66629909661892;1,66519890127946;0,5;3,14416367707037;1,25;1,0810029320796;0,5;0,632398325545899;2,02769689635732;0,5;1,53894533707711;1,38889285847027;1,93966560575164;1,87229203589833;3,13689310622257;3;3;4;3;3,70484745674992;1,25;1,3951862938214;1,25;1,25;0,5;1,73891749942625;1,35675341396441;1,25;0,5;1,2709355532522;4;1,5;1,2173042601055;3,50271176197692;1,96301400661469;2,54537177085876;2,48291157627614;1,25;1,84218955824254;1,25;0,5;1,49353565484916;3,12484378140645;0,5;0,5;0,5
4,75475576974207;4,06380401647827;3,26605468116051;0,5;2,78365766107275;3,42037282484601;1,48753847926275;1,75;3,5;3,13394487515741;3,94021209326583;3,48052262863169;3;1,91322122882736;0,5;1,75845396600592;3;2,5;2,8640266409442;3;0,5;3,5;3,31261300868942;3,5911415543366;3;4,52610473359288;3,5;3,75902259338602;0,5;3,11016889573548;4,56493186950684;2,50178409670563;2,59028345839599;3,5;2,54383592682138;1,25;3,5;3;3;4,06340469935136;0,5;0,5;1,75;3,88935429597709;0,5;0,5;3,5;3;3;2,6463329282805;4,5;0,5;2,73830101999375;3;3,98869088058765;3,5;0,5;3,34431772089764;3,48411790630041;2,43324184717296;4,5;3;1,25;1,25;3;2,25119088345728;1,69256591796875;1,9992444114756;2,55073547363281;3,5;3,5;0,5;4,20396375656128;1,25;3,46676506636048;0,5;0,5;2,5;4,5;3;3,5;3,41981209135606;0,5;1,03370875121733;0,5;1,75;0,5;0;3,8239422211535;3,5;3;3;1,8515373211594;0,5;2,11777997016907;1,75;3,50832161703535;4,5;4,78434641509519;4,00465052435391
2,47513720601571;3,81151742479369;1,679529297482;1,75;2,28060956172673;2,29594257697274;2;3,74669146537781;4,83757813406995;1,25;2,3929012291566;1,25;4,16749609781778;2,25;1,75;1,26896030188955;1,59516231161317;0,5;1,34032644673266;2,67004209042994;1,11978355661024;4,5;1,25;1,25;2,23060320398333;3,5;1,25;1,75;1,57519624595307;0,749279906390831;4,29490955280834;2;1,34355645503083;0,623478190332408;2,18142935502409;2,35472861484379;4,5;1,75;1,63356074138245;1,25;1,76701361558727;2,92161976053455;1,96765594136326;4,5;3;2,29050491041993;4,4130197672234;4,5;1,75;0,6224650978681;3,5;1,75;2;1,7790828928254;0,5;4,74125875567145;1,75;1,7700673261518;4,5;1,42193669449628;3,79547246861992;1,55192675769884;3,84885312307107;4,61904616822444;1,75;2,91740486301361;2;0,5;1,25;1,05770804037233;1,25;1,73457111103207;0,596180416688407;2,74854486144546;2,62623810768127;2,74565598217103;2,01084935945033;0,5;3,5;1,21990799844261;4,36122939799038;1,75;1,75;0,5;2,25;2;2,81729655005843;2,25;4,5;1,58787093338923;4,96850214105495;1,25;4,0064155445464;2,71797684613521;3,5;1,5329802150526;1,44667160511017;4,40914868861863;3,5;3,5
4,7403934466375;4,77562810982374;3,97067645283913;0,75;3;4,85801239165385;3,16407104356404;3;3;4;3,5;4;3,26255147636987;0,5;0,75;3;3,5;1,86981325171414;2,85319238475207;2,7831021937463;0,84675055898109;3;4;4;3,0840782388505;2,81310653686523;4;3,5;0,519531795298463;4,22821148355874;3,83275207450276;3,35375422395475;3,91952004931845;4;3;0,5;2,96356191251593;4,39909704327541;3,40743233515296;3,68231849916387;0,75;0,602807065054219;2,4906677419742;2,29385662078857;1,5;0,940198666853923;3,58171470164401;4;3,5;3,85308378415791;4,61240138188582;0,75;3;3;2;3;0,787608393834721;4;2,76739441546024;2,26881837844849;4,527515059117;3,5;0,5;0,839143380447823;3,61585012060397;2,65192968335558;3,22062368002749;1,87017594784041;3,85345652832345;4,17858760579423;4;0,75;4,1744615552828;0,5;2,14933166846136;1,403635288311;1,45080310173836;1,75515413971392;4,5;3,8953104019165;3;0,325862437486649;0,842162516127416;2;0,75;3,28907052953219;1,97919154818132;0,826115114533396;2,3691563393777;1,24780488014221;3,09830238860953;3,78808392295059;4;1,5;4,17026060780988;3;1,36512196063995;4,5;4,0631667203564;4,32719201982356
0,5;0,5;4,85045276575277;0,969835010808816;2,25;4,56119362896364;1,60836860053631;2,25;4,80893094037144;4;3,18725329553115;4;3,39170276345299;1,75;0,75;2,77767985420193;4,70204069824053;2,5;4,84435060892457;4;0,817350200292352;4,5;4;4,10817820257888;4,38602596772184;0,5;4;4;0,5;4,85940405813018;3,5233059728161;4,94542837142944;3,23823992919095;4,40818382865199;3,19053980204768;1,88137936592102;4,5;4;3,74548008513892;2;0,75;0,75;0,91900564423716;4,99247327539719;0,5;0,5;4,5;3;4,93828706812965;2,72227025032043;0,5;0,958145796069012;2,88790374476831;2,21947389432205;3,9326343536377;2,89623165130615;0;4;4,21959395484049;3,07462725884962;0,5;4,68318128585815;2,90179766314188;0,75;4,02106868057562;3,5286104094836;1,90424212715786;2,5;3,7767719760429;4;4;0,5;3,92377362536442;1,75;4,84572246104745;0,5;0;2,5;0,5;2,6899485670449;4,77919972025752;3,32911062162794;0,75;2,5;0,5;2,25;0,5;0,5;4,5;3,18842130163145;3,54246297550502;1,49063073959697;3,4975380897522;0,5;0,5;3,21196648604794;3,29367760303136;0,5;0,5;0,5
0,5;0,5;0,52788881376753;4,5;2,18909562550909;1,0271146418653;2,25;1,83910157058346;4,81052033501236;1,5;2,25;1,5;4,5;1,25;4,69963892488724;3,41921350309589;1,77330051701204;0,5;2,25;1,51511805132735;4,16874163978209;3,94104069235783;1,91004732246979;1,82992527765684;3,1981506804927;0,5;1,5;2,25;1,90156087903379;1,79839470554068;4,39912549005781;2,25;3,5446653617754;1,39086099313146;2,25;1,54708715390744;3,45920646863953;2,25;2,25;1,85022134000911;4,5;4,47574140805553;1,17324165262899;4,04040778104235;1,68371631050655;1,32386739054875;4;4,56020321117724;2,25;1,68509134751982;0,5;4,82735679709695;1,57010795039595;1,25;0,5;4,2554604854693;4,5;1,56366012597627;4,51860779222036;2,25;0,5;2,88125407550542;1,25;3,5;1,47911167260218;2,03220185801955;0,808696329593658;0,5;1,5;1,57622503516088;1,5;1,25;1,1466470058759;0,705997295773587;0,843568873053216;1,78453399230937;1,08884605816046;0,5;0,5;1,25;3,36375663260173;0,68645689132924;2,89026165008545;0,5;1,25;2,25;1,79511483516317;1,10988483722782;4;1,5;4,14849834663258;1,34126439729764;4,5;1,5;0,5;3,46873903016967;1,00346784433511;0,5;0,5;0,5
0,5;0,5;4;3,5;3,5;4;2,95008141731381;4,87901538604825;2,0542648118242;2,79479043641816;4;1,24595091410258;3,48682624962499;2;3,68567144669856;3,5;4;2,5;4,24948468862543;3,05726256782993;3,5;2,14262899018015;2;2,23595202585494;4;0,5;2,4355887786651;4;3,16436822720075;1,23747248120488;1,08119682738613;3,45846337613578;3,23585720930056;2;3,10228030714313;2,45926139478537;2,43565626369587;2,15338730812073;4,14467269794302;1,69984352621243;3,10917814686391;2,46452382368246;3,5;3,57648658080794;3,78675041104981;3,5;3,66689256376908;2,5;3,61146695288432;4;0,5;3,5;3,58346940231671;1,5;3,42277336466255;2,15802431106567;2,58270581000611;1,25297109421947;2,7642657704485;4;0,5;3,40784739349403;2;1,31327438159533;4;3,5;3,5;2,5;2,70685057421534;2;2;3,12318120762854;1,97061362162727;2;4;3,56119303897079;3,5;1,92150564720924;0,5;1,69428314813147;3,06582463768582;3,50740488828505;3,5;1,14913646092133;3,5;3,5;3,5;3,36089082172182;3,77215431992531;1,62315068888625;1,32127511501312;1,5;2,5;3,13932270842573;0,5;3,46498923397855;1,97303360093992;0,5;0,5;0,5
