boy_toy;boy_toy;music_classic;boy_toy;sport_stuff;music_rap;sport_stuff;books;books;hightec;hightec;books;music_pop;movies;music_pop;hightec;makup_beauty;music_rap;makup_beauty;gardening;movies;makup_beauty;gardening;movies;boy_toy;hightec;sport_stuff;music_rap;music_pop;makup_beauty;sport_stuff;music_rock;music_rap;sport_stuff;books;hightec;hightec;books;sport_stuff;books;books;music_pop;music_pop;sport_stuff;hightec;sport_stuff;hightec;movies;hightec;hightec
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,76801795501635;0;0;0;0;0;0;0;0;1,39758815471902;0;0;0;0;4,37158916255999;0;0,843783507516507;0;0;0;0;0;0;0;0;2,46764932175523;0;0;0;0;0;0;0;1,31618804941708;0
0,5;0;0;0,5;4,02565373434948;0;0;3,28679671105314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,55831623077393;0;0;0;0;0;0;0;0;0;0;2,13652062416077;0;0;0;0;0;0;0;0;0;0;0;3,73877043683956;0;0;0
0;0;0;0;0;0;0;0;0;0;0;3,83471539329491;0;0;0;0;0,5;0;0;0;2,44210314750671;0;0;0;0;0;0;2,65287721513439;0;0;0;4,63125130656699;0;0;0;0;0;3,8838375620003;0;2,57165188462085;3,4710476852353;0;3,59302036258998;1,05201232433319;0;0;0;0;0;0
0;0;0,535929350897637;0;0;0;0;0;0;0;0;0;0;0;1,27274429484864;0;0;2,04262232829007;0;0;0;0;0;2,82668723227768;0;0;0;0;0;1,5;0;0;0;0;2,4443187713623;0;0;0;0;2,02662027349073;0;0;1,38573870872415;0;0;3,25785056606766;4,4586085143772;0;3,19335809638414;0
0;3,84918430114593;0;3,07084099718874;0;0;0;0;0;4,29886727654322;4,91110522202733;0;0;0;0;0;0;0;0;0;4,29786257645947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,42337931153522;0;0;0;0;0;0;0;0;0
0;0;0;0;1,41714639957861;0;0;0;0;0;1,13666821137847;4,31494722995672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,15811393091367;0;4,08650564685767;0;0;0;0;0;0,900930061657415;0;0;0;2,10906863212585
0;4,72674311871023;0;0;0;0;0;3,98085189330431;0;0;0;0;0;0;0;0;0;2,95065598280665;0;0;0;0;0;0;4,86701523506409;0;0;1,36049508133926;1,00403249426933;0;0;0;1,16197988864127;0;0;0;0;3,76092944096817;0;0;2,18264269828796;0;0;0;2,71526929676312;2,13517928123474;0;0;0;0
0;0;0,882446327890477;0;0;0;3,8058493876857;0;2,17785235036996;0;0;0;0;0;0;0;0;0;0;0;2,09150272891461;0;0;0;0;0;0;0;0;0;3,48713982314204;0;0;0;0;0;3,09250622526394;0;0;0;2,40299969557812;2,70786841526063;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1,64879281942211;0;0;3,70244146264272;4,88367510115899;3,14960889292397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,65841070453562;0;1,55086926349945;0;0;0;0;0;0;3,08056293990489;0
0;0;0;0;0;0;0;0;0;0;3,24148926708917;0;1,82118809610661;0;0;0;0;0;4,04000377655029;0;0;0;0;0;0;0;1,73777312400647;0;0;0;1,39157597366328;0;0;1,81426817822003;2,44581471218067;0;0;0;0;3,37882836692912;0;0;0;0;0;0;0;0;4,67003406568898;2,23304675204356
0;0;0;0;0;0;0;0;0;0;0;0;2,16375136375427;0;0;2,6822452545166;0;0;0;0;0;4,92425682299037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,08136029126186;0;0;3,55499684789916;0;2,99323749309091;0,949704798147876;0;0
0;0;0;0;1,49560130596887;0;0;0;0;0;3,30974414982355;4,00846530124939;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63168604002878;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;3,65015013080563;1,80598373329546;0;0;0;0;0;0;0;0;0,5;0;0;0;5;1,18600107179303;0;0;0;0;0;0;2,17828406727793;3,28959312070608;3,6665692509462;0;0;0;0;0;1,51977472124611;0,939985334873199;0;0;0;0;0;4,2141720937631;0
0;0;0;0;3,24102084349888;0;0;0;0;0;0;2,76970471524154;0;0;0;0;0;0;0;0;2,48390577197257;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,21807647320352;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,27155347181091;0;4,02817395563618;0;2,29731253036173;0;0;1,89732733783188;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1,42464905065701;3,83748476479085;4,80795912435649;0;0;0;0;0;0;0;0;0;0
0;0;5;0;0;0;1,90513264197164;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,90239778482467;0;0;0;0;0;4,39861258603568;0;0;0;0;0,5;0;0;0;0;0;0;0
0;0;0;0;0;0;4,00826352229727;0;3,47728710969784;0;4,25569919927777;2,89937890642294;0;0;2,24813912634185;4,04512405395508;0;0;0;1,06539839602327;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,68906581853007;0;0;0;0;0;4,35845277102592
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;4,58089146091644;0;0;0;0;2,73898839950562;0;0;0;0;0;0;0;0;3,35988705389196;0;3,49709877627767;0;0;0;0
0;0;0,5;0;0;0;3,852395936778;0;0;0;0,74534019396889;0;0;0;0;0;0;1,03142843606483;0;0;0;0;0;0;4,81240821248498;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,578649179348093;0;2,40353999305681;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,53908228874207;0,5;0;0;0;4,44766511183589;0;0;0;0;0;0;0;0;0;0;0;4,2401104910486;0;0;4,33772432912966;0;0;4,91597935087792;0;0;0;0;0;3,23006691258869;0;0;0
4,75616883149192;0;0;4,8248585084569;0;0;0;2,04656173197858;0;0;0;0;0;0;0;0;3,70070132599245;1,20831211945429;0;1,37474715709686;0;0;0;1,00320080737732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71186092575633;0;0;0;0;1,70082663404794;0;1,70779017066014;3,56687813185476;0;0;0
0;0;0;0;0;0;3,46146041502313;1,74166828149076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,655538195350924;0;0;0;0;2,19399660927895;0;0;0;0;0;0;1,74261015245812;0;0;0;2,49727770103946;0;0;0;0;0;0,763374358072586;0;1,3874144744535;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,67723337871825;0;0;0;0;0;0;2,80728855696846;0;0;0,5;0;0,636936023895133;0;0,839809007868082;0;4,2271454488985;0;0;0;0;0;0;0;0,5;0;0;1,77274876752531;0;2,98858747910177;0;0
0;0;1,10167561243366;0;0;0;0;0;0;3,95841407775879;0;0;2,92017387688168;2,58187687424099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,73743228136442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;4,15973934771481;0;1,34399182668142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,31732633398721;2,78186300712724;0;0;0;0;1,64518304362203;0;3,23746712982537;0;0;1,48275456902699;0;0;0;0;0;0;4,89890425880389;0;0,5;0;0;0;0;0;1,642018973195;0;0
0;0;0;0;0;0;0;3,60138144791191;0;3,82801531107538;0;0;0;1,2736094870016;1,29934039539627;0;0;0;0;0;0;0;0;0;0;4,26465702162341;0;1,51046095160323;0;3,12338033557096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,78055718950022;3,39959149360638;0;0;0
0;3,3614401432506;0;3,87592853879366;0;0;0,454186052083969;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,784886972645711;0;0;0;0;0;0;0,5;0;0;0;0;0;0,174982577562332;0
0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;4,17586088980355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2,65816798510876;0;0;0;0;0;0;0;0;0;0;0;0;1,18405979577641;0;0;3,93127560984868;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82743106820967;0;0;0;0;0;0;0;0;2,80053782463074;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1,90007940302607;0;2,80015325546265;0;0;0;0;0;0;0;0;0;0;1,80875891438162;0;0;0;1,28900459235953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06396555065362;0;0;0
4,04635486753953;0;2,80993952360467;4,03706309107927;0;0;0;0;0;0;0;0;0,938136604818579;1,80999589632731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2074419982766;0;0;0;0;0;0;0;0;0;0;2,59451217045752;3,85187430859165;0;0;0;0;0;0;1,36108530213176;0;2,13728054805532
0;0,5;0,704476493971644;0;0;0;0;0;0;3,53701458151313;3,82122689710056;0;0;0;0;4,78764862091637;0;0;0,5;0;0;1,5;0;0;0;0;0;2,8927476573236;0;0;0;0;2,07541385063688;0;0;0;3,91438143836073;2,10820880257907;0;0;2,36566331254582;0;0;3,54962611198425;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;3,88192616653718;0;0;0;0;3,58837022380362;0;0;0;0;0;0;0;0;3,90156172770148;0;0;0;0;0;0;0;0;0;0;1,91218149662018;0
0,5;0;0;0;4,08333919899694;0;0;0;0;0;4,32620340088671;0;0;2,28472995758057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,90461642523511;0;0;0;0;0;3,98521952982304;3,89802655526345;0;0;0;0;0;2,37105774879456;0;0
0;0,5;0;0;0;0;0;0;0;0;0;0;0;1,49796107550988;3,36011730011558;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1,97621212898577;4,66078447674438;0;0;0;3,11900625243737;0;0;0;0;0;0;0;0;0;0;3,81640959243123;0;0;0;0;2,12149255262757
0;0;0;0;3,12592128996082;0;0;0;0;0;0;0;2,61248158878297;0;0;0;0;0;0;0;0;0;0;0;0;0;3,9358071232847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,46936602213856;0;0;0;0
0;0;0;0;0;1,62707925733508;0;2,85534140460908;1,42939844654379;0;0;0;0;0;0;0;0;0;0;0;1,46644110114614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,34220547431251;0;0;0;0;0;0;1,29998385128564;1,92741763591766;0
3,47960644423943;0;2,42711516256775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,47342637994952;0;0;0;2,48576825088159;0;0;0;0;3,01579158381363;0;0;2,191156945746;0;0;0;0;0;0;0;3,18742540673699;0;0;0
0;0,5;0;0;0;0;0;3,16137349007715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,6081075668335;0;0;0;0;2,19864402580943;0;0;0;0;0;0;3,38759291795436;0;0;0;0;0;0;0;0;0;4,61972413660014
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,585337223757681;0;0,5;0;0;0;0;4,57891988920929;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,2259566783905;0;0;0;0;0
0;0;1,25571268785545;0;0;1,17867318735396;3,48894699499428;0;0;0;3,34824228286743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,2264919240151;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,29193674367477;0;0,60827097115492;0;0;0;0;0;0;0;0;0;0;0;0,852443310363425;0;0;0;0;0;0;0;0,718547933138231;2,01411682507681;0;1,88571055670535
0;0,5;0;0;0;0;0;0;0;0;2,7544947186273;1,00998973846436;0;0;2,46965158659483;0;0;0;0;0;1,60648715496063;0;0;0;0;0;3,70929086939864;0;2,45296973150827;0;0;0;0;0;4,92160135503933;0;0;0;0;0;0;0;2,39217587718376;0;3,48337968694204;0;0;0;0;3,94897306521841
1,08663489207934;0;0;0;4,75702540285747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;3,17109184859837;0;0;0;0;0;0;0;0;0;0;0;0;4,14290935040587;0;0
0;0;0;3,45628071318207;0;1,7747876773471;0;0;3,41257972289463;0;0;0;0;0;0;2,84810471534729;0;0;0;0;0;0;0;0;0;0;2,60572244674234;1,02845672146811;0;0,5;0;0;0;0;0;0;0;2,02885116265568;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,5;0;0;0;3,57622780351724;0;4,46767956273057;0;2,41431660876345;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;3,40255918139711;0;0;0;0;0;0;0;0;0;0;0;0;3,70585467093897;3,10209296974451;0;0;0;0;0;0;0
0;0;0;0;3,02557898500263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0458444487517;0;2,48434200719201;0;0;0;0;0;1,54640964909755;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;2,39656104584996;1,39603197574615;0;3,97935293474205;0;0;0;3,68405132353494;3,01688800007891;0;1,00836948119494;0;0;0;0;0;0
1,47355152222959;1,26148592692869;0;0;0;0;0;0;0;0;0;0;0;0;0;1,07074192914681;0;0;4,08228734698253;0;0;0;0,5;0;0;0;0;1,04112434994482;1,5;4,14631096233908;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
0;0;0;0,847224517421436;0;0;0;0;0;0;0;0;2,9073008577839;0;0;0;0;0;0;0;0;0;0;0;0;0;3,94072644642588;0;0;0;0;0;2,26075904549135;0;0;0;0;0;4,45048159242164;0;0;0;2,47166127780064;0;0;0;0;0;0;2,74560907750652
0;0;0;1,64663300879609;0;0;0;4,03970031721503;0;0;0;0;0;0;0;0;0;0;0,5;3,74971866607666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,12720431998708;0;0;0;0;0;0;0;0;3,30873273420554;0;0
0;0;4,39946465352525;0;0;0;0;0;0;0;0;0;0;2,80894485293373;0;0;4,9807987012811;0;0;0;2,98127119894199;0;0;1,50776231312554;0;0;0;0;0;2,64118118939976;0;4,40753081040808;0;0;0;0;1,65032303333282;0;0;4,96304354209595;0;0;0;0;0;0,616826925248293;0;0;2,42154524122437;0
0;0;0;0;0;0;0;0;0;3,43757389459646;4,67551612854004;1,69184676217467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,22196662901992;0;0;0;0;1,14963712363953;0;0;0;0;0;3,88397960778511;0;0;0;2,12151967180964
0;0;0;0;3,05500843983842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;3,98946356773376;0,884926657371655;0;0;0;0;0;1,28467009928295;0;3,16551805062476;0;0;0;0;3,55696545148127;2,77617573738098;0;0;0;3,56403024474347;1,9528933763504;0;0;0;0;0,758815607176542
0;0;0;0;0;2,03222251638408;0;3,87712839798868;0;3,33169067247384;2,20406988831426;3,48219655430047;0;0;0;0;0;0;1,30024085161287;0;0;0;0;0;4,04987080956338;0;0;0;1,98323155147174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,44045958641938;0;1,82906807438893;3,92608996942923;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;2,98996841348241;0;0;0;0;0;0;0;0;2,4792588797767;0;0;3,61147098923636;0;0;0;0;0;0;0;0;0;0;0;3,95043019994648;0;0;0;0;0;2,59162379595992;0;0;0;1,1936651468277;0;0
0;0;0;3,80023419242363;1,8167602730993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,32735152604401;0;0;0;0;0;0;0;0;0;0;0;2,52708585584866;0;3,41761317402945
0;0;0;0,5;0;0;0;0;0;2,07979768704614;2,14163029759267;1,54346231955265;0;2,55552244186401;0;0;0;0;0;0;0;0;0;1,88449162192852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,86385201190778;0;3,08133435951608;0;0;2,12254962330803;3,77829055757182;0
0;0;0,566605440604782;0;0;0;0;0;0;0;0;0;0;1,54365503787994;0;0;0;0;0;0;0;0;0;0;0;0;3,16017040291809;0;0;0;0;0;0;0;0;0;0;0;0;3,62540659244424;0;0;2,2229483127594;0;0;0;0;0;0;0
0;1,27731454372406;0;0;0;0;0;2,66543826165862;0;0;0;0;0;2,90465322877497;2,01071400801219;0;0;0;0;0;4,5393603013546;0;0;0;0;0;0;0;2,90334485932409;0;0;0;0;0;0;0;0;3,55275068644097;0;0;0;0;0;0;4,36139273054963;3,59635043144226;4,45028782796594;0;0;0
0;0;0,562384022428833;0;0;0;4,69086016141384;0;2,80045938491821;0;0;0;3,67541530759792;0;0;3,2436363697052;0;1,02720089351162;0,5;0;0;0;0;0;0;0;0;0;0;0;1,9472770690918;0;0;0;0;0;3,80358625333923;0;0;0;0;3,99065656819877;0;0;4,73749402153189;0;3,65416634299521;3,13869799889563;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,73048977215332;0;0;0;0;3,9191432986032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1,20681011676788;0;0,911428630776437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63664427964792;0;0,636757312639038;0;0;0;0;0;0;0;0;0;0;0;0;5;0,5;0;0;0;0;0;0;0;0
0;0;0;0;0;2,99298087227763;0;0;0;0;0;3,11300709895464;0;0;0;0;0,5;2,4666780552206;0;0;0;0;0;0;0;0;0;0;0;0;3,08477095052822;4,06317555860764;0;0;0;0;0;0;3,57935877916373;0;0;0;0;0;4,64623630356334;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;3,6014373370453;0;0;0;0;0;0;0;0;0,944962284269259;2,41339419545298;0;0,693799679490644;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00755581027249;0;0;2,30541356760329;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1,02124000621086;0;0;0;0;0;1,58887922763824;3,70965881585593;1,32212401312875;0;4,84529420074322;0;0;0;0;0;0;0,694537842038338;0;0;4,08783617945753;0;0;0;0;0;0;0;0;0;4,35331201553345;3,87051092128759;0;0;0;0;0;0;0;0;0;3,58765883305467;0;0;0
0;0;0;0;0;0;3,14878487586975;0;0;0;0;0;0;1,64093056956349;0;0;0;0;0;0;0;0;0;0;0;0;3,61630106885745;0;0;0;0;0;0;0;0;0;0;0;0;1,10892820642746;0;0;0;0;0;3,08431362876869;0;0;0;1,77701509058337
4,51777563268215;0;0;0;0;0;0;3,43800283290353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,49105150019333;0;0;0;0;0;0;0;0;0;1,59940189477028;3,19849277995457;0;0;0;0;0;3,08778873043497;0;0;0;0;1,14721685096026;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;4,85810952999541;0;0;0;0;0;0;0;0;0;0;0;0;3,30198157150391;0;0;0;0;0
