movies;sport_stuff;gardening;music_pop;music_rock;movies;boy_toy;sport_stuff;music_rap;boy_toy;movies;music_rock;movies;music_pop;movies
2,05839443206787;1,91055409745805;2,25;1,25;2;1,75;4,5;1,5;2;4,5;0,783363147305028;2;1,75;1,25;1,75
2,25;1,98187677375128;4,77764546860831;0,5;4;2,25;0,970296814791065;1,5;1,25;1,25849546504137;2,25;4,86385771812119;2,86353721440003;0,5;2,25
2,25;4,3810487125912;0,75;2,20934153218257;4,50952284667153;2,25;0,5;4;1,03606218101273;0,5;2,25;4,5;2,09107625861237;2,5;1,23201069712267
2,12156855879425;1,0004177801313;0,871076016859653;1,25;2,50137130799767;1,26130187989273;4,5;0,405124247074127;1,07998226121067;4,5;0,609869350031889;2;0,623624331375409;1,17693678111627;2,65643162823116
1,33413888389903;3,13915576186923;0,5;0,5;0,987127692199837;0;1,25446845649484;3;1,25;1,25;1,11178532434245;0,75;1,61854415229454;0,5;1,44967389546785
0,83151473073825;4;0,75;2,5;4,5;2,25;0,5;4;1,70483363452593;0,5;2,25;4,5;2,25;1,9868990261978;2,25
2,25;4;0,885579182480266;3,13224922871788;4,01926955255646;1,79008465809286;0,5;2,23226284980774;2;0,5;2,25;4,5;2,25;2,5;0,777046747169013
1,75;3,5;0,5;2,5;3,59139419886814;1,30826636557852;0,5;3,5;3;0,5;1,75;3,5;1,75;2,86993507802018;1,75
2,54793830031899;1,5;4,62932153447965;0,5;4;2,25;0,686960736376681;1,71678338279798;0,595456417927265;1,25;2,5127005649324;4,08998975953552;3,01475472260022;0,5;2,13324744493386
2,69362408187875;1,57459153657527;1,75;0,5;4,43201366599277;2;1,51226460794558;1,25;1,02262530802871;0,795143291491616;1,76016576809816;4,46055405841235;2;0,5;2
1,89609825210464;2,02326130867004;0,75;2,43100440382539;4,85626951365558;1,82099595471332;0,5;4;2;0,5;2,25;4,5;2,25;2,5;2,25
3,34101541169966;3,18963228733727;1,25;3;4,67357233710288;2,02306652069092;1,37035049701592;2,36719441413879;2,5;1,39912789566402;4;4;4;3;4
2,87489013368026;1,25;1,75;0,5;4,25083433988077;2,48807809664313;1,31681393893287;1,25;1,25;2,25;2;4,5;2,23903602885038;0,5;2
1,5;3;0,5;1,25;1,66678015779088;1,5;4;2,72791627269607;1,25;4;1,5;1,25;1,5;0,543354212326628;1,5
0,522828870463571;4,84294321566957;0,591373066227591;2,5;2,69733762741089;1,84432770607263;0,5;4;1,79853507541052;0,5;1,35804128011597;4,5;2,25;2,5;2,25
3;3,99781977338615;0,75;2,60744323097516;2,6251315263217;2,17359463599212;0,75;4;2,81845912189151;0,75;3,91077521252948;3;3;2,26877225622012;3,13425530918606
1,75;3,5;0,5;2,36563273536304;3,48622115537814;1,75;0,5;3,5;3;0,5;2,65474982846284;3,16696588656258;1,75;2,5;1,75
4;4;1,25;3;4;4;1,5;2,29526805877686;2,5;1,41845117063189;3,62351131281979;3,47717204805332;4;2,71352356891778;4,81756979125439
2,25;3,13049747614679;0,75;2,5;4,5;2,25;0,5;4,09579075085735;2;0,5;2,25;4,23989158833394;2,25;2,32991043307349;1,25165700598231
1,6215331853002;1,5;2,25;1,25;2;1,75;4,5;1,63183961419009;2;4,5;2,478284790869;2;1,75;1,25;1,08094031204513
1,08201344943699;3,5;0,5;2,5;3,14007799752992;1,75;0,5;3,5;3;0,5;2,9927633639857;3,5;1,75;2,5;0,933055932136744
2;1,25;1,35845302830378;0,5;4,22022877597261;2;3,09822789886884;1,25;1,25;2,25;2;4,5;2;0,5;2,51883159648573
1,53520097049661;3;0,5;0,791581692542686;1,25;1,5;4;2,51458711107941;0,673616513923563;4;1,5;1,25;1,5;1,50818547211037;1,5
2,25;1,5;4,5;0,5;4;3,87811425858089;1,98895971755914;1,54796303321978;1,25;1,25;2,25;4;2,25;0,5;3,9925145097042
1,75;1,62440507468973;0,504088430434507;2,19776058197021;2;2,22032549824581;4,5;1,74350426427252;2;4,5;1,75;2,43761429630109;1,75;1,25;1,27225953492907
1,75;1,5;2,25;1,25;2;1,75;4,5;1,5;1,14792626730535;4,5;1,75;2,68445871662556;1,16134628870587;1,25;1,75
2,25;1,78147957230987;4,36265696648632;0,5;4;2,36797277599944;1,25;1,5;1,25;1,25;1,96875999843178;4;2,25;0,5;2,25
0,548988143703429;3,5;0,5;2,5;3,5;2,62361969036219;0,5;3,9725855388551;3,80959471632242;0,5;1,75;3,677677234019;2,55547800499735;2,5;2,81150579452515
2,25;2,66284656524658;0,841395965470651;2,5;4,5;2,25;0,5;4;2;0,5;2,25;4,5;0,593475636371167;2,5;3,22424640493665
3;4,43871788933813;0,75;2;3;3,6215386390686;0,589879612247403;4;3;0,75;3;3,09467636099769;3;1,18070391015182;2,69946726164756
3,5;2;3,5;2,5;3;3,5;3,5;2;1,5;3,47256923116398;3,05038463093824;3,60840295516346;3,5;3,41335170455899;3,5
1,75;3,58848265492752;0,5;2,13908402441958;3,5;1,73037626325636;0,5;3,77668858867916;3;0,5;1,75;3,5;1,75;2,5;1,75
2;1,42937121746567;1,2784779128984;0,5;4,24613956000942;2;2,56246594854745;1,25;1,25;2,25;2;4,5;2,98129778913283;0,5;2
2,25;4;0,696177346723237;2,5;4,43597941726259;2,25;0,5;4;2;0,5;2,25;4,5;3,72788478956925;1,89982043434857;3,0639656302817
2,07232979269341;1,5;2,04037087133172;1,25;1,53606489884484;2,45391815246731;4,45877368024493;1,5;2;4,5;2,35392788348437;2;0,952675104141235;1,25;1,75
2,25;1,40967783537213;4,01156817377152;0,5;4,00100117409648;2,25;0,710869153361241;1,5;1,25;1,76174969680689;1,60583385597255;4;2,25;0,5;2,25
3,5;2;3,5;1,79908370450096;3;2,07085014743304;3,80809879526873;1,79111030455265;0,906018733978271;3,5;3,5;3;4,46881466566995;2,5;3,5
1,75;1,91979896878814;2,25;1,25;2;1,75;4,5;1,66325788091089;2,92821108732755;4,5;1,90874632350576;1,13424163224839;1,75;2,67992067337036;1,75
1,9174108136992;1,25;1,75;0,5;4,5;1,70406179255995;0,611301766760322;1,71951522152848;1,3403761097418;2,25;2;4,5;2;0,5;2
3;4;0,75;1,84277705235536;3;2,87448409985494;0,75;4;3;0,75;3;3;3,93292377513504;2;3
4;3,75959824340399;0,82182216240178;3;4;4;1,75532166369041;4;2,5;1,5;4,22098518685484;4;4;2,38661127648624;4
2,25;4;0,75;2,5;4,5;3,39497867477824;0,5;3,86229985620002;2;0,5;2,25;4,5;2,62458823533942;3,76144421555169;0,7823610132478
4,4043409407159;2;3,5;2,5;0,556407570838928;2,46606221025161;3,92818489946806;2;1,5;3,5;3,5;3;3,5;2,5;3,5
1,75;3,5;0,5;2,50150399212795;3,5;2,75531275838395;0,5;3,5;2,36734750930562;0,5;0,0291890446096659;3,41112215044495;2,65301985137771;2,5;2,88895685639649
3,5;2,10703312191508;2,88954293024239;2,5;2,91219467525938;3,5;3,5;2,39179773879787;1,5;3,86362673848105;3,5;3;2,90929728788757;2,5;3,79367756843567
4,65462980403315;2,08961178506241;3,5;1,51440308220424;2,6078308413773;3,5;3,5;2,56040370071326;1,08039880501125;3,5;3,5;3;3,5;2,5;3,5
2;1,25;1,75;0,5;4,5;2;2,25;1,25;0,945402251531092;2,25;1,35884371509722;4,5;2;0,5;2,84267833355939
2,25;1,97549143153033;4,5;0,5;4;2,25;1,77188940382185;1,89712163894303;1,74980205029706;0,828123274179233;2,25;4;2,25;0,5;2,25
3,81990358527745;1,5;4,71206753640998;0,5;3,75289719400597;2,25;1,57215068376258;1,87415469571676;1,25;1,25;2,25;4,5916628174445;2,25;0,5;1,17217680843183
2,25;3,28402033927106;0,75;2,5;4,5;2,25;0,5;4,67528927776743;2;0,5;2,25;4,5;2,25;1,94005809442143;2,25
0,592316579582317;1,5;3,63754693890808;0,648674175910966;2;1,75;4,5;1,5;2;4,60815482568376;1,75;2,05443949115204;1,75;1,25;1,75
1,32551622126508;4,65731477737427;0,5;0,607351518984582;1,25;1,5;3,62339377403259;4,55977916717529;1,25;4;1,12511855183408;1,25;1,5;1,64194078307689;1,5
3,74873757362366;1,5;1,01220456418218;1,25;2;0,715298603389086;4,19415506915848;1,5;2;4,76982621139373;1,75;2,7604044330122;1,80696952753094;1,25;1,75
4;4,6658517092773;0,986484542017097;3;4,26709073375309;4,01946463483361;1,63543834427159;4;2,5;1,5;4;4,56113461198338;4;2,21434324058441;4
2,24814823002003;4;0,75;2;2,01656328142461;3;0,75;4,48593433549904;2,7570606250116;0,75;3;3;2,38927020243801;2;3
2;0;0,527846745228324;0,5;4,5;2;3,92539396971715;1,25;1,25;3,22916631620804;1,48525400948024;4,5;2,99187541287014;0,5;2
2,25;4,62779522390468;0,863946515304943;3,11915047518869;4,16212496494973;2,25;0,5;4;1,30424630562973;0,5;2,25;4,5;2,29070337130255;2,5;2,25
3,5;2,40087850736495;3,5;2,5;2,30353620476254;2,26309329469832;3,15394160950274;2;1,5;3,5;4,60364069352096;3;3,5;2,5;2,96421775965216
3;4;0,75;2;3;2,79635413773188;0,75;4;2,11316933860684;0,75;3;3;3;2;3
3;3,75433560123403;0,689017476136339;2;3;3;0,75;4;3;0,75;3;2,93936032845609;3;2,5115290812736;3,22267354150427
2;0;1,75;0,5;4,5;1,41377017666296;2,25;1,25;1,25;2,25;2;4,5;2;0,5;1,38068784418548
2;1,25;1,75;0,5;4,77555281705016;2;2,25;0,943394305856616;1,25;2,25;1,43015032654169;4,5;1,06760980937053;0,5;2
3,5;1,92517844444382;3,5;2,84747915335348;3;3,5;3,45677034810966;1,48972689010656;1,5;3,32862562654942;3,5;3,79250268442207;3,5;2,5;3,5
3,5;2;3,5;2,5;3,9154546092802;3,5;3,5;2;1,5758210325501;3,5;3,5;3;3,48909578727982;1,51222066372271;2,95212311341992
4;4;1,09894821867298;3;4;4;1,5;4;2,59227164722619;1,81310093207895;4;3,09733289671006;4,48388980025607;2,73031305462602;3,58892533024257
2,25;1,5;4,5;0,5;4;3,03342954629726;1,25;1,5;1,25;1,02704090859138;3,90326567338932;4;3,70028000357574;0,5;2,25
3,5;2;3,5;2,44077819326929;3,4783608724728;3,8808171749115;3,5;2;1,5;3,5;3,5;3;3,35050637850096;2,5;3,5
1,13179640524639;3,49120115232244;0,75;2,5;4,5;2,25;0,5;4,68735778875992;2;0,5;2,25;4,50851761806222;0,982439164064098;2,5;2,25
2,25;4;0,75;2,11198682063817;4,11116256337201;3,38204927154912;0,5;4;2;0,5;2,25;4,52658025898346;3,70430640164032;2,5;2,33608814437692
2,25;1,5;4,67060435920516;0,5;4;2,25;1,25;1,4836144421639;1,25;1,25;2,16125228845573;4;3,40394079168511;0,5;3,48659067856455
3,5;2;3,5;2,5;3;3,5;3,35217466501155;2;1,5;3,8675158051157;3,5;2,96383535254925;3,5;2,5;3,5
1,92164621451946;1,5;2,25;1,25;2;2,18739749895753;4,5;1,31869444591864;2;4,5;0,616322796147467;2;1,75;1,25;2,27908515930176
2,44000990243629;1,70775073520269;4,5922533285768;0,5;3,32100951407152;2,25;1,25;1,25407654245108;1,25;1,25;0,910914669703187;3,34345003699113;0,646472425501082;0,5;3,83692925345941
3;4;0,622480799501054;2;3,43656043495823;3,35306062519227;0,763048561412398;4;2,04994012045206;0,75;3;2,92666493399379;3,56046905627496;1,72524649031705;3
1,75;1,5;2,93383292152259;1,25;2;1,75;4,5;1,5;2;4,5;1,07626580613491;1,02590396256461;2,01572698797832;1,25;1,17440581772216
3,5;0,0932100862264633;3,5;2,5;3;3,66049172201217;3,16754091352575;2;1,5;3,5;4,19234771616401;3;3,5;2,5;3,5
1,75;3,5;0,5;2,5;3,5;1,74770584341497;0,5;3,5;3;0,5;2,82230049316878;3,5;0,691877188716027;1,75601433438995;2,59267323002809
3,96034780934469;1,5;4,01984642074436;0,5;4;2,25;0,902885987145307;1,5;0,764531915664921;1,25;2,25;4;2,25;0,5;2,25
0,83276174232958;1,5;2,25;1,25;2;1,75;4,5;1,68228616317841;2;4,5;1,75;2;1,75;1,25;1,75
4;4;1,55315192395502;3;4,05922596392186;3,93265965158709;1,75804487092329;3,26591773343548;2,0972872172004;1,5;4;4;3,31609408292738;3,06324251045624;4
4,82917206074538;2;3,5;2,5;3;3,5;3,5;2;1,22788877656119;3,5;3,5;3,50458088587252;3,5;2,82856146051947;3,5
3;4;0,75;2;3;3;0,943884393639809;2,83080220222473;2,40165372770357;0,75;3,23199667280167;2,04052541872511;4,1173620223999;2,58012789561419;2,71162628415582
2,25;1,5;4,5;0,5;3,50818677549632;2,91479931534957;1,25;1,70510327755711;0,695847978208143;1,67271093543279;1,05638263237494;4;2,25;0,5;2,25
1,75;1,5;2,25;1,25;2;1,75;4,74778725753901;1,32396167671492;2;4,33032004783411;1,75;1,49217841890276;1,75;1,89406369900986;1,75
0,74226420430572;1,8767077284291;4,74581015237878;0,5;4;2,25;1,25;1,33820810138164;1,25;1,25;2,25;4,65729283711747;2,34525393594301;0,5;2,25
3,5;2,97116411103456;3,93799510641862;2,5;2,26639989962168;2,46854810391951;3,5;2;0;3,5;3,5;2,30820702030706;3,5;2,5;3,5
1,75;3,61810944025317;0,5;2,5;3,5;1,75;0,5;3,5;3;0,5;1,75;3,53070711602024;1,75;3,35016022219796;1,75
1,75;1,5;3,95405433278254;1,27541636083062;1,05209652243745;1,75;4,31491497313367;1,5;1,94205205465762;4,5;1,75;2;1,236221304739;1,25;1,78110372870281
2,25;4,74968863453236;0,75;2,5;4,45410438927547;2,25;0,5;4;2;0,5;2,25;4,5;2,25;2,5;0,860577126667172
1,75;1,5;2,86794738488642;0,93981391235246;1,00900549814524;1,57458639144897;4,5;1,77988494643005;2;4,07561933951248;1,75;2;0,564811239747708;1,25;1,75
0,988887155190523;4;0,75;2,5;2,00150656700134;2,25;0,5;4;1,32167731892396;0,5;2,54804557307998;4,68018344867983;2,25;2,5;2,25
1,75;1,5;2,81496717097003;1,25;2;1,75;4,94598160076234;1,01343180053562;1,84570341876042;4,50605913740865;1,06092631912833;2,66225607677468;1,75;0,92771663909206;1,75
3,5;2;3,5;2,5;3;3,5;3,5;2;1,33342220463484;3,5;4,4860999954334;3;3,5;2,5;4,68777013648663
2,25;1,5;4,5;0,5;4;2,25;1,25;1,6246801007654;1,69254114650774;1,25;2,25;3,29513600296114;2,05641462842767;0,5;1,05229823573134
1,5;3;0,5;0,5;0,75;1,5;1,16554663035346;3;1,25;1,85902231319762;1,5;0,626155587903296;1,5;0,5;1,07973427236068
2,25;1,1583277048349;4,5;0,5;4;2,25;1,25;1,5;1,25;1,25;2,48991931601889;4,01695363643437;2,25;0,5;0,552537988197309
4,65379712900789;4;1,63793484942891;2,17234329980442;4;3,57074009746813;1,18802642831021;4,50797033309937;2,01238182932715;1,0444851294367;4,7637247032317;3,05359269587956;4;3;3,4899914984079
2,25;1,5;4,5;0,5;4;2,25;1,25;1,5;0,813711887371592;0,593180958923502;2,126409993333;3,33665456079722;0,902241818794162;0;1,43583116281583
2,47577340550524;4;0,594424061055493;2,01975881914597;3,87877452926653;2,60148125356132;0,987013414263266;4;2,15333693761068;0,610208794758752;2,8841941761245;2,87679211370498;3;1,13362962665671;3,68476824540867
2,90075757838821;1,5;2,25;1,25;2;2,07598082049563;4,9624308468599;1,5;2;4,01448859042231;1,75;2;1,75;1,4732812219175;1,68716265828682
2,89515241486726;1,73536730591923;4,5;0,5;3,08975724041916;1,34096670150757;1,25;1,5;1,25;0,800678904541153;2,25;4,52903602436606;1,590071091936;0,5;2,25
1,36125828482269;3;0,5;1,25;1,25;1,5;4;3;1,25;4,08075881520322;1,69141919430877;1,25;1,5;1,40712416423816;1,5
1,59012664230081;0,540225982666016;2,47536584337957;1,438867000136;2;1,75;4,5;1,5;1,55965717628582;4,5;1,25257658760649;1,37315090018006;1,75;0,81868856973885;0,718303931280181
1,75;1,5;3,67770480559101;1,25;2;1,75;4,30023589883942;1,5;2;4,5;1,75;2;2,50644474570008;0,572287731837615;1,75
1,75;3,85763807727845;0,5;2,5;3,5;1,75;0,5;3,5;4,76706083480598;0,5;1,99884387571311;3,86718478559851;1,75;2,9745333953642;1,75
1,02005606494847;3,5;0,5;2,5;3,92553910423328;1,75;0,5;3,5;3;0,5;1,75;3,00804312015327;2,28504643113587;2,5;1,44852309019702
1,75;1,69375339601829;2,43799571573641;0,701459840499544;1,58026035343309;1,64035249158756;4,5;1,11680772207529;2;4,5;1,75;2,17986731844948;2,83837290892302;1,25;1,36326980770718
2,2019275967972;1,5;2,25;0,650389347295458;1,12696019007217;2,08692186655799;4,5;1,24896691471756;2;4,5;1,75;1,84017734175556;1,75;1,33968677224577;2,51060306258062
2,25;1,10793966246207;4,5;0,5;4;2,3048519197874;1,25;1,56549724590289;0,682491801065622;0,624059613619028;2,25;3,5213647356822;2,25;0,5;2,25
4;4;1,25;3,9477776204924;4;4;1,5;4;2,36118817206527;1,43282717207113;4;4,34412186096614;4,9512749593478;3;3,57803353414779
1,75;1,78965815612565;2,25;1,25;2;1,44109627927705;4,1949639698467;1,5;2;4,44073905350675;1,75;2;2,98356772935184;0,617999174221418;1,75
3,5;2;3,5;3,9034600834844;3;3,5;3,5;2,72710587537247;0,458755224943161;3,47709696063637;3,5;3;3,5;3,74362686404196;3,5
3,5;2;3,5;2,5;3;3,5;3,80444849878757;1,50666510803004;1,553161188752;3,44915777605453;3,5;3;3,5;2,5;3,5
1,55096854947087;3,46552860525694;0,5;0,5;0,75;1,24592927156292;0,513657727983621;3,82458327329931;1,25;1,25;1,57386223439773;0,634528338909149;1,13738669275184;0,5;1,5
1,75;3,82786814581038;0,5;2,51543858205687;3,5;1,16905593530697;0,5;3,5;3;0,5;0,822585074614075;3,5;1,75;3,02491471312238;1,37339411064675
3,64888172906306;4;1,25;3;4;4;1,5;4;2,5;1,5;4,54089442712296;3,50237220456003;4;2,68193680452273;4
1,75;1,5;2,25;0,675514008465928;2;1,75;4,5;1,5;2;4,5;2,85414321527544;2;0,690454556229736;1,25;1,51917411597407
2,25;1,5;4,5;0,5;3,50591189344689;1,51939886832582;1,30050497003854;1,50067972042629;1,25;1,25;2,25;4;1,58335085659444;0,5;1,76652388845874
1,03607319110822;1,25;1,75;0,5;4,18374008228245;2;2,25;1,47560069988277;1,74863255023956;2,25;2;4,05953306148738;2;0,5;2,25735134596813
1,5;3;0,5;1,25;1,88649831194733;1,04301165186009;4;3;1,25;4,82202133434919;1,65912834958133;1,25;1,5;1,25;1,5
2,25;4,55602925436386;0,920281122168657;2,88697625551698;4,5;3,42920366950762;0,5;4;1,81269046236421;0,5;2,25;4,5;2,25;2,5;2,25
1,75;1,5;2,25;1,77192430466969;2;1,75;4,5;1,5;1,70944130546853;4,5;2,82584367265266;2;0,639273476153274;1,03349658894981;1,75
2;0,792817025116094;2,04805689772966;0,5;4,5;2,48953929519725;0,931054473356835;1,25;1,25;2,87454727472484;1,29963656808233;4,5;2;1,5;2
1,75;3,5;0,5;2,5;3,5;1,75;0,5;3,4268264055377;1,74227128584975;0,5;2,32237516009359;3,5;1,75;1,6708512504915;1,40245804558623
2,95459110706793;4;0,75;2,07359732085541;3,03300749744894;3;0,75;4;3;0,673014775464784;3;3;2,63045984163436;2;3
2,25;1,5;4,5;0,5;4;2,25;1,86014855739667;1,37683818087766;0,917139275193745;1,62317462457492;2,25;4;2,25;0,5;2,25
1,75;1,5;2,25;1,25;2;1,75;4,63547542813955;1,36759854311477;2;4,2897926034824;1,99434230127108;2;1,75;0,658539056777954;0,706630565322298
3,85505689347864;4;1,25;3;4;4;1,5;4;2,5;1,5;4;3,22305486547903;3,24918869149368;3;3,04914042728447
2,25;3,45593255779517;0,75;2,6805471841621;4,5;2,25;0,5;3,27166585357472;1,18124910545594;0,5;2,25;4,5;2,98301148414612;3,07297232424513;2,25
