girl_toy;music_rap;movies;makup_beauty;boy_toy;hightec;music_rap;sport_stuff;sport_stuff;gardening;music_rock;both_toy;girl_toy;sport_stuff;hightec;hightec;sport_stuff;music_pop;boy_toy;books;music_pop;hightec;girl_toy;music_rap;music_rock;girl_toy;sport_stuff;music_rap;sport_stuff;music_rap
4,92535010628651;1,20721080024131;1,4356827360744;0;0,555286189566965;0,716698684597713;0,583618240469889;2,57374931712344;3,81046901261921;0,5;0,8270334875337;3,50974245626002;0;0;1,95737075454433;1,23049747943878;2,20622298224188;0;0;0;0,5;1,19817645181817;3,4131478333907;1,31242615837251;0,521257315073748;4,0016171126634;0;0,5632728587665;0,00256650894880295;1,24192298750483
0;1,6838003726135;2,93730559988753;0,5;0,5;0;3,22072148323059;0;4,20460586957848;0;4,12428273406079;0;0,5;3,13498136407462;0;5;0;3,04441618919373;0,5;0;2,46531536265524;0;0,5;0;4,68454867679838;0,5;4,09939795038635;0;4,62333998066529;2,41978757242662
1,33601376849041;1,63941374124932;1,97781079540859;0,5;0;1,76222860033728;0,891698227912047;2,770581868836;0;0;1,00220292247934;0;1,5024568010133;3,33732487230437;1,4279460899662;1,2881433650796;0;0;3,00074077770148;1,00512109231442;1,38723717345262;1,04392187858183;0,803015992186505;1,35352747019079;1,1968681219485;1,81543799946803;0;0;4,28500270843506;0,745595313955841
1,96396053487619;0,998362103243527;1,15468626662841;0,5;0;3,38173371338366;1,82363009444607;1,65809233098202;0;3,43424606323242;4,20202129576449;0,798326564625989;0;1,83131770222975;1,58768605724335;1,86855283373434;0;0,5;0;4,39310407098062;0,5;1,83715010892467;1,09541590190279;0;4,58677244186401;1,99203478730844;0;0,837025249999494;0;1,5503531324446
1,40462039057381;0,973847156378369;3,12173259799449;0;1,97432864665721;0,84406792388487;1,24749589769519;0;1,19580619465364;4,84819571713367;3,33684114196191;1,98442474053447;1,85641916555186;0;0;0;1,75670112145911;0;1,06996872931252;4,79279897352345;0;0;1,97247238549053;1,38695957809079;0;0;1,45494770559247;0,607397806647885;0;0,990681987484303
0;1,45407675763316;0;0,5;1,73877237655165;0;0,563063288136881;0;0;0;0;0;1,94336792637751;1,2761405749601;1,03774031532823;0;0;0;0;0;0;3,3911873888649;1,84627984596709;0;0;0;0;1,50867586583303;1,63781795261326;0,900226283539192
0;0;0;4,74728359316815;0,5;2,93940229385132;4,88380723068668;3,81191404061947;0;0,5;0;1,83401644175594;0;3,03512204207253;3,51773820049955;0;3,77329035325595;0,289025634527206;0,5;3,38870644569397;0;2,89275419287977;0;2,26708295441562;0;0,5;3,04433144724198;1,5117977859973;3,55958359295483;3,06351366176434
0;0;1,53625432636414;1,87650307774381;4,40841968143751;3,03942336469862;0;1,615961011786;0;0;1,60667920699654;2,76002734748648;4,8369342232295;1,33613241665817;4,68154335333106;3,93851590156555;1,30958975586555;0;4,34187531300908;2,00951302424516;1,09373071933805;0;5;1,06897611360484;0;4,26115922222899;0;1,10256858733602;1,35293466241701;1,39903872199312
0,5;2,61138797719562;1,33929930643146;0;0;3,72635308128146;1,07306971311246;3,70633797007908;3,38001227378845;0,761517695738709;0;0;0,5;3,36526743898414;3,25418518961136;0;3,28273793788754;3,40364502901381;0,5;0;1,95264249246225;2,27213335037231;0;0;0;0;0;2,99120008572526;3,86082841589154;0
0;2,28108574137142;1,95596396455353;0,5;0;4,8851637840271;0;3,0134980958018;0;0,689504604874879;0;1,2141696548621;0;3,5860365752997;0;2,2385618686676;3,25521694321894;1,92850664440939;0;3,89524652058969;3,44752233356588;4,18532720170232;0,5;2,73054201888411;4,50846738112553;0;3,65472541314304;0;4,09531114673955;2,37181687355042
4,18403989364581;2,04415220070824;2,25088667869568;3,44068862378629;4,16812491005665;3,92601243542787;1,39790663234792;0;0;3,21628092123022;2,60947790258074;2,04325452914613;4,12917023158128;0;0;2,80116637833471;0;0,867163293700276;3,86223435401917;2,82157232650629;0;0;0;1,23328589286343;2,49199167429097;0;1,4655630199544;1,47356305945365;1,8432850869574;1,172014839096
0,5;4,99098062515259;1,56283198858743;4,98733381414196;0,5;2,21236604462022;2,75911014236468;0;3,22652797830595;0;3,53624557635572;1,93684525901305;0;0;2,58804305670226;3,66429981014892;0;2,22165381453077;0,5;0;2,0337514691212;0;0,5;2,06662799281377;3,73763840540202;0,5;3,57639812472109;5;0;3,49882223014665
0,5;4,60723272692749;2,6189732614993;4,44955753369702;0,5;2,44973341955325;0;3,2375232722785;3,9758717929832;0,5;3,22745350572628;0,910784225869358;0,5;0;3,12478096369877;3,20216435063731;0;3,82256626050108;1,5;2,99229054059474;3,78595482827442;3,91448344379407;0;2,23674953972769;0;0,5;2,44264054298401;1,80826317184058;3,57828884878116;0
4,66820408760952;0;1,74807885324027;0;1,35217499353559;1,81788275265968;0,59497309224446;2,02791131102848;3,10411134413635;0,5;0;0;4,34221730164355;3,70202589035034;1,57921844631397;1,04720912340433;0;0,5;1,07013916134375;2,57767502850745;0,5;1,87578073906516;0;1,68523678448295;0,757842338298374;0;3,07240581512451;0;2,55699992179871;0,709648863510065
3,39855412552066;0;4,86879079969078;0;3,86825497628574;3,35752168035019;0;1,0754982354471;1,07348502617026;4,45325988738484;0;1,37185194640041;3,17678208191729;2,85147775237052;3,04121629057509;4,13293296430862;0,13064081966877;2,76819464320698;3,38654221705466;2,94702780849628;3,36859143635658;4,02252503252706;3,82835354601422;1,59760045474283;0;3,63316841732392;0;0;1,35651842428209;1,88971454691594
0,5;0;0,740550226178276;0,5;0,5;0;0;3,1261522769928;3,73345517215014;0,549182776850268;0;0;0;3,24087284330319;4,50816917419434;4,61052066162719;4,6739628285514;3,84718161627985;0,5;0;0;4,65472298285678;0;0;4,21947308407141;0,5;1,65981709957123;2,71249202439212;3,47056267525561;2,00619720341926
0;0;2,69309879685431;0,5;0,5;4,33942348479266;2,18680827747416;4,13605833053589;3,76913202403539;0,510430230531111;4,91160620884579;1,3106572242969;0,5;3,1119694617167;3,34594309998022;3,93588542938232;0;3,19121387097575;0,5;0;2,26295544824701;3,22033270086177;0,5;0;3,96881198883057;0;2,80756545066833;0;3,24678890232313;2,69144445643362
0;2,07891603982026;2,72298358903405;4,45294804566211;0,5;3,99151230044268;0;3,93631964965552;3,19853136511451;0;3,74072909529355;0;0,5;3,5673760117811;0;2,15923720978165;3,838719153236;1,01069695130489;0;2,68016947511591;3,72820773568387;3,77341974702357;0,5;3,82353206296616;4,43264579772949;0;0;4,3652889166797;3,8567010447647;0
4,74493540951281;1,33908063561613;0,576066599030079;0;0;4,99339403770556;2,28926751357003;0,159593045711517;1,01581092691785;0,681149498178228;2,76139125961875;0;0;1,52689766163328;4,44500453558052;2,39162529557553;2,08559727668762;0,642056606776107;4,53305480328065;2,73466566332368;0,928839790368844;4,91493566330286;0;1,29946201960531;2,95365967319983;4,62065992859223;1,11016232339207;0;1,14087136049796;0
4,95705259496209;0;2,72084078691939;2,24639396287799;4,05757464424594;0;0;1,73996929113752;1,98230378002967;2,68331418753756;2,40684511671162;0;4,85482447215115;0;3,12649974931334;0;1,67417335960743;0;0;0;1,74384944617928;3,89461651113565;4,07325528844877;1,5316894438731;2,44319611109942;4,10056250500519;1,44612077178719;2,79461694499227;0;0
1,5797774738538;1,44157156997433;0;0,5;3,53005252523816;1,69347116825798;1,34715622074304;0;2,31574383020203;0,5;1,85467084048068;3,84888548024413;0;3,15000482050237;1,6308543540681;1,21419862528061;2,63887312758661;0;3,21968270382829;2,77436317865474;0;1,23827761539178;0;0,641694910890281;1,0660898981458;0;3,52168210480441;0,81869706549621;0;0
0;1,95415752611782;0;0,5;3,37073440541082;4,07907639400991;0;0;1,79603737536633;2,72447908889711;0;0;3,89648847696208;0;4,79475328316668;2,41134524345398;0;2,91544030044016;0;2,43171893313141;0;0;3,88340988982628;0;3,72295953693006;3,52206937061719;2,14989413281432;0;2,16206217518172;1,9247064981259
0;1,74410504789283;2,9937669460167;0,5;0,5;3,0261571742716;1,94547205834904;4,70001117778011;3,79655710737992;0,681169451531567;2,44507169723511;1,47276736445388;0;0;0;3,29794985349195;4,24751627875842;2,448600325011;0,5;2,06829719714275;3,56606334613919;4,94754794051291;1,5;2,58779673724798;0;0,5;4,36484569095301;1,16387749657215;3,43896514570292;0
0;0;0,0591657310724258;0;0,546297753018466;0;2,03276648746467;3,76540217491118;3,91539208819875;0,732390773358006;3,46613203057374;0;1,3231729698941;4,10560379321948;2,88724004285747;0;4,71538390112826;1,43270674926821;0,913073637715109;3,17622591656457;0;4,64472055435181;1,58963771098742;2,59303370145756;0;1,21057952717439;3,95821541592396;3,00612461427512;0;3,6271008083723
3,71423895410925;0;0;0,5;0;0;0;1,4421548938575;1,31434407844876;0;0;0;0;0;0;3,69407913493648;0;1,22692060470581;3,79814308639529;3,62619627063451;1,82622485460072;4,61491819173792;3,42240197370872;1,33248168571502;3,90066149267399;3,097729498566;2,16729800084946;1,19995603160931;2,6072986356948;1,43848489105631
0,5;2,70346300569524;1,96122658252716;0,5;0,5;3,04548447953793;1,57613072105503;0;0;0;0;2,95665216700018;0;5;4,53598141182958;4,51057862933286;4,77329162963354;0;0,5;0;1,71179649406662;3,33555842299739;0,5;0;4,41368353805211;0,5;0;2,64370837977329;3,50950306770834;2,06555209172217
0;1,05384257531438;2,53230315448358;3,23995475389061;4,81563485638035;0;2,98342291264954;1,34160577661433;1,4503436621513;3,25063895934757;2,65303949250516;0;4,93938804927254;0;0;0;1,3270615270953;1,43258717978959;4,35202879894154;0;1,44085029044228;0;4,7903492496304;0;2,63136578334093;0;1,7232615462147;2,02863261896588;0;1,37799827213306
0;0;1,09257454499257;4,67103078573524;0,5;3,43227790176509;1,77495193481445;3,42637724076695;0;0,5;0;0,9592680120651;0;3,86677163414041;3,90305322869823;0;3,45032676889111;0;0;1,87322639714611;3,26022958755493;2,66609185406291;0,5;3,853251631769;2,60963010787964;0,5;3,12000622419641;3,51852607727051;0;2,14751721413225
1,21145372987327;1,9087599811185;3,1040685982928;0;0;3,73523059172334;0;1,40492064990332;1,32938641977002;4,1528830808368;4,88889602659684;0;1,0698309983452;1,1530437013847;0;0;1,92473384548199;0;1,5197163026406;4,5722578640898;0,5;0,511698256019362;1,88206732273102;1,93672075981122;4,21016407012939;0;1,90479475441612;1,41330561806136;0;1,15349271597969
0,5;0;0;0,5;0,5;0;2,15436057055106;4,19228834807514;0;0,858367836036891;0;2,65047907829285;0,5;0;3,36423808725748;3,90255733435161;0;1,33131782772547;0,5;0;1,04309827789809;0;0,5;1,01229937654561;0;0;4,57741699906877;0;4,10925481520093;1,42299178076116
1,77170860767365;3,84584593772888;3,04754854787493;0;0,908316855741812;0;2,95079356569368;0;4,07549551365687;0,64549051115545;2,51928430074793;0,5;1,85505073184848;0;2,10276389122009;0;0;2,2097781753213;0,78742282315503;3,06296920776367;0;4,13335792540263;1,61809334513643;3,91760532554128;0;0;3,59789108047164;0;3,9752735798132;0
1,16479109654426;1,57658932687556;1,28464266042441;0,5;1,87875582085864;0;1,73007162857338;0;0;4,2758489797245;4,69830595781016;0;1,72150940574776;1,63269519805908;1,99409342929446;2,01978140022595;1,32436765233258;0,5;0,951143026351929;4,70530881625847;0,5;1,95698543286742;1,51628656197166;2,07369685173035;3,76754453441479;1,57206105001832;1,46242745149062;0;0;0,585988653165283
3,53788857513009;1,27099657304166;3,1426015725092;0;3,86279381898362;0;1,41144204764228;1,93948068140982;2,26785362850309;0;2,57932345316714;1,01897563693066;3,35895578347098;2,57509681842062;4,71056645443224;4,61618129332372;2,37084938277064;0;3,29902711664281;2,02637482575438;2,19668318480099;0;4,9231653213501;1,89459897433156;0;0;1,83307325226864;1,61238637455385;0,524727463722229;1,82624638910696
3,94261156019876;1,27588659537765;4,3141110661971;0,5;3,9070102176196;4,8269833446606;1,52299770550942;0;0;3,00968888169606;0;1,5371298988057;3,59525154186192;1,01805379056281;3,78431555479035;4,3134956254221;2,16273972539359;0;3,30183933223683;0;0;4,08734243693172;3,68280487213414;0;2,33117055628969;0;1,25817502767694;1,644716459161;2,072065854013;0
4,548863003286;2,23481614479554;0;0;4,08779644038891;2,10049524023221;1,04712920731266;0;1,9584515294798;2,67498631294583;1,15074120562092;2,29373751221864;4,0457250336398;0;0;0;0;0;4,59884190773538;2,96415066719055;1,20875126971339;2,4791854179833;4,40918749822731;3,86960411071777;2,08407493917461;4,12875448871812;0;0;0;1,25453657761893
1,6231358869109;1,99520339723453;1,44139925597301;0,5;4,43562902763282;0;0;0;3,83532623659602;0,5;0,718750774962246;2,62418565276274;0,176461696624756;3,73994859668424;0;0,534912407398224;2,28322841053979;1,21965362514353;4,55878545788991;2,64467427397364;0;1,98132457001196;1,77645262227228;0;0;1,46938386814174;2,56025778900844;1,63578480185745;0;1,96774310756835
3,66501628964442;1,0959319991972;1,75304742658187;2,95383461283233;3,58848604750283;0;0;0;0,704238293321914;1,24265091365327;0;2,84997388829942;2,71190727814655;1,30143414381958;0,98266269987573;0;0;0,5;3,08832002831079;0;0,5;0,764851598890895;0;1,62500709580491;4,12545978842557;3,16973213160864;1,08453429633963;1,49197657149843;0,789296936611318;1,61643297952434
1,59474555104726;0,672677656948882;2,77829944122503;0;1,42375234231528;0;0;1,13226679578995;1,16620917626014;4,51092321123505;3,84640807325319;0;0;1,15749736510101;3,82780236556558;3,92267597695937;1,14981828217852;0,5;0,559377455878713;0;0;3,56221423626981;0;0;3,86129809397333;0;0;0,834992521831297;1,36841700196658;1,62481225497313
0,5;2,06917669860142;0;0,5;0,5;0;3,72028756141663;2,9947144985199;3,70419103126237;0,541839513714351;0;0;0;0;3,79429271947327;3,5872982286789;4,09426223910146;3,13772697985998;0,5;3,65879788606372;0;4,79687130907405;0;2,21619683001945;4,46826409337496;0,5;3,88728864066642;1,12948377715865;3,54093672825998;1,01411371026845
0,5;2,76435684774274;3,74963673239091;0;0,5;3,32684078082761;1,77697975410939;4,20903050769541;0;0;4,10024058450956;1,31327485424153;0,5;3,55981469154358;3,88381471805452;3,70621792818709;0;1,50605773925781;0;3,19103945474654;3,01752087428119;3,59472260931261;0,5;3,20631527900696;4,32447036184579;0;0;0;2,89316511154175;0
0;0;0,976271939918526;2,32654983612082;0;0;0;1,32213221924479;1,30878675603717;3,50245301611836;0;3,78563340184541;4,21257097470228;1,07793619254508;1,53250753879547;0;1,16909006851217;0;4,16097441742242;3,55547647530002;1,72273346303158;2,62639033637307;4,30382741070531;0;1,55157117664421;4,13676767895779;1,05603493287043;2,11332448530631;0;1,83780099769952
1,27090512694367;1,76241669443549;1,23437095025292;0;4,73827882750811;0,810512626688235;0;0,142864778637886;3,56629410552154;0,5;1,40977061884933;0;0,60365013689904;3,57978129386902;0,741060687574121;0;2,59807231677606;0;3,94379037755718;1,12277357937897;0;0,63869301678552;0;0,830399845880643;1,95035056348441;0,840000331401825;2,79319908227455;1,34786879287468;0;0,905741710637576
0,675328111590505;2,6281830666718;1,47931087017059;0,5;1,12136723339621;0;2,70796514242327;5;4,53632525612429;0,732842886696031;0;1,5;0,726869241905803;4,89027881622314;0;4,68342898585062;0;2,88775725704048;0;0;2,28733496288179;4,41812015670264;0,930010219304827;0;0;0;4,99609724525181;2,66225091771327;0;2,99341847374729
0;1,57451926897025;0;0,5;3,73788677609427;0;0;1,79431539624665;0;0;3,61793263611287;2,91862031441118;3,5724418301007;0,384243458509445;0;4,4411350886529;2,68720173835754;0;0;1,33992755801414;3,21583124958716;0;0;1,97676945616341;3,90771895735884;3,58069109710897;2,37779416953111;0;0;0,487404048442841
4,54974027050181;0;0,965795687849538;2,36782642331339;4,94676994669566;3,60966148069578;0;1,64383503452122;0;1,4335421567939;2,98987936786836;3,82689711350337;4,78157140956333;1,50445075356609;0;2,71750050490606;1,77803057002743;0,801572677354129;4,61746032005989;2,90068674087524;0;4,30824283431668;3,65350794792175;1,09260953408322;0;4,82120087781046;0;0;1,53762275331543;1,68131762588458
0;2,42994516223201;0;4,48925938945695;0,5;3,99686696566495;3,61885371739923;3,08872646563161;3,68369158994578;0,5;3,97688031381782;0;0,5;0;2,24871730804443;0;3,37518676806948;1,76716347260734;0,5;2,0077293892427;2,14679074287415;2,98886259411874;0,5;0;3,21957914681154;0,5;0;1,42195822318176;3,74762053915654;3,55969968184815
0;0;4,47122917299682;0,5;1,75197842659055;4,80725232363085;2,51776546357095;4,16146818509394;0;1,28632621596862;0;0;0,969046570811908;3,23892378073136;0;0;3,79071745778933;3,59912220463116;1,2768890616842;2,6985228279133;0;4,52837550478446;0;2,05919082791507;3,06550492721866;0;4,08795997644214;0;4,58327812588926;2,57596368369458
0;1,71397606945316;0;0;2,17394876480103;3,46871945772726;1,10718191513195;1,13437887380569;0;4,72621766791037;3,51116222818902;1,80140036661243;1,71348207244346;1,00435931841115;1,37813484430226;0,611567318439484;1,1783168037321;0,5;0;0;0;3,16665848212627;0;0;3,20727187777277;1,34001088111662;1,94330717341197;0,981969624982201;1,69228177456757;0
1,13052938605218;3,39725518226624;0;0;0;2,60579967498779;0;0;4,06968295717131;0,938424317370366;2,40214815382014;0;1,31221909928705;3,68871283531189;0;4,82533105082127;0;1,37360380514227;0;0;0;3,35813952626574;1,62018016568393;3,24440523667466;0;0;0;3,56270735783629;3,67715594390275;2,12810650101309
0,5;0;0;0;0;4,40031501250356;2,85410348132909;4,72540054923175;4,3373242548375;0,944699087387276;0;0;0;3,1971674907008;4,31750538261491;3,30373299042868;0;3,35306773397749;0;0;2,75576731644374;0;0,5;0;4,20719515309073;0;3,29114296300856;0;4,49421691894531;0
2,08280962988865;1,66277786817531;1,38223551231541;0;0,502324223053793;3,46610713005066;1,90925830691553;1,46154316629355;0,749638744746167;0;0;0;0;1,22040801459011;2,82104025539991;0;0,574620630626856;0,5;2,28392790969644;4,52885211889113;0,5;1,41287804577168;0;0;4,69022082197024;0;0,545172715813468;0,532881617546082;0,960899386769579;0
4,38126112678147;0,286506742238998;0;3,49208314460334;0;4,20074151186307;2,82521041940209;1,81892174427347;0;3,14775390836771;0;3,72384653041318;0;1,7504106106937;0;4,95167027458161;0;0;4,30052006258653;0;1,20192767269999;2,86502168088454;4,46312109076563;1,91586076324613;0,318686813116074;0;1,52777749417712;2,7811820645729;1,71309537566877;1,53066574713712
0,759200840843469;2,82080436675847;3,64918399539272;0,5;1,21007967889778;0;0;3,77410843538777;3,63499940495705;1,55016749284704;3,68354630470276;0,5;0;4,67707808580113;4,81486283466912;4,27910636471543;0;2,33108231254438;1,41227426678514;2,36131559236036;3,61123403609322;4,63235030445845;0,860232559200485;0,904538512229919;0;0,645773426930315;3,1815009090032;0;4,13653472584511;2,05452595793387
3,04499554962152;0;4,47972981747227;0,5;0;3,91276401416993;0;2,75747737929107;2,85253325563508;2,11020613327166;2,47469931024811;2,15564869304916;3,85077449206765;0;3,38179574924605;0;0;2,37325193424395;3,687540411338;0;0;4,82152171610925;3,8375570279721;0;3,0597288417908;3,36100804776;1,41685291492234;1,57721781804097;1,3589884435567;1,05749815565417
4,46851598306956;1,69838993283845;0,601538721984969;3,81878709924351;0;0;0;1,26238396124094;0;0;0;0;0;1,77960008791629;2,06590423642933;0;1,73267559787849;1,39914673748386;0;1,59536755084991;1,45816240248185;3,31093089157293;4,41064180452872;0;2,61181860585316;4,91846066523272;1,78984618689392;2,77420319978809;1,57642372771;2,47704878797617
0,970181529629129;0;4,12144302629002;0,5;1,68980992012183;0;1,02389657497406;4,36194098617972;0;0;0;0;0,598010721662087;4,67869650464444;4,2705758489997;4,11351791821118;3,53844881057739;3,01918050973638;1,17563563220931;0;0;3,63937139511108;0,994959740431495;2,35909478802192;3,72940013964167;0,768876706142387;3,83846814224425;2,8442886173;0;0
0;1,40727248830128;3,84320816599913;0;1,10998970950488;0;0,932890308756796;0;0;4,90256178327955;4,64256580064193;0,717427443581367;1,9604918146322;0;2,25497596303698;3,46196186866703;1,38415494998179;0,5;0;0;0,5;0;0;1,50412725843681;0;1,0094566475644;1,63301148295077;0,798201158083138;1,43000449772459;0,906410277079051
3,14105879754809;1,97150933927461;0;0,5;3,52388520050975;3,39346477780187;1,26603375247961;2,06370045946152;2,94922811163088;2,67573301339323;2,27743947239473;1,94939855809761;0;0;4,83292976013987;0;2,19931014403669;2,47633941773155;3,22465645252944;2,50256460462816;1,18581974506378;4,63220287842313;0;0;2,07652126628744;3,96084406551013;2,43778848648071;1,00215514050897;2,86439031542483;1,48250091657159
0;3,52909687418914;0;0;0,888926661288797;2,18780371415792;0;3,87279345880858;3,00822496414568;0,817800263090897;2,54523814960627;0,5;1,11380306310663;3,19784279921923;0;2,82113658814744;4,80335556799702;0;0;5;0;3,11240215651337;1,95123184283787;2,98965143085907;3,57967143206842;1,28137239454378;3,00698684156266;3,88915041270161;3,57536448565096;0
2,95202926404403;1,54381841004073;1,69070172342039;3,31838850971236;1,8021504372834;1,40413117706968;0;0;1,03258126137433;1,59993560756554;4,03295898951262;0,790914666043089;0;1,92051012484381;0;1,4901260137558;0;0,5;1,71321212463696;4,28089997278568;0,5;0;2,23201745666192;1,77220928099575;4,95732409085954;3,14599991456885;0;1,26325634692947;1,97859861724013;1,0647424680948
1,57467398726133;0;2,21425359612995;2,3319354057312;0,96579402124779;0;0,907417297363281;4,33550647987775;3,57180781782223;0,903002458346543;2,36288596706599;0;1,34703213691108;4,70039458558913;2,72319354942217;4,70854092701736;0;1,07564301978594;0,621951520442963;0;1,43040694968328;2,90336564411566;0;0;2,74354970676058;1,45326957407094;3,37352574634064;0;0;2,41180133652492
4,3020537841609;1,96469097536276;1,85695565671518;3,36486583126935;0;2,02862030315614;2,78016600188807;1,53049305944261;1,56076236188447;2,9941452455214;2,41429538066233;0;4,83156747875343;1,50914890063421;4,60527582261957;2,1393360016585;1,03722236307209;0,678550767096947;4,83053516868061;0;1,6714347850864;0;4,04540274247779;0;1,10938247577724;4,12862989405572;0;1,07985302157693;1,22214678499016;1,09623475936066
0,5;1,91275733193045;3,74518918991089;4,75517892546727;0,5;3,49543762207031;4,63436987606546;0;3,69339266591398;0;3,65002334660386;0;0;0;2,70616888999939;2,29476201734262;3,79090014742264;2,35821771621704;0,5;0;3,39731116983914;3,06959333413727;0,5;1,12771960540103;3,20241192598008;0;0;1,07695333104439;0;4,38780911238296
0,5;2,01523002377489;2,10593901137167;0,5;0,5;0;1,26815953397572;4,37148913711844;3,66855768145461;0,779573606690193;0;1,51695787906647;0;3,79058470241287;0;3,25784247473713;4,22552923635837;0;0;2,15269332945007;1,42411925616866;3,00520733278487;0;1,7896146573078;0;0;3,83057073076748;1,6525098628609;3,42979104557531;2,67405414752385
0;0;0;1,48267443407451;4,48280054865535;0;1,75930289586974;1,08574672093883;1,30993970078879;3,96572664867422;0;0;4,84713243127201;0;2,09905442460396;5;0;1,58840655725841;4,16776389357064;2,46749527774169;0;2,66262057920109;4,07510179377864;1,44313198069256;2,61679649353027;4,39770403243494;1,17562472820282;0,228978708386421;1,99475775472576;1,47812730654987
4,78909317207946;0;2,4492307186356;1,0306752482572;4,60983866574701;0;0;1,03456366808832;1,93964610013163;0;0;0;0;0;0;4,94750701121404;0;0,713306540955466;0;2,13119789777845;0;2,57710734129749;0;2,56076446993312;1,31173409256699;4,29973087101231;1,84944707194783;0;1,50244639418202;2,63064602372732
