hightec;makup_beauty;boy_toy;girl_toy;gardening;hightec;sport_stuff;gardening;music_pop;boy_toy;books;books;boy_toy;both_toy;music_pop;sport_stuff;boy_toy;sport_stuff;books;girl_toy;makup_beauty;hightec;books;both_toy;sport_stuff;hightec;movies;boy_toy;gardening;boy_toy
4,5;0,5;0,982701420783997;0,75;0,60276382747235;3,80890250205994;3,73691404552055;2,97667407989502;2,26864060120128;1,31109756758022;3,53153352510721;3;1,5;1,5;3;3,89192532323856;1,70493443762182;4,56003708930688;3;0,600300640147319;0,5;4,5;3,66588495563058;0,5;3,59275398803537;4,5;4;1,21613443606353;1,30891818730576;1,28477871338128
2,25;0,5;1,25;1,04133253639626;4,55555629730225;0,881391046047858;1,5;4,5;0,5;1,65201211122424;4,2742289645943;4,5;0,525802654459049;1,29957446493189;0,5;1,64356291091235;1,73922444681601;1,5;4,4962902262324;1,5;0,5;3,77018650610474;4,42837628090213;0,516571844702853;1,77031055920306;2,21133315689458;3,62981910008463;0,981318107331785;4,55741766493647;1,25
1,25;2,81515354375129;2,37375569343567;3,16572553579031;0,5;1,02508361475779;2,03618478962974;0,5;0,5;1,34488376874704;1,41127455234528;2,40444493917955;1,25;4,47866010665894;0,5;3,11235468141379;1,25;3;1,72317266497909;3,7956189749742;2,90844199289961;1,10376395383094;2;2,1666763444276;2,11681469721571;1,07370394495023;1,79655297277335;2,04909181594849;1,5;1,25
3;4,8518278085868;0,5;0,5;0,5;2,74329474044186;3,90460269521205;0,5;3,01751907775994;0,5;2,89011351107159;2,82681033659112;0,5;1,82250298830797;3,2517386438566;3,74777686584172;0,5;3,5;1,2756494173201;0,5;4,430591248642;3,71382588879849;2,1584252962649;1,25;3,5;3;1,75;0,5;0,5;0,5
3,33103931058712;4,47379229472661;0,633607978761945;1,5;0,733001103733201;3,5;3,26952792902921;0,676252752391739;1,45967108032651;0,792806406408924;4,72587830374291;3,55861511014337;0,886824164952535;0,5;2,34179927936839;4,48638011491223;0,848080922778733;4;3,53311944007874;1,23139417368518;4,3245833112507;3,40111808544077;4,52744588978935;0,5;4;4,14060207183501;3;0,840802932549642;0,743322730064392;0,845719717371147
3,03678214784562;4,67601165719145;0,5;0,5;0,5;2,71530219014515;3,26559957408607;0,5;2,5;0,5;3,31495881080627;1,12283768510578;0,5;1,66339989060694;1,08036907253804;3,13200623967313;0,5;3,90734889773063;2,33705050746773;0,5;4,63100607908843;2,02809306794223;3;1,13775005943037;3,5;3;1,75;0,5;0,5;0,5
2,34660250756266;3,5;2,25;1,41539525985718;1,01304456219685;2,06972077631844;0,919726843442641;1,75;0,5;3,11118729883395;4,5;4,56769761702404;2,95157103377933;2,0669149626358;0,5;0,57927281250212;1,43479477029051;1,68733412944122;4,84419759867908;3;3,56891323838798;2,88469965983401;4,54440490833689;0,990000131069683;1,25;1,49551724199928;1,61899392615026;2,25;1,75;3,83001227180008
3,5;1,44422042369843;4,5;4,08525674700982;1,49413947015728;3,09353445055593;1,69788524634106;0;1,29965972565099;4,04433978630432;2,36611747741699;2,2371364637451;4,5;3,25374805240601;1,12475002865528;1,10610444615879;4,56384229660034;1,5;3,69059416451053;4,5;1,44081313090437;3,5;3;2,01694268920316;1,5;4,63648110890597;1,75;4,58682390143481;2,25;4,5
4,73952702234477;3,1783838566292;4,07604134691695;4,67899456372438;2,25;4,5285342785197;1,12567702686678;1,55321871561614;1,23033639147428;4,5;3,47452699368565;1,12616050243378;4,89279092843309;3;0,988421852695021;2,38614630699158;4,67319142384138;1,3724183991423;3,0557480701505;4,96008242385466;3,37393274827578;2,0518197026345;3,48238545725233;3,14956990682966;1,7059555518003;4,40018737521031;1,75;4,39622284164476;1,71927469559911;4,36484509770053
3,05125155581685;0,5;3,18631073841188;3,36727779748257;3,5;4,50896528992288;2;3,999388542026;3,18343473001543;3,045309029075;3,49310338287293;2,5;3,5;2,48014002921066;4,23951816558838;1,985292682883;3,97329843229302;2,75208218849827;1,61738143051853;3,5;0,5;3,14711375448253;3,08274417467543;1,30972720790176;1,13027852500336;4,38211283338355;3,04513391761348;3,5;3,5;3,1738165059005
1,88081836700439;4,96832447078467;0,87091461982155;0;0,75;3,03019836499831;4;0,861726728902071;2,94704256949343;0,732110928386501;4;4,19614739026695;0,614169563452792;0,5;2;4,42461978989868;0,596962757453771;4,42643457251901;2,34818935394287;1,97183648355856;4,46912439282477;4,88257088041053;4;0,5;3,84165632391426;4,06954722715055;3,58723115921021;0,934716919639482;0,75;0,75
3,46654543069496;2,5;4,06276427864226;4,25901033555111;1,62406414450336;3,00770688056946;1,32207858158372;2,25;0,831172776097047;4,46972450170187;3;2,32739615440369;4,70055296164963;2,42795094774475;1,52075361764094;1,5;4,93063434163604;1,64998692537192;3;4,41800832907577;3,07639450583439;3,5;3;3;1,5;2,18218947629546;1,98828074172525;4,65106146486991;2,25;4,5
4;0,5;0,5;0,5;0,75;3,61396199959049;3,39953279327579;0,75;3,12673163414001;1,5;3,23954517265761;3;0,5;1,75;1,03818023532544;4,87281497655102;0,5;3,27424779453978;3,09006762504578;0,5;0,5;4;3,99664325546317;2,35720713197124;4,53888212402299;3,04360716698859;2,25;0,5;0,75;0,5
3;4,09378206594558;0;0;0,5;2,22538885950362;3,46402835634725;0,5;2,5;0,5;4,85441541671753;3;0,5;0,532543351656079;3,08855373323362;3,29770477875029;0,5;2,92553758621216;3;0,5;4,15580197803481;3;0,825865209102631;1,26417863008761;3,5;3;1,75;0,5;0,5;0,5
2,97253852476018;4,5;0,5;0,5;0,5;1,30333042144775;3,5;0,5;2,5;0,5;3,37286275549459;3;0,5;1,65903374746397;3,68990662074178;3,9346627932669;0,5;3,18679955191296;3,74337582604185;0,5;4,68591447020225;3;4,44285719815775;0,759900615205942;1,43336236476898;2,52790252609546;1,75;0,5;0,5;0,5
2,25;0,5;0,533228501692986;1,49293791898197;4,52304678760611;3,10617903694798;1,58742661428984;4,26152464666475;0,5;1,38712367899116;4,81906265011945;4,42195888861174;1,25;1,09586758008034;0,5;1,77101334406576;1,25;1,5;4,25157258485051;1,73675672557985;0,5;2,25;4,62809511070517;1,25;1,95734822750092;2,25;1,8538076877594;1,25;4,5;2,60804748535156
4,64715932572594;0,5;0,5;0,5;0,967817048061554;4,49455766170032;4,30318636321611;0,75;1,2914142256097;0,5;2,65276986018418;2,91856208765812;0,5;1,5834346285944;2,5;4;0,5;4;2,33090760574253;0,5;0,5;3,14527536190361;3;2,51542188623707;3,50146830757217;4,37296997167774;2,25;0,5;0,866809378548902;0,5
1,43762338161469;0;0,541249215602875;1,90893436824388;4,84463871682279;2,25;1,89062841417763;4,5;0,5;0,52733995138078;4,0479638334587;4,5;1,0376956633002;1,03978000932363;0,5;1,45161637032945;1,25;1,91540148431221;4,55428991492572;1,5035194603277;0,5;0,821671431801129;3,14363622665405;1,96930347078913;1,86361801291984;0,770180472298609;2,95561201053467;0,729848152133565;4,4129931910024;1,19595769778637
4,22364569558932;0,5;1,5;0,75;1,9894530547268;4,5;4;1,4454647502608;3;1,65486650106258;3,50275360583456;3,90804002243469;1,03477150063718;0,5;2,88274669647217;4;1,92730167644438;4,5426941893728;2,6244652991297;0,75;0,5;4,62593446421713;3,75741316646217;0,5;3,53925136874395;4,5;4;1,24360839568247;1,85663599444397;1,08019717833036
5;2,73306359058854;4,06359303978439;4,54133887008826;3,95261383056641;3,45719165143426;1,5281382992529;2,25;0,646458553218496;4,51292415685622;0,885450184345245;3,35043852094116;4,5;3;1,14244885027523;1,93211023226944;4,17692850026159;1,92346676482049;3,18893325570455;4,33161875108798;2,19441977059209;3,5;2,04749540241784;2,13824828627438;1,5617795673021;3,49363504885399;1,08084044050464;4,5;2,67168807199769;4,74161913978943
1,75;3,5;1,53293430993004;2,70347223277365;2,6859254861185;2,27301531274478;1,3320729454663;1,75;0,5;1,74762089073082;4,59543031854342;4,13905078924217;2,25;1,87122930370794;0,5;0,831298522106976;1,94527316093445;0,930924569457269;4,17750182616408;3;3,5;2,17356150302736;4,23299428039835;1,3848985011619;0,943261810319154;2,67514196279232;1,79720056652892;0,604539506651712;2,50430276314928;0,1198500841856
3,2014996284626;4,05434941037295;0,5;0,5;0;3,66342606193546;3,96117302540744;1,5;2,5;0,5;1,00317327119558;2,66932047236214;0,5;1,25;2,30353097445496;3,5;0,5;3,5;3,1530775381965;0,5;3,12240386009216;3;3,79265521596775;1,25;3,03640097940173;3;1,57779014789396;0,5;0,5;0,5
4,65793244617895;0,5;3,37975185195904;3,3781261236305;2,27348109766537;4;1,35291401127023;4,89942007600303;1,35532390715337;3,0344904447135;2,5;1,84264778990422;3,82775735567685;1,08048288434766;1,52657464916193;1,09498749491525;3,34882280153633;1,51149993972457;2,5;3,12855335517253;0,5;3,18942547225832;2,26720359235406;2;2,88307897741118;4;3,5891446939619;3,2201303053741;2,37599887856096;3,33657816952866
0,709354932517444;3,5;0,962049919628561;3,64950738504972;0,5;1,42179407618092;2,83289320340049;0,5;0,5;1,85895333921488;1,13225144619693;2;1,48865928663344;3;0,5;2,95854287080399;1,25;3,12580321409078;2,74689046188579;3,51842485019864;4,53312334256858;1,12030232470497;1,34176844281227;3,88604038948474;2,87786715984245;0,716938175827702;1,93284511423337;1,25;0,5;1,32940778524122
3,5;4,03252366186703;0,903456648999572;1,74169690289614;0,93464817965154;3,5;3,46288364402153;0,504417604768843;2;0,656933985257956;4,58893624301485;3,57887418036297;0,624265822406982;0,5;2,83793165713452;3,94170916310591;0,734373351901012;3,75966694241374;4;1,64078743366561;4,38751173409983;3,5;4;0,5;3,21447207695547;3,5;2,3090239354917;1,63355147838593;0,917710595958731;0,75
3,5353639125824;2,42225909066492;4,01859151107193;4,14696788934384;2,14421672404009;3,95335292816162;1,80986165339586;0,946547662814403;0,752578626737268;4,5;3,97396555169205;2,66297888041613;4,63364855555522;3;0,548917630710135;1,5;4,18784884651557;1,44701851692378;3,70194041994491;4,86499474005075;2,20050421645888;4,66672479532041;3;3;1,5;4,34043529785258;1,75;4,5;1,17075791148038;4,94854769620511
