movies;music_classic;music_rap;makup_beauty;hightec;books;makup_beauty;books;books;hightec;gardening;both_toy;movies;both_toy;girl_toy;hightec;music_pop;makup_beauty;makup_beauty;boy_toy;boy_toy;boy_toy;movies;sport_stuff;hightec;gardening;movies;hightec;music_pop;music_rap;music_classic;hightec;music_rap;music_rock;music_rap;music_pop;movies;movies;hightec;boy_toy
3,32059771209983;0,719718667315188;0;0;3,93877105179186;3,22543430328369;0,5;0;2,03063680512395;3,63023526437126;0;0,947967864083111;2,08399424519576;0;0,5;0;0;0;0;0,5;0,5;0;0;0;4,7179225402502;0,910550397779118;0,788877414208314;0;0;1,56864112362668;0;0;0;0;0;0;1,72145349845358;0;3,03871176486775;0,5
2,05875905279944;0;1,44978530283542;2,41838547280914;0;0;0;0;4,2932912149901;0;2,99588304082671;0;0;1,88627028465271;3,60348987579346;0;0,5;0;3,94377401375388;0;2,3742344793278;3,52571129798889;0;0;1,78285960470459;1,28741097450256;0;0;0;0,811033048579019;4,88900406839745;2,52627732862079;0,570072535225224;0;0;0,5;0;0;0;0,76488085988205
1,18704878826954;0,5;0,83884677586092;0;0,603448133731004;1,61450780025428;0,5;0;2,36208377190031;1,38204091036787;0,5;3,03143255740005;1,85873756877088;3,0281035900116;0;0;0;0,5;0;4,61037725285179;0;0;0;0;0;0,5;1,03376239679463;0;1,32487915541273;1,84716078445649;0;1,67150568962097;0;1,33607181666236;0;0;1,84805083174633;0;0;4,39867613715989
1,13562178611755;0,864309507591794;1,4439487780649;0;0;1,57755189089922;0;2,34132619823391;0;4,03408240388803;2,67473035756253;0;0;2,38528272574082;3,3924992938491;0;1,25860926288115;0;0,5;0;0;0;0;2,31106706955986;3,77369621618357;0;4,84390716014612;0;0;0;2,21153178634659;4,50261483038897;0;2,94712651378807;0;0;0;0;3,37489228526824;0
2,34933864155288;0,737360408407338;0;0;0;0;0;0;4,97707683778232;0;0;0;2,65972265725011;0,5;0;0;2,58464475701779;4,14480859467052;0;0;0;0,546527362683102;3,48877093917167;0;0;0,895019985919362;2,08296751976013;3,6350564956665;1,48932198830383;3,24081678839438;0;0;0;0;0;0;1,0826416015625;2,04442526309026;0;0
0,272260755300522;0,5;0,78260008934075;0,5;0;2,17733352965551;0,5;2,15649199485779;2,23524840047362;1,88989086769982;0,5;2,73781125095571;1,33810998142609;0;0;0;1,54491233990756;0;0;0;3,87222525424893;0;1,35343690326132;2,10756876604053;1,78567134672109;0;0;0;1,74792131117914;0;0;0;1,61180259618526;0;1,55775202138245;1,11367280367467;0,487623035907745;1,38422263384993;0;0
0;0;2,69635199555026;0,5;4,7676203007659;0;0,5;0;3,27598847321979;0;0,566384204694249;0;0;1,375328839;0,5;4,30191467949278;0,975781440734863;0,5;0;0;0,5;0,5;0;0;2,9938600063324;0;2,12211290915595;3,58175588705659;2,31051245439356;2,03671530496176;0;3,85476247167902;0;0;1,70630543805021;2,31414303803544;0;1,55910441258881;3,65429857496838;0,5
4,92263174057007;2,23688437172067;1,2186740540055;0;0;0;1,5;0;0;0;0;2,54561493431479;0;0;3,77575558832649;4,09907722473145;0;0;0,5;3,21937362533965;0;0;0;1,21686798530485;2,99233841896057;0;0;0;2,21213674545288;0;1,15247987543814;0;0;4,58140516281128;1,31912279129028;3,41811857950786;0;0;0;0
0,82648349312436;1,47592987747673;0;0;0;2,93101000785828;0;2,5468787274076;0;0;0;0;0,738337951124803;3,3537032107607;4,89150982065662;0;0;3,44842015134563;0;4,54589756510495;0;0;1,34094004861123;0;0;0;2,61914462834557;0;0;0;0,945046839511509;0;0;2,42704069122069;2,08766069686397;0;0;0;3,92757557375709;0
2,86517948790695;1,21585111236938;2,92318907190263;3,48685569105989;0;0;0;3,27624262928788;0;4,09138127467194;0;3,92957151491641;2,67497544697252;3,9568491242625;0;2,30585962129098;0;2,88570046424866;2,35774412255629;4,98554794536231;0;0;2,65974788864131;1,40996310227083;3,96643258489968;3,40888520069834;1,397008165902;4,42783150376185;0,612028129218159;1,23192838124555;0;4,42985346188296;0;2,9584756241918;0;1,81545834514101;1,21707985746538;0;0;4,90150756989676
0;0;2,10553456661549;0;0;2,40880722944104;0;3,26189468394122;3,67701232790808;4,54826635566925;0,916095422308936;0;0;0;0,941326599075145;4,58780709402068;0;0;0,5;1,68983788634177;1,16484950443956;1,71191650848459;0;4,64845358191452;4,94134361247595;0;0;0;0;0;0,652894141689359;4,38381773111588;0;3,92610408781381;2,53292229889562;0;3,01446325053203;3,4275794571394;4,99499575560679;1,05842640719303
1,30601453376283;0;0,773660038725315;4,15214872360229;1,25057245709494;0;4,86437735886517;0;2,2236382007709;0;0,5;0;1,44196549125107;2,51029306953321;3,3995708797125;0;0;0;0;0;0,598373586357745;1,57011213575961;2,15598964691162;2,72208492118962;1,940007417202;0;0;0,737495053902965;0,5;0;0,5;1,16860685342392;0;0;1,63081286015493;0;1,6574952558882;1,76186017541301;0;0
0;1,65339957464179;0;3,76509785652161;0;3,50494061573639;1,29598768255487;3,83060911662439;0;3,84011419435968;1,54599632138666;0;0;0;4,63178116438528;0;1,23985953616903;0;0;0;4,90802796134168;4,39642654796896;0,888405540906082;0;3,80668139457703;0;2,58745646476746;0;0;0;0;2,7715502813326;0;0;0;1,74957162339686;0;0;2,9148888121894;4,09021840993791
2,23841218312197;0;0;0;0;0;0;4,85742537111855;4,10410689707105;2,83008224648893;0;1,18522678929624;0;0;0;2,50759968930278;3,42399673416465;0;4,20434061354228;0,5;0;0,5;2,62230514833811;0;0;0,5;1,96688930875011;3,03611701775161;0;2,37947977771027;1,23360163100697;0;0;3,20367675563492;4,71430493319142;1,0794604672489;2,03200123297609;0;0;0
0,9844774494341;0;0;0;0;3,54644747336695;1,63963846659271;3,14766306297279;0;4,79605136010612;2,75817816693251;0;1,90067219734192;0,479818224906921;0;0;0;0;0;0;4,63476472098137;4,11195868072657;0;1,37910661444958;0;0;2,21837652880623;0;0;0;0,531182082617275;3,06804363712112;2,06662923892337;0;2,02144162963212;0;2,56138742717979;0;0;0
0,512297714833309;0;1,06892968903712;0,5;0;4,1508944384525;0;0;0;0;4,05716417220289;0;2,97222609514009;0,509985738438547;1,8627126374574;0;0;0,5;0;0;1,12967587617677;0,565660923749982;3,12128116219364;1,60180790098468;0;0;0;0;0,5;0;0;0;0;0;1,04420941208685;0,5;1,83207968754325;0;2,32438802719116;0
0,798620811802624;0;1,28666960461376;0;0;0;3,46981951895627;2,12096058303535;0;2,65279955912977;0,569244775022028;2,45699868558766;1,4928419096362;2,20915749865079;4,05901249640575;0;0,644328411270086;3,77305785090339;1,97815367531877;4,67781796244803;4,2158741085864;0;0;1,63434571150427;4,54057170010199;0;0,603292234755723;0;0;0;0;4,61955889576094;2,90187135241082;2,51323011494858;0;1,44590934247054;0,796723022031003;0;0;4,9274860475806
2,93654591354381;0;0;0;3,15297362029225;0;0,5;1,29846938527118;2,55629029895938;4,65913554730785;2,64875301516091;1,79982990808777;2,68295811334763;0;3,21909689903259;0;2,1379494723575;0,5;0,5;0;0;3,62864836194955;0;0;3,53033874487986;0;3,69465569439095;0;0;0;1,56662868106115;4,33292100547483;0;2,27889388440125;0;0;2,90807069694068;2,05687832832336;4,19800868499931;0
2,25306314218466;1,02830867843158;3,4054626628782;0;2,89324827254435;4,2774942960951;4,00811269833153;4,67844660006391;0;0;0;0,818888642275188;1,96959477521926;0,861423009476356;0;2,66567233515236;0;0;0;0,5;0,5;0,5;0;3,91704135430839;0;0;0;0;2,18435835614072;0;1,57050787823764;2,41135092657588;4,41655331264089;0;4,18701286203554;0;2,11666698596285;0;3,1093677399258;0
0;4,88960765297041;0;0,5;3,03111898108903;5;0,5;0;0;3,4788808834175;4,63557133946362;1,56949325584317;0,665042364115381;0;0;3,37982665276147;0,5;0;0,5;0;0;1,59305729395387;3,44897257138461;0;0;4,22903818601232;0;0;0,5;0;0;3,38619416527739;0;4,42368507385254;1,97730464417362;0;0;0,700823654048528;3,76301831624611;0
0;0;0,526140984392791;3,72575172117248;0;4,39755447320526;4,14635663812345;4,11880397796631;4,71160041620564;0;2,41001356319059;2,91158457957748;1,33279654492289;1,02998781741131;3,98758792597223;0;0,5;0;2,02565081279057;0;1,48907337267374;3,85508947626459;1,4334586125023;0;0;0,553682710301915;0;2,00287892157346;0,5;1,62207022012308;4,79449269072828;1,84520769065488;0;4,41319619883466;0;0;0;0;0;0
0;0,932017305601396;0;4,45743906705521;3,8485050591866;0;4,01464133850049;4,89790942328885;0;0;0;0;2,67535180071152;0;1,40275896778459;0;0;4,78573414813063;4,95179080963135;0;0,70534007423806;0;0;4,95598970351554;0;0;3,9511224617954;3,876389503479;0;3,2746024910708;0;0;2,08911383621819;0;0;1,87655947584499;0;3,62160325050354;0;0
4,68428593952408;0,606367247927174;0;0;5;2,77476931399422;0;1,3945415019989;2,70384650710218;4,62178204051302;1,0191807362806;0,5;3,64754195448362;0,5;0;4,69435252281574;0;0;0,5;1,55928185608205;0;1,15171932156743;0;0;0;0,504352771213442;1,00816786289215;0;0;0;0;4,27500060818857;0;0;0;3,01131664170479;3,5636835166084;4,61948671826138;4,35752323612455;1,79429434602814
3,38935659541253;4,59113755384047;0;0;2,40736044124112;0;0;0;0;0;0;0,689052908303706;0;0,147136688232422;1,21724526966794;3,47838537091314;0;0;0,5;0,912812809884927;0,66192805891015;1,60532244835297;0;0;2,06336087340646;0;2,83890675838986;0;0,5;0;2,41907000541687;0;0;3,4378218792555;1,06489611676191;0;0;0;1,96214830875397;0
0;0,976354982460083;3,14712223370891;4,7284984680491;0;0;4,5098072167066;0;4,19176284279291;2,18076404704748;0,535038562042191;0;0;0;1,82533430160272;2,6315811903363;2,5166709318369;0;0;0,534816826709926;0,993635368297638;0,607599064292199;3,00618836703067;0;0;0,567724800933024;3,76526568167157;2,2624791750044;2,80632833289277;3,60353593602941;0;2,19205532418194;0;0;3,14185027086262;1,0949784908886;3,2396332590094;0;0;0,816314834317339
0;0,58148948782193;2,44821812978397;0,5;0;3,27464031953115;0,5;0;3,56754866781065;4,97270626713182;0;0,5;4,73039491648338;0;0;0;2,63264393806458;0;0,5;0;0;1,84847504964493;0;4,31518840789795;0;0,991753070378561;4,96108340190774;4,86498074832604;0;2,17480573252533;0;4,10722776181401;0;4,03476547777409;0;0;4,47904456289441;4,76547948166983;4,36422238748717;1,49415547423724
1,14862069843738;2,68389016561391;0;0;0,52272905247413;4,28382905166774;0;0;0;0;0;0,758059273128425;1,44956190020291;1,2089321008925;1,69199210484139;0;0;0,5;0;0;0,91640823703092;1,91338455160772;0;0;0;0;1,39701772848937;0;0;0;0;0;0;0;0;0;3,1017727209729;0;0;0
3,9361066333652;0;0;0;0;0;0;3,67505581801527;4,88823800156277;0;0;1,5;0;0;1,79535837368824;0;0;4,80224516699195;0;0,546923369656747;0;0;0;0;0;0,588871438563276;0;3,90243124961853;0;0;0,775197836000099;0;0;0;3,49228485184362;2,75482817169038;0;0;0;0
0;4,45878040392826;0;3,53530883627725;0,925927303929779;0;4,3592431695942;0;4,90324401855469;0,267175883054733;0;2,17922012469695;1,06026596206253;0;2,72986106981051;2,47926211845095;0,5;4,36443609947545;0;1,92071010215241;3,37971696950482;1,28860005051298;2,44664982773673;0;0,659409422268816;0;0;1,8698455907264;0;0;0;0;0;4,06134195395808;0;0,5;0;2,17483673113158;0;2,29807406398378
0;0;2,10723301819862;0;2,78114938735962;0;4,74124334321415;3,09238989562373;0;3,03798533372487;0;0;2,4469571413691;0;0;3,95032970884365;0;4,51077865041363;0;0;0,5;0;1,43687755448598;3,12372226460079;0;0,5;0;1,04621076583862;0;2,99210159200807;0;0;2,72443628311157;0;0;3,64260015666606;1,98490713512753;0;0;0,5
1,09165977318383;4,20300010554632;1,97410216134698;4,91889822060191;0;2,21031785011292;0;0;4,96623181643255;0;0,811693487601212;3,32231408768441;2,46819043159485;1,72994421596171;0;0;0,5;0;2,2932665348053;0;0;1,39032268030118;0;0;2,22207188606262;0;0;0;0;1,54312741083239;0;0;1,40691281524809;0;1,81752058668878;0;2,58295228499125;0;3,00830507278442;0
1,80048369420715;0;0;0;0;0;3,95874885095225;1,95867478847504;2,77394654405021;0,974186821130191;0;3,63403114193772;1,60848331619449;0;3,28833854677544;0;0,5;0;0;0;1,77655130311686;0;0;0;0;0;0;0,515121843905711;0;1,97917536761573;0,5;0,885175096283283;0,783450939824549;0,749900072929403;1,9516355790904;0,5;0;0;0,72830688218973;0
1,46069653633083;0;0;3,24310759605985;0;0;2,33178358773318;0;5;2,74763604567742;0;0;1,68483208058627;0;3,0420531328032;0;0;4,92511297712341;0,286483228206635;0,799008315102667;0;2,12741389224651;2,8960276338719;1,56798824950493;0;0,848624729248055;1,47197953912987;2,02044063271975;0,5;0;0;1,80529902121299;2,9017927646637;4,48711238963861;0,676885478513728;0;0;0,985174417495728;0;0
2,36841221264024;0;0;0;0;0;4,50727137294936;0;0;0;0,5;0;0;1,47850625309092;0,5;2,7180900521195;3,31043746104019;4,33133591354421;5;0,5;0;0;0;3,68968664793749;3,34691989857094;0;0,685506367211;0;3,40919822985735;0;0;2,41506017857001;3,78384094069891;3,274340778717;0;3,90770004126602;0;0;0;0,5
0;1,78295361007701;1,83164359900711;0,5;3,48042682673802;0;0;0;0;0;3,74783635139465;0;0;1,39687545802299;3,13856176712483;3,45433471931812;1,06635152970736;0,5;0,5;3,0874626641569;0;0;0;0;0;0;0;3,17390687585525;1,59394668955074;0;0;0;0;3,59430133904996;1,83500714732102;0;3,55271976187486;0;3,89211192209838;0
0;0;2,08961242394969;0;3,41086354405194;0;0;0;0;3,65664339065552;0,812894929578944;3,48910333471797;0;3,31674028342438;4,34871776231971;3,17583971059687;1,85439104696475;0;1,14939559863386;0;0;0;3,7089946269989;1,04907125655984;0;3,92434916571916;1,45857982219131;4,48262992942828;0,919392622736931;0;2,53686418805125;0;2,33132157164222;2,20468168948064;1,82407803219933;0;0;2,60547676873648;0;0
1,53390273569799;0;2,53083152767775;4,6068837305563;3,96199562864471;1,27540882130871;4,09362524985039;2,06075537812931;3,91980321096247;2,78037956952135;0;1,70827423301911;1,30086376206058;0;0;2,48202976793145;0;0;0;0;0;0;0,70201588408184;0;3,28567701824274;0,5;3,98129534721375;0;0;1,61828248045327;0;4,1572527885437;0;3,21422158331341;0;3,6780279384358;0;0;0;0,5
1,17496930303749;0;1,4696396454096;0;0;2,59912338182289;0;1,53046501731987;0;0;0,5;0;0;0;0;0,605828834514054;0;0,5;0;0;0;3,17465700031009;1,20618393561159;0;0;0;1,55195983338727;1,77605032920837;0;0;0,5;0,743527427196283;1,36381081089555;1,13230813114546;1,9525295230339;1,14676595229971;1,19868839215426;0;1,13100721716462;4,71487664697453
0;0,556332258533841;2,79736390281346;4,11837244033813;0;3,79234647750854;4,99728956585624;0;0;0;0,851288148365583;0,5;2,92643477717714;0,5;0;0;0;0;4,5696710639492;0,656402433596739;0;0;3,53957860616016;4,09739964413336;0;0,976683791250309;3,82017636299133;2,67424178123474;2,5482694187892;0;0;2,83259736971585;0;0;2,92772345940011;0;0;3,94184912086551;0;0,957258783260946
1,82485380993451;0;2,10686111450195;4,43047212317142;1,81955377353335;4,76158046722412;0;4,25989575137379;0;0;0,523670356033216;4,88019323348999;1,09411563821794;3,48231034236136;0,757492899894714;0;0,5;0;2,58348022940731;0;0;0;2,71423734245553;0;1,20489563429956;1,49826728971594;2,32437328590284;2,66358207616191;0,5;0;0;0;0,527449934523296;4,05057576254503;0;0,5;2,10303482650921;0;2,77154922485352;2,21299997959891
0;0;1,29808388734147;0;0;2,0700146057969;0;0;0;0;0,5;0;1,58853309861782;3,83501269008732;1,51324052387534;0;1,38548821182246;0,5;0,5;4,05452993002466;3,12597348267491;3,58456364394378;1,45350376630831;3,42653170946358;1,90546120279723;0,5;1,59515368938446;1,91702274252522;1,44757776728253;1,36329173499872;0,5;1,1907639821017;0;0,840287173092499;0;0,547776305371791;0;0;1,16169622850683;4,43194609295202
0;0;1,01300430297852;0;3,00080640241541;3,86528207495123;0,5;0;3,38885164260864;0;0;2,59940505027771;3,9274193350819;1,79908662885385;0;0;0;0;0;3,42947507623093;0;3,75761060824506;4,5911884794902;2,71273052120243;0;4,8113895136916;0;3,20540468311189;0;1,45712334451132;0;3,44344117978748;0;2,11220483393977;0;2,10042652492431;0;0;0;0
0;1,80444127009457;0;4,47985418582328;0;1,44528375214212;0;2,7325916950277;0;2,29902359298385;0;0,866671116727717;1,0116620906683;1,45126230802911;0;0;0,871563792228699;4,32986316891846;4,74186640407046;0;0;0;0,789695102390691;0;0;0;1,11247421922743;0;0;0;0;3,05258065417995;3,72025396056485;3,83495149148393;4,31029019845198;0;0;0;0;0
0;0,552273354983084;1,61514622281079;0;3,77432747966346;0;0;0;0;0;0,585371730888901;0;0;1,77295046172708;0,5;0;0;0,5;0;0;0,5;0;0;0;4,19598129540495;0;0;0;0;2,05281062473208;1,5758228302002;4,03148287675878;2,47332692308041;5;1,98303501726269;0;0;0;0;0,5
0,962550068256701;0;1,07411495995434;0,5;0;0;0;4,39057213458725;4,57109106824318;0;4,60210405271598;1,43232992451281;2,56900643490674;0;0;1,84254496607117;0,5;0;0;1,34212065131502;0;0;0;1,48520145261902;1,04864723773145;4,06462328837468;2,45052954668669;0;0;1,04540118949739;0;0;0;3,01397571713383;1,51712688408658;0;0;1,62285972299187;0;1,42566684443767
0;0;1,20067954352157;0,5;0;0;0;0;2,82550683004107;3,36829822993292;0;0,527910968068946;0;0,702100478439639;0;4,05968539745532;3,34004550582731;0,5;0,5;0;0,5;0;0;4,2902783962387;3,40670536384299;0,578052138713213;3,71890546834045;0;0;2,13687118940841;0;3,82513649520703;0;4,46735570135869;0;0;1,76286042400769;0;4,67245231553561;0
2,88491491642078;0,969596883267908;0;0;0;0;4,89220202383222;3,67512494450208;1,03667164968172;3,59593152999878;1,5;0;1,20974325561418;0;0,5;0;1,1615134976625;4,04560655450709;0;0,5;0,5;0;2,56764561336844;3,03618764972137;0;0;1,34591159520015;2,88833660580606;0;0;0;3,57839102557785;5;3,01835466223692;1,37280980328694;0;2,82402327811533;0,969005125560334;2,19235694324242;0
0;2,97395060373188;0;3,22429979370176;0;0;0;2,78989901989228;3,95726578308142;0;0;0;0;0;0;2,15229379392802;0;0;1,9909198824274;4,38522100932208;3,14852523803711;4,80416333433435;0;0;4,77906855558002;2,99546656384853;2,020085018836;0;1,93189499430912;1,25436041329725;0;4,06307249053524;2,39609016077411;0;1,2416820508622;0;1,33730282417373;0;4,72463347843133;4,92834275911019
4,76155529812051;0;0;0,5;3,86063025186799;0;0;0;1,75341622240535;3,25171040848443;3,59368618931327;2,82800797178783;4,67073293340892;0;0;2,1235032081604;0;0;0;0;0;0;2,87663235323347;0;0;0;2,84658522803643;4,37862532091263;3,20438416125457;0;1,36047459433809;0;0;0,963007152080536;0;0;0;0;0;0
2,97417360077341;1,0557285372893;2,9393612136782;4,86705119110041;0,290829867124557;0;4,6800072079897;1,29638264528307;5;0;0;0;0,836147755308146;1,85749183565261;0;0;2,5838100051432;0;0;0,5;0;0;0;3,31139205410676;2,56511685185373;0,5;1,44848793626227;3,4651841779543;1,72126113936364;3,69446412040594;0;3,22373188716533;3,66288944830321;1,98577892780304;0;2,6789071279014;1,39324254234938;2,32427935620038;0;0,5
0;0,776100594678941;2,2748579328297;0;0;3,81867212747162;0;3,44826998955024;0;2,54530262739644;0,586478189838342;0;3,5400997761358;0,5;1,65337773256627;2,8936859247711;0;0;4,06019866562458;0;0;0,643911626489792;0;0;4,03289221461531;0,888360334275458;0;0;0;0;0,6105909362019;3,53275338398887;3,51191666233908;3,06760516439919;3,74139409500239;0;2,96949716423149;3,74530302255661;3,96338299986133;0,685605927456918
1,9113382221718;0;2,43301935374412;3,96964740753174;3,06372984362009;0;3,06355285644531;0;4,47242414367964;0;0,5;1,52958821972347;1,35118982282057;1,67574403815705;0;0;0;4,09406164339467;4,50731998612514;0;0;0,5;0;0;3,35557043242993;0;2,86056870890808;0;1,68455290174324;2,82478879290856;1,47884548198378;0;0;1,79645299911499;0;1,58050378206209;0;0;2,43379560971344;0,5
4,04672127638325;0;0;0,5;0;0;0;3,04063866056532;3,75119700364359;0;0;0,235506281256676;3,18892635367295;2,17800931035448;0;3,01535776071966;0;0,5;0,5;3,19415473481368;3,14237847278937;3,49006538954101;0;1,89251765091555;0;4,06765746980331;2,27072503989131;0;0;1,976559996594;0;4,1745450995744;1,74216484825228;1,9585303068161;0;0;3,12364818254656;0;0;3,62108107638596
0;0;0;0;3,20148429051111;3,18127170865483;4,50826932886069;0;0;2,7083841947412;0,5;1,06174343221902;0;1,57353842867237;0,5;0;1,62406982883069;0;0;0,5;0;0,5;0;3,42889974332829;0;0,5;0;2,28485508835169;3,10374320722359;4,54019943789588;0;0;0;3,74937779118744;0;2,22611002820828;0;0;3,90807720921378;0
0;1,70760468822327;0,227465927600861;0,5;0;3,39710297454014;0,5;0;2,87860121292928;4,63478288409989;0;0;2,0299191461084;0;3,62988958490542;3,16761070218292;0;0;0;0;0;3,82531555687325;4,16613292003336;0;0;3,05425718615495;0;3,02912286763504;2,65084464598952;1,30074433204753;2,69301698133024;2,82378435134888;0;2,82832393833824;1,40297698062052;2,43940747689428;4,04353120785371;3,14834207117015;3,45407119228229;3,05330658101165
0;0;1,85720054565799;0,5;0;4,66860187597042;0,5;4,39730344591537;0;0;4,17513161253889;1,45058169749127;0;0;0;1,26246452331543;0,5;0,5;0;1,99252093396733;0;1,11861980921525;0;0;2,4267836350141;0;0;0;0;0;4,77987529420288;0;1,04828161795078;3,0221407218008;1,84869024360026;0,5;1,36306284128831;0,722693844802069;0,536538682662201;1,35140013338597
2,6388573472569;0;0;4,70502867303091;2,63458430051551;0;4,88864242373437;3,35611240675492;0;4,2586696367984;0,813545302401085;0;2,8350293621584;0,5;0;3,19318176069911;0;4,95359884479716;4,26594317111463;0;0;0,68999766846653;2,90771649447629;3,77076223994175;0;0;0;4,82143345466882;0;0;0,664964061540069;4,06487076080631;0;0;0;1,41002437957098;0;0;0;0,807234469012932
2,20879190867245;0,72391785784807;0;0;0;3,26095718436919;0;3,24660601944039;3,65489898745664;0;0;0,915136177053273;0;0;0;0;0;0;4,57387855256623;0,5;0;0;0;0;3,09640610269103;0;0,963746070861816;0;0;0;1,63174921373452;0;3,65351107840124;3,17222025998506;2,20723400507459;0;0;1,72536629728291;0;0,5
4,37663854536444;0;0;0;4,15425284074352;1,39133528451963;0,5;2,67604064941406;1,72398634894005;0;4,20290001537786;2,0176473115653;4,01420419291323;0;0;4,29501575105591;0;0;0;0;3,30378523017456;0;0;0;4,8640744573735;4,56738201927737;0;0;2,63745489513383;1,17622869982209;0;0;0;0;1,67879931613747;3,73180424409537;0;0;0;3,70616352265056
0;0,815555511422248;3,43452978134155;0;0;0;0,5;2,63054515823282;1,23586630821228;0;0;0,999481938546282;2,42304076274067;0;0,5;4,00770524843023;3,33618313322597;0,5;0,5;0,5;0,5;0,5;0;3,13963515038585;4,1107012262152;0;0;0;0;2,62170924973754;0,689952538670019;4,84383393723696;0;4,84224204525456;0;1,63757192931956;1,69567571822353;3,55068194100199;0;0,5
0;0,538470029830933;0;0,5;0;0;0;3,81586463927099;0;0;0;0;0;0;0;0;2,06582845378007;0;0,5;0;0;0;4,22926397585741;0;0;0;4,76168962556947;4,25488659146004;0;2,04880594510995;0,909291139063095;5;3,4347186088562;0;2,34453475258524;0;0;0;4,29330033170679;1,48951048426773
