hightec;hightec;sport_stuff;movies;movies;sport_stuff;music_rap;hightec;sport_stuff;girl_toy
3,59430469739917;0;0;0;0;3,42540210691532;0;0;0;0,5
0;2,88316696271448;1,71890747068399;0,817708694291165;0;1,7665331516259;0;3,05025269209885;0;0
4,27134088579162;3,34108030905066;3,51693307632438;1,8163383148221;0;0;0;0;3,15648975603119;0
0;0;0;1,97627578069283;1,58437834241631;1,58225234252506;0;2,13570321078212;0;0
0;3,16791439948972;0;0;0;3,24504817521435;1,2146022153155;0;0;0,5
0;3,38650320418482;0;3,97924841613474;0;0;0;2,35457146649927;0;0
0;3,48220435738666;0;4,29672019569982;0;0;0;3,1377181215853;0;3,96833747391046
1,55358377637043;0;0;0;1,2010857263585;0;1,97227148454276;0;2,99573162616963;0
0;0;0;1,33415549403716;0;0;0;0;3,56154008794648;0,5
0;4,6110142849437;4,12897534441621;0;0;0;2,19991778731342;3,35698937175655;3,39226094837871;0
2,03994048109275;0;0;3,92446580805092;0;0;2,11202577320488;3,89932809206626;0;0
4,56825851535809;0;3,60612289170088;0,611366921854842;0;0;0;4,77472975746483;3,85631958062589;0
4,04041878694688;4,07125175933878;0;4,54581134838323;0;3,32996874411123;0;0;0;0
3,86082756699101;2,17423428137518;0;0;2,60228928811955;0;0;3,30895100967444;0;0
3,83011778017046;0;3,07684835329505;2,8715625074094;0;3,0520491106678;0;0;3,32547665216284;0
0;0;0;2,31118382737561;2,28678103526439;0;0;0;3,69950505099236;0,5
0,577462878812786;0;2,40370363481515;1,49614898883558;0;0;1,13537908514746;0;0;0
4,33868396763629;2,70104489415001;0;0;0;3,7262404992833;2,11088415240444;0;4,69410929814638;0
4,95443715758363;0;0;2,37283506238499;2,90216799308647;0;1,79370046816473;0;0;0
0;0;0;0;0,751809472102583;1,25039017165564;0;0;0;1,88323669223266
0;0;0;4,03897165089798;4,29485122454113;0;2,90071771428954;4,66161567702033;0;0
3,20171093903562;2,16595048278847;0;0;0;0;0;0;0;0
0;1,84637036330363;0;0;0;2,11313313902967;1,39209577017096;0,90184142948214;3,26623840875283;0
3,0637753769121;0;0;0;0;3,14497830027015;0;2,97831331052739;3,55333579078006;0
3,18437909622881;0;1,61611665068945;4,06178123460234;3,52685300192183;0;0;0;0;0
0;0;0;0;0;0;0;0;3,40724353790621;0
4,954290969276;3,42870703266408;2,29678817246891;3,53133424815318;2,14595294983403;0;0;0;0;0
0;0;1,70258500599423;0;0;0;0;0;0;0
0;0;0;0;0,9030828750241;0;2,26706413424903;0;0;4,16511556001618
3,03536614637606;0;3,82382155294708;0;0;3,36556695511824;0;0;3,8944577699967;0,5
4,75468446349478;0;0;0;0,595139372905316;0;0;2,80357919577676;1,91616331176654;4,56546493832276
0;0;4,07736191110563;0;0;3,27716702980789;2,40070271743494;3,32208342306413;0;0
0;0;0;0;3,95711961130477;1,76595607202777;0,726706912380972;2,08323886202799;1,76080339996182;0
0;0;0;0;3,1605087356458;1,74620544910431;0;0;0;1,8429700116827
0;0;2,85286631707701;3,4158010885193;0;0;0;3,14476823806763;1,92044934766388;3,74356681515629
0;0;0;2,89260756172827;0;0;1,89214335982322;0;0;0,5
0;0;1,22166514849368;0;1,41869339832044;1,17629349519326;0;0;0;3,71790208281851
2,091730224477;0;0,538704085414626;1,35431141609061;1,42030825112961;1,99892907566341;0;0;0;3,59050644915109
4,27029431810151;0;0;0;0;0;0;4,79465426588182;0;0
3,74638274346776;2,38372677675622;4,6720936278217;0;3,74588200903772;3,19977331636463;3,09257492660199;0;0;0
0;0;1,49096428392966;0;0;1,49090396263213;1,98639348381497;0;1,9624957009044;0
0;0;0;3,16882725254112;4,80767907705516;0;0;0;0;0
0;0;0;0;0;3,78908492568372;2,71205932540449;3,7427824273439;0;0
2,11260819254099;2,41663330300554;1,56435079293528;2,79051182036778;1,3751194287907;1,18885510190802;0;0;0;4,87916522327772
3,24420633457797;0;0;0;0;2,35792874608092;0;4,3292817377156;1,87483770627288;0
0;0,672968975116019;0;3,04853153789813;0;0;0,950220819772324;0;0;0
4,36541027173652;4,93567760425418;0;4,9423187412053;3,44363958781755;3,6046821692049;2,51169858105094;0;4,73674669290741;0
0;4,84958780596479;3,58000861321576;3,61639972711746;0;4,50526042445808;2,71714539300517;4,20393763492067;3,94744543589067;0,91564811506106
0;2,92942887960441;0;0;0;0;0;0;0;0
0;0;0;0;0;3,94605332098252;0;0;0;0
0;0;4,70356335477138;0;0;0;0;3,96127939224243;0;1,71490144716338
3,86582481342639;4,81141027333746;0;0;0;0;0;0;2,97575906197343;0
0;0;0;0;1,28294008308227;1,38668177993348;2,36108903091452;0;0;0
0;4,07421653488382;0;0;2,97761685493291;0;2,32995936057063;4,15774626618146;0;0
0;0;0;2,88374755107041;0;2,66297974328649;0;0;1,51129926299271;0
0;0;0;0;0;3,59965740265309;0;3,72605327643736;4,09324158872163;0
4,20064062681079;4,0997954397927;0;3,45446491774845;4,94224100231297;0;0;0;0;0
3,51906056842723;2,30249004964833;1,03196738242729;0;0;0;1,45882358376813;3,22741724654446;0;1,63233478629605
0;0;0;0;0;0;1,53205785319771;0;1,13010166731202;0
0;4,40767969722286;1,9582181363172;3,02459383477671;0;0;0;0;2,73400074789953;0
0;0;0;0;4,28010577302431;0;0;0;0;0
3,49675283464452;4,78548481305385;1,80605788892417;0;2,25042001146377;0;0;4,12158873729482;1,26825489162852;0
0;4,61316448990869;1,16867765419589;1,51335811126668;0;1,65993076034818;2,07643778113482;0;0;4,58906467193228
0;1,98600649390649;0;2,87437697307876;0;0;0;0;0,641978004780588;2,58964952015767
0;4,89752206853476;3,30618001348627;2,77956983273829;0;4,19989503417159;0,82072526216507;4,82038124362956;2,49514889717102;0
4,54486988836195;0;0;0;0;0;0;0;1,58394762621445;0
0;0;0,967232135342076;0;0;0;1,74000500316732;0;0;0
2,48801552620158;0;4,91039323806763;1,69077458101826;0;0;0;0;0;0,5
0;0;3,05308403636007;0;4,33082514970136;4,64782714361689;2,32613133374887;0;0;0
0;4,5839698498994;0;0;0;4,30097811450296;0;0;0;0
0;0;4,80724976854736;0;0;4,78532933154392;1,69041806025916;0;0;0
0;4,98683638730405;0;2,04127966451518;1,1565669705889;1,50481458124929;1,84686129300243;3,74983821937341;1,27654452914211;4,98044549952282
4,17237173261697;0;0;0;0;0;0;0;2,66188296473673;0
0,569132387638092;0;0;1,15883441509625;0;1,70490235868138;0,774383165070034;0,9919791219253;1,40144762415506;0
0,916018042674297;0;1,75233792408944;0;1,64275349147746;1,30345509960477;0;1,89281611698345;1,37369560374585;1,89412534557941
0;3,71645442476331;0;2,53204261932152;1,53532394093244;3,94760042286832;2,28404872365484;0;0;0,5
0;0;0;1,78827670299833;0;0;0;2,69203320829758;0;0
0;2,52387931967335;0,511728772666179;0;0;0;0;2,23269156563687;1,18190599590629;3,68412450034363
0;0;4,34951682451624;3,72984316140872;0;4,6087988184806;0;4,98129192552589;0;0
0;0;2,66113914300741;0;0;3,98409352078293;0;0;2,70013004015206;0
1,33293538113727;0;3,73411059739725;0;0;0;0;1,73620751767243;0;3,36986181809095
4,40345004452553;4,2407820300389;4,76371238742197;0;0;4,26132136735195;0;0;4,86214345407772;0,522861643704987
0;0;0;0;0;4,68166810352433;2,25238686020132;4,40592855932467;3,12958439911231;0,525478539301771
0;2,13334256044279;3,91903104163661;0;0,644807199316475;0;0;0;0;0
2,06192196838647;0;1,06741073521199;1,03042342980878;0;1,34869684108938;1,99959563394058;1,05965874020926;0,777367433429401;3,5917794525585
0;0;0;0,58225283938565;0;0;2,67317002437691;0;1,27871336009293;0
2,59337210655212;0;0;3,56402452502587;2,86983146675389;0;0;3,36761968599987;4,7046091657619;0
1,09897812670049;0;0;1,36206951288603;0;2,26024854009051;0,795597924755699;0;0;0
0;2,89219614625545;0;0;1,38883948204519;3,96742194656628;0;2,45316644872221;3,11524394066783;0
0;0;0;0;0;0;0;4,2212374486128;4,84938815694739;0
2,92100379426079;0;0;0;1,89217101195463;1,27718279523644;0;0;1,26288497447968;1,43303614083353
0;0;1,05318684948291;0;0;1,93257334871803;1,35325094212464;0;0;0
0;0;3,99046138720143;1,77301472764137;0;0;0;3,6495794661574;3,35704487020012;0
3,81574247396353;0;0;2,54874141237174;0;0;0;0;3,80890400093463;0
4,14991470573;0;0;3,09695664192408;2,26051833213331;3,4235781824326;3,17009025866636;2,66862111243821;4,37893571955102;0
0;0;0;0;0;1,8907778122885;0;4,76616335137103;0;0
0;0;0;3,63850359229301;0;0;3,52378710150895;0;0;0
2,90302867856949;0;0;0;0;3,11437343392259;0;0;0;0
0;0;0;0;0;0;0;4,77562280826998;0;4,30324696577305
0;3,64783899749063;0;0;0;1,70819064216138;1,9595289737729;2,84476616366057;0;0
0;3,82043484357206;1,65502582148417;0;4,88636900572403;0;0;4,08185434764337;1,91023900309123;3,25691459758995
3,72988909796341;0;0;3,37787000992236;0;4,32433201713689;0;0;3,28068757815319;0
3,49213528050675;0;0;0;0;3,58423890806001;3,33008761998736;2,5358565703667;0;0,5
2,53008915322371;0;3,14875834349019;0;0;0;2,73097013995562;2,46436381340027;0;1,82760055727679
3,59179764175406;3,39723943378648;0;0;0;1,44558777774013;0;0;1,26127344568319;0
0;4,80616114372674;0;0;0;0;1,81694465122043;4,8778906128732;0;0
3,75151890970372;2,2170717716217;0;0;1,0897794305765;0;0;2,5563084644062;3,01413209178212;0,5
4,08194788223223;3,76351761480957;4,71067513418881;0;0;0;2,14945889597268;3,43054991328649;0;0
0;3,81225085249741;0;0;0;1,22260161499614;2,72004904212432;0;1,98291811951572;4,14263810410287
3,49428977071973;0;0;0;0;0;1,53669920705105;2,68006440260451;0;0
0;0;0,0370742976665497;0;3,36428823269172;0;1,14262951730873;0;1,64853884263362;0
4,16963887175994;2,76713632921089;0;1,13758316013849;0;1,94205441556035;2,81595301712675;2,57661986351013;0;4,06440760431085
0;0;0;1,36537071520713;1,54546882377261;2,58366461963563;0;0;0;0,0253638941794634
0;3,06172003693027;0;0;2,34907334733246;0;0;0;0;0
0;0;0;0;3,23228839749111;0;0;0;3,26336914592579;0
0;2,46682489219439;1,33742467399567;1,86574681609205;1,35094905474733;0;0;0,536931216716766;0;0
3,72892444009377;3,28041419073959;0;0;0;0;0;0;0;0
3,88999581518117;0;1,00698506320221;0;0;0;0;0;0;0
0;0;0;0;0;0;1,95934839894033;0;0;0
0;0;4,28138630710607;0;0;4,78698483937745;2,63841175177992;0;0;0
0;0,607959056090544;3,31103731100961;0;0;0;1,86638057435229;1,55205430744777;0;0,586362735408527
1,91195905208588;0,906395293728633;1,93698773111076;0;0;0;0;0;1,10313227125589;0
0;4,25544254353989;2,87069804681032;2,32991521122396;0;0;0;0;0;0
0;0,905772707614011;0;0;0;0;1,11219762084642;0;1,57226517823165;1,02755090781839
0;0;1,97889094333113;2,19164026816918;0;1,92263607071835;0;0;1,98726117424074;4,01562070893851
0;0;0;1,53163731216064;2,79688604236435;0;0;4,31038014279231;1,85529397374731;0
4,83060998182307;0;0;0;0;0;1,59064201106813;0;0;0
0;0;0;0;0;1,43228185176849;2,68456098515753;3,96513339409844;0;0
0;0;0;0;0;1,06838478290866;0;2,58443046341857;1,73911602689843;0
3,08573215458809;3,96604637101574;2,2548537222924;4,14182695427063;0;2,47330050704689;1,52960723290667;0;0;0
0;1,71327259098798;2,13076375989745;0;0;0;1,05996203541754;0;0;0
0;0;0;0;0;0;1,7549992745067;0,782102835030343;0;3,27109601547527
0;0;1,3922830044256;0;0;0;0;0;1,56655535081707;0
0;2,30209292019815;0;0;0;0;2,25573672412696;0;0;0,5
2,52181720525111;0;1,95109886720362;2,48619532374954;1,00156992650664;0;0;0;0;0
0;0;3,68278533671181;0;0;0;4,54456285179805;2,70204556207268;0;0
0;0;0;0;0;0;1,08761654239503;3,23130470199106;0;0
0,934807002544403;0;0;2,69344506072507;0;0;0;1,96759986712951;0;1,06626410925121
4,56910790948621;3,37795924040394;4,01910830243449;0;1,99867078615291;0;2,41866718205561;0;0;0
2,99247272009611;0;0;0;0;1,19504878120266;0;0;0;1,95919660989158
3,2102652793798;0;0;0;1,11328566661723;3,08630164763252;3,33394060578846;0;0;0
4,00913336081856;3,98137797228125;0;0;0;3,71354940939394;0;0;0;1,9858470838451
0;2,82186269984667;0;0,721630962435916;0;1,89645488275981;1,55534679561637;0;0;4,70508104549026
3,30725765289145;0;0;2,50100877997512;1,6589724692325;3,80349939400493;0;0;0;0,5
0,606402988362314;3,40324473381042;0;0;0;0;0;0;0;3,70096353986345
0;3,2928846540362;3,07022744606725;0;0;3,21819422962991;3,86943647585317;0;3,49808554281391;0
2,11000262857881;0;0;0;0;0;0;0;0;0,5
0;0;0;0;1,44030771448291;0;1,74270157364323;2,25846476399268;0;0
0;0;1,70545707186938;0;0;1,11705537169103;0;1,64806481457691;0,918553429384974;0
4,44929794382737;0;2,94564812721016;2,55589767711046;4,26728711755354;0;1,92618385466104;0;0;0
0;0;2,0939302444458;3,339619560791;3,2645672742578;3,95840149138048;0;0;4,66162796861568;0
3,21863925187785;0;0;1,49769166833614;0;1,71506812782728;2,06372397163125;4,32901990848082;0;0
3,96018069561579;3,08060426455019;0;0;4,90344373178829;2,35004688303454;0;4,4460759430407;2,27093859076078;3,44435329849103
0;2,32386649601342;3,54742251827727;3,61712162458204;3,50519373896774;0;0;0;0;1,36570270004016
0;0;2,10660399594652;0;0;0;0;0;0;0
0;0;0;3,96485828187543;0;3,88232935540487;0;4,54897889287629;0;0
2,64395814232713;1,72359629218634;0;0,732392668832276;0;0;1,5766360524933;1,12901091861027;0;1,87354463984889
0;1,24813023570372;0;0;1,19463742882695;0;0;0;1,61662354442134;1,1317311493362
0;1,13972465840155;0;0;1,13514667988529;0;0;0;3,0609476524689;1,8466805998919
0,4649618268013;0;0;0;0;0;0;0;0;0
0;4,64318743424639;4,01411447069334;0;3,64251380350558;4,49516678019202;2,32967546737272;4,51597959339431;0;0,5
2,94250342014362;2,47448442525905;0;1,12420389527651;0;3,24633954430294;0;0;0;0
0;4,03566384875945;0;1,11591784731295;0;0;0;3,80794873172787;0;4,85424368123256
1,45391144205533;1,25702435721505;0;1,57065785423417;0;2,36906495800664;0,524819017865145;0;0;5
2,82159314110018;1,35952108323552;1,42121271017064;0;3,23263266437344;0;0;0,887788827478787;0;0
0;4,1302513685684;1,38322180527412;0;0;1,64820567362393;0;4,25516153231969;0;0
0;0;1,10509889764017;0;0;0;1,89696518140704;0;0,881852202528087;0
0;0;4,82249991680612;0;0,647811010083096;0;0;0;4,94576986783453;0,5
0;0;0;0;0;3,71557640876415;0;0;3,07477307416255;0
3,50576734892361;0;0;0,899741699406757;2,08478811806291;0;4,85814762481402;0;0;0,5
4,54314699002688;4,77725450497924;0;4,10245778090435;0;3,15439964279272;2,49536100611806;0;3,69611742566159;0,850268931291191
3,1701233154955;0;0;2,6383959577132;2,71197330845146;0;1,96506256375698;0;1,20908389715901;0
0;2,46958769088126;0;0;2,17140402420024;1,95785290256974;0,501683601644674;0;1,19100045444956;2,60102141955915
0;4,94474699159374;0;2,18562023187318;3,13872608874865;3,4754738465303;0;0;0;0,5
0;0;0;0;2,73604599374162;0;1,31638147370721;0;1,87929676327822;3,75769994210345
3,67536914752581;3,20884589860628;0;0;0;4,6553016480316;0;0;4,08055539572637;0
0;0;0;0;0;3,98976372787252;0;0;0;0,5
0;0;3,32189778160392;0;3,98365316748789;3,41371572688861;1,01717547048683;3,65094660439107;4,1721834648271;0,5
0;0;0;0;4,33330864987025;0;2,59347284380043;0;0;0
0;0;0;0;0,809397336239646;0;0;0;0;0
0;0;0;0;0;0;0;0;3,62862925819523;0
1,53778722860747;0;0;0;0;0;0;0;1,95935834197298;0
3,1555494364144;0;0;1,24561076040641;0;0;0;2,53032557597865;1,84885230280871;0
3,84386668021039;0;1,84455502631355;0;4,75797752465959;0;0;4,83780959892916;0;0
0;0;3,64621228941074;3,98478596703372;4,30176421874285;3,84860984089254;0;4,51331792283492;0;0
3,24872517783601;3,38298008515638;0;1,25470795843504;0;0;0;0;0;0
0;0,906849231760413;2,85577968640988;0;0;0;1,10838031494449;0;0;1,15963613691723
1,60713872365055;0;2,87050252820854;1,84251522777719;0;0;0;1,80830151020004;0;0
2,10943423542633;0;1,07859162803674;1,20899841874326;2,66245373113195;0;0;0;0;0
0;0;4,09782105456005;0;0;0;0;0;4,59309028722024;0,5
4,1784561323833;0;0;0;2,68701346995636;0;2,22000796590932;0;1,43812310296955;0
0;0;2,4962972460763;0;1,58486742786358;0;0;0;0;0
1,51828464354309;1,58519558565933;3,59114642981028;0;0;3,98946975543605;1,91659825500874;0,745059971578913;2,06549085400323;0,840170631110748
0;3,85281557862312;0;0;0,951320237690266;0;0;3,67326656387805;1,80094256103083;0
0;0;1,26933342650036;0;1,55259955700142;0;1,42307561748804;0;0;0
3,05990274299863;0;1,90050411224365;0;0;0;0;3,20339383706609;0;0
0,813984968380064;0;0;0;1,979675087137;3,21871770416327;0;0;3,94268338379575;1,90864038463153
2,42521418720727;3,32319137608781;0;0;0;1,64605356270729;0;3,44345764580344;0;0
2,21573056267376;0;1,99323075823171;0;1,75973246607917;0;1,2952032067325;3,72863372356102;1,78744758888495;0
0;3,63444522751237;0;2,62348743207915;1,30683439309096;1,25007617019586;0;4,44018604766586;0;4,67197876641153
4,84575134229183;0;0;0;2,15310983739472;0;3,10419905889044;0;0;0
1,57061266899109;3,31693470353118;3,63654386002409;0;0;3,70641433433928;2,3972185949782;0;3,64991503192574;0
0;0;0;3,01189058274584;0;0;0,942623198032379;0;1,18332194498895;0
4,1323124501539;3,81080259420481;1,19310888936422;4,1716016732024;0;0;0;0;0;0
1,31208406729255;0;1,6760611751471;1,33146803469;0;0;0,65467897413982;3,74682850984243;1,73285924165177;1,30796539611554
4,26601886295994;0;1,74083540343718;1,6814893054224;0;0;0;0;0;4,4610506535792
4,97683616447115;0;0;0;0;0;1,39613567124872;4,96883313635776;2,84144310832091;0
3,60375650394883;0;0;1,65699105135025;0;1,0692267250592;0;2,0415951456137;1,65204977367634;0
0;4,07646005092024;0;0;3,36334086505852;4,80593771478438;2,93234310947933;4,61196504561788;3,26071474992703;0,859060423150221
0;0,559526199036989;0;0;0;3,23211326228087;0;0;0;0
2,9733269465963;0;1,71867968920557;0;0;0;0;0;0;0
0;0;0;0;0;1,2710075174789;0;0;0;0
4,07834258632657;4,26057047176201;3,2380144094294;1,75593541062248;2,72427966153448;0;1,62288272596099;0;3,32214177694271;0,5
1,71363112969027;0;2,72218590170247;1,46344998733301;0;2,5725620643108;1,18863000124163;0,999659980181446;0;0
0;0;3,0409815693465;2,79945138669547;0;3,71308419933221;0;0;0;0,5
1,77722383559552;0;0;0;0;0;1,52303294698849;1,25953871931859;2,52857263876524;0,980167072257105
0;0,787809766730205;0;0;0,55983171451829;1,04489120843117;1,99109412589627;0;0;1,40644346196504
0;4,62259538407558;0;1,19581119841701;1,01956312056611;0;0;0;1,9900334407529;0
4,20090779438657;3,07131120752139;2,85185357362584;3,63535319996781;0;0;0;0;0;0
4,63815138937819;0;0;3,6323332267964;4,06056285046999;4,3136909284227;3,66244173049927;0;0;0
0;0,653706900381347;0;2,56400108037703;1,49468985595493;0,799638812336902;1,57923348554374;0;0;3,8867501262048
0;0;0;0;0;0;0;0;1,00881789322422;0
4,05561626192909;3,67741719664886;0;0;3,14003851317802;0;0;1,81293141841888;0;0
0;4,14190462657339;0;0;4,72109455881691;3,01477730368021;2,58036384106631;4,20319054424911;0;0,667105485762984
4,33639998796228;3,44220846353202;0;1,48195334057415;0;3,39360794350207;0;4,68722568624058;0;0
0;3,7527769798193;0;0;3,51149963099114;1,17949264691188;0;0;0;0
0;0;0;1,59509455812867;0;0;1,69498887737048;1,6011538322089;0;0
4,8578386278161;3,76687193977035;0;2,03835869465878;2,49680304131322;0;0;0;0;0
0;3,22070250623892;0;0;0,682490930977506;1,34866530790397;1,19690538206925;0;0;4,9317800481486
0;0,798339595691459;2,26440787048284;0;0;0;0;0,706703804296769;0;0,948462953767023
0;0;0;0;0;0;1,31749975681305;0;0;0
0;4,83274013541301;0;0;3,42335069292381;0;1,96716260910034;4,31138517628954;0;0,614827835520184
0;4,6125521932787;0;0;0;4,72725759806449;0;0;0;1,08823954131838
0;4,3691569023622;0;0;0;4,20880222320557;2,99283055495137;0;3,31611800301639;0,629846246740709
1,93060360589558;2,80217928616432;0;0;0;0;0;0;0;0
0;0;1,33850876071421;0;0;2,74159648816176;1,41683458183745;0;0;3,51808208577246
0;3,91375599192165;1,96505596347389;1,9150473470404;0;1,50912957755343;2,14916184598075;0;0;0
0;0;1,52329152381201;2,25747937488252;0;1,86578111949646;0,667605346146787;0,876593938738384;0;0
0;0;3,35458681562663;0;0;3,66181697820398;2,93090928063305;3,7544070280876;3,61889778572083;0
0;0;0;1,5825132604607;1,42719351985827;0;1,97431811270039;0;0;0
0;0;0;0;1,07277034878394;0,99002865165939;0,952412153106375;0;0;0
0;0;3,25204029225374;0;3,80742993848744;3,38086095563176;0;0;0;0
0;0;1,45661950970842;0;1,3953962244072;1,12558541778735;0;0;1,06091460262468;0
0;0;0;1,5013270059141;0;0;0;3,1554608112925;1,66640543937683;0,5
3,67648285472602;4,64736108279198;0;0;3,3501098586014;3,65997024004346;0;3,08971341703539;0;0,5
0;0;0;3,84256430568293;0;2,40856382782038;0;0;1,79918814673982;0
2,44187690221792;0;0;0;0;0;0;0;0;1,69755868785901
0;0;0;1,6369255437222;0;4,49362734215969;1,92833436323718;0;4,12132385984125;0
0;0;0;0,993614933450527;0;1,37430854764502;0,0134464520961046;0;1,01418823982318;4,23364350070881
3,95995342683045;0;0,992815256118774;2,36017967265108;0;0;1,39871555957883;0;1,73221396782073;4,09978577825231
0;2,6078668276816;0;0;0;3,95701398512209;0;3,82688967689261;0;0,5
4,79163853628172;4,51121123857387;0;0;0;0;0;0;3,40039903782327;0,615481921758261
0;0;0;0;0;4,39099714038474;1,26481466100775;3,60975679504208;0;0
0;2,09181453338443;0;0;1,57448863846925;0;0;0;0;0
0;0;0;0;0;0;0;3,80994196134151;0;0
0;0;0,805048408827301;0;2,51678336948007;0;1,28429247847958;0;0;0
4,5271290734071;3,5217751313568;0;0;0;3,22288367069461;1,00150403380464;4,54997349975164;0;0,5
0;0;0;1,05980239764778;0;0;0,689296911093079;1,03853173369473;0;4,44535637900483
0;3,89827346284793;0;0;1,32705187882625;1,44209837235608;0;0;0;0
0;0;0;1,64306774253169;0;3,56921526862738;0;1,3511003986239;0;1,0360238109883
0;0;0;0;1,30744264568549;0;1,04819948880384;4,294641308158;3,66733842932961;0
0;0;4,39962214296666;0;0;0;0;0;4,66939086172236;0
2,309845107519;0;0;0;0,894611754172767;1,5382541192408;0;3,51883877349032;0;1,97218109293477
3,07868025408996;0;1,63162564795074;0;0;0;1,24218584235859;0;0;0
0;0;0;2,8482579539289;1,30861964067846;0;1,19589164396557;1,30175447463989;1,8226877450943;0
0;0;0;0,647332998526903;0;0;0;0;0;4,41760386871994
0;0;0;0;0;0;2,17774947973795;0;0;0,5
1,96968325272653;1,61418503202227;0;1,26451465686062;1,22275400218682;0;0;0;0;4,36700401053159
0;3,30223127468593;0;1,8272499539085;3,88780366880251;0;2,18792873676304;0;4,15789420490986;0,5
2,86109519004822;0;0;3,81962528630142;0;4,90239500715509;2,18445655572436;0;0;0
3,04775391241897;0;2,8523195953352;0;0;3,44763278961182;0;0;1,56126039687603;3,35940282482626
0;0;0,944842637258043;0;0;0;0;0;0,720652872566438;0
4,03155340581739;0;4,45901747302106;1,09605552330429;0;4,62180640065195;0;3,96788668677578;0;0,5
1,02213899000647;0;3,95297251825825;0;0;0;0;1,02870024253088;2,61366566578563;0
0;0;1,2873850275238;0;0;0;0;2,2872469829336;1,37033047963415;0
0;0;0;0,591337619857554;0;1,97468505053533;0;0;0;0
0;4,55626985689451;0;0;0;1,91896004179444;1,07805529007598;0;0;3,94880180756971
3,50823348039213;0;3,9086091764777;0;0;0;0;0;0;0
0;3,57227513965791;0;0;1,64610166016319;0;0;3,87872528977633;0;0
2,03015445081059;0;0;0;0;0;0;2,78686089105292;3,53311947478592;0
3,15657238483269;0;0;2,74952586146515;0;3,62030792637742;2,05286434621218;0;0;0
0;0;3,5996229246257;0;0;0;0,77171655756967;1,35195225982552;2,45376255291224;0,814925449348486
0,944475071478856;0;1,26291335526058;0;2,70552491382953;0,982989609000734;1,20679534632098;0;0;0
0;0;0;2,2177560009145;4,04442287052256;0;0;0;0;0
0,584130865095244;1,59933461160368;0;0;1,24597510054986;0;1,97031017438057;1,57132804187542;0;0
0;4,12895360082805;1,25309053540839;0;4,50847917260066;1,80801898558066;0;4,28472718004357;0;3,80220063207774
0;2,06721663475037;0;0;0;1,62526695738792;0;0;0;1,96367041532121
